"padacchedah","anvaya","spart"
"(सः) सर्व-शास्त्र-अर्थ-तत्त्व-ज्ञः स्मृतिमान् (च) (अस्ति) .; (सः) प्रतिभानवान् सर्व-लोक-प्रियः (च) (अस्ति) .; (सः) साधुः अ-दीन-आत्मा विचक्षणः (च) (अस्ति) .","(सः) सर्व-शास्त्र-अर्थ-तत्त्व-ज्ञः स्मृतिमान् (च) (अस्ति) .; (सः) प्रतिभानवान् सर्व-लोक-प्रियः (च) (अस्ति) .; (सः) साधुः अ-दीन-आत्मा विचक्षणः (च) (अस्ति) ."," सर्वशास्त्रार्थतत्त्वज्ञः स्मृतिमान् प्रतिभानवान्# सर्वलोकप्रियः साधुरदीनात्मा विचक्षणः"
"(सः) सर्वदा अभिगतः सद्भिः समुद्रः इव सिन्धुभिः .; (सः) आर्यः सर्व-समः च एव सदा एव प्रिय-दर्शनः (अस्ति) .","(सः) सर्वदा सिन्धुभिः समुद्रः इव सद्भिः अभिगतः .; (सः) आर्यः सर्व-समः सदा एव प्रिय-दर्शनः च एव (अस्ति) ."," सर्वदाभिगतः सद्भिः समुद्र इव सिन्धुभिः# आर्यः सर्वसमश्चैव सदैव प्रियदर्शनः"
"सः च सर्व-गुण-उपेतः कौसल्या-आनन्द-वर्धनः (च) (अस्ति) .; (सः) समुद्रः इव गाम्भीर्ये (अस्ति) .; (सः) धैर्येण हिमवान् इव (अस्ति) .","सः च सर्व-गुण-उपेतः कौसल्या-आनन्द-वर्धनः (च) (अस्ति) .; (सः) गाम्भीर्ये समुद्रः इव (अस्ति) .; (सः) हिमवान् इव धैर्येण (अस्ति) ."," स च सर्वगुणोपेतः कौसल्यानन्दवर्धनः# समुद्र इव गाम्भीर्ये धैर्येण हिमवानिव"
"(सः) विष्णुना सदृशः वीर्ये (अस्ति) .; (सः) सोमवत् प्रिय-दर्शनः (च) (अस्ति) .; (सः) कालाग्नि-सदृशः क्रोधे (अस्ति) .; (सः) क्षमया पृथिवी-समः (अस्ति) .","(सः) वीर्ये विष्णुना सदृशः (अस्ति) .; (सः) सोमवत् प्रिय-दर्शनः (च) (अस्ति) .; (सः) क्रोधे कालाग्नि-सदृशः (अस्ति) .; (सः) क्षमया पृथिवी-समः (अस्ति) ."," विष्णुना सदृशो वीर्ये सोमवत् प्रियदर्शनः# कालाग्निसदृशः क्रोधे क्षमया पृथिवीसमः"
"(सः) धनदेन समः त्यागे (अस्ति) .; (सः) सत्ये धर्मः इव अपरः (अस्ति) .","(सः) त्यागे धनदेन समः (अस्ति) .; (सः) सत्ये धर्मः इव अपरः (अस्ति) ."," धनदेन समस्त्यागे # सत्ये धर्म इवापरः"
"मही-पतिः दशरथः तम् एवम्-गुण-सम्पन्नम् सत्य-पराक्रमम् ज्येष्ठ-गुणैः युक्तम् प्रकृतीनां हितैः युक्तम् प्रियम् ज्येष्ठम् सुतम् (च) रामम् प्रकृति-प्रिय-काम्यया प्रीत्या यौवराज्येन संयोक्तुम् ऐच्छत् .","तम् एवम्-गुण-सम्पन्नम् रामम् सत्य-पराक्रमम् ज्येष्ठम् ज्येष्ठ-गुणैः युक्तम् प्रियम् दशरथः सुतम् प्रकृतीनां हितैः युक्तम् प्रकृति-प्रिय-काम्यया यौवराज्येन संयोक्तुम् ऐच्छत् प्रीत्या मही-पतिः (च) ."," तमेवंगुणसम्पन्नं रामं सत्यपराक्रमम् ज्येष्ठं ज्येष्ठगुणैर्युक्तं प्रियं दशरथः सुतम्। # प्रकृतीनां हितैर्युक्तं प्रकृतिप्रियकाम्यया।  यौवराज्येन संयोक्तुमैच्छत् प्रीत्या महीपतिः"
"तस्य अभिषेक-सम्भारान् दृष्ट्वा भार्या अथ कैकयी पूर्वम् दत्त-वरा देवी वरम् एनम् अयाचत .","अथ पूर्वम् दत्त-वरा भार्या देवी कैकयी तस्य अभिषेक-सम्भारान् दृष्ट्वा एनम् वरम् अयाचत ."," तस्याभिषेकसम्भारान् दृष्ट्वा भार्याऽथ कैकयी# पूर्वं दत्तवरा देवी वरमेनमयाचत। "
"विवासनम् च रामस्य भरतस्य अभिषेचनम् .","रामस्य विवासनम् भरतस्य अभिषेचनम् च ."," विवासनं च रामस्य भरतस्याभिषेचनम्"
"सः सत्य-वचनाद् राजा धर्म-पाशेन संयतः विवासयामास सुतम् रामम् दशरथः प्रियम् .","सत्य-वचनाद् धर्म-पाशेन संयतः सः राजा दशरथः प्रियम् सुतम् रामम् विवासयामास ."," स सत्यवचनाद्राजा धर्मपाशेन संयतः# विवासयामास सुतं रामं दशरथः प्रियम्"
"सः जगाम वनम् वीरः प्रतिज्ञाम् अनुपालयन् पितुः वचन-निर्देशात् कैकेय्याः प्रिय-कारणात् .","सः वीरः पितुः वचन-निर्देशात् कैकेय्याः प्रिय-कारणात् प्रतिज्ञाम् अनुपालयन् वनम् जगाम ."," स जगाम वनं वीरः प्रतिज्ञामनुपालयन्# पितुर्वचननिर्देशात् कैकेय्याः प्रियकारणात्"
"तम् व्रजन्तम् प्रियः भ्राता लक्ष्मणः अनुजगाम ह स्नेहात् विनय-सम्पन्नः सुमित्रा-आनन्द-वर्धनः भ्रातरम् दयितः भ्रातुः सौभ्रात्रम् अनुदर्शयन् .","विनय-सम्पन्नः सुमित्रा-आनन्द-वर्धनः भ्रातुः दयितः प्रियः भ्राता लक्ष्मणः स्नेहात् सौभ्रात्रम् अनुदर्शयन् तम् व्रजन्तम् भ्रातरम् अनुजगाम ह ."," तं व्रजन्तं प्रियो भ्राता लक्ष्मणोऽनुजगाम ह# स्नेहाद्विनयसम्पन्नः सुमित्रानन्दवर्धनः।  भ्रातरं दयितो भ्रातुः सौभ्रात्रमनुदर्शयन्"
"रामस्य दयिता भार्या नित्यम् प्राण-समा (च) हिता (अस्ति) .","रामस्य दयिता भार्या नित्यम् हिता प्राण-समा (च) (अस्ति) ."," रामस्य दयिता भार्या#  नित्यं प्राणसमा हिता"
"जनकस्य कुले जाता (सा) देव-माया इव निर्मिता (अस्ति) .; (सा) सर्व-लक्षण-सम्पन्ना नारीणाम् उत्तमा वधूः (अस्ति) .","जनकस्य कुले जाता (सा) देव-माया इव निर्मिता (अस्ति) .; (सा) सर्व-लक्षण-सम्पन्ना नारीणाम् उत्तमा वधूः (अस्ति) ."," जनकस्य कुले जाता देवमायेव निर्मिता। #  सर्वलक्षणसम्पन्ना नारीणामुत्तमा वधूः "
"सीता अपि अनुगता रामम् शशिनम् रोहिणी यथा .","सीता अपि रामम् अनुगता यथा रोहिणी शशिनम् .","  सीताप्यनुगता रामं शशिनं रोहिणी यथा"
"पौरैः पित्रा दशरथेन च दूरम् अनुगतः धर्म-आत्मा शृङ्गवेर-पुरे निषाद-अधिपतिम् प्रियम् गुहम् आसाद्य सूतं गङ्गा-कूले व्यसर्जयत् .","पौरैः पित्रा दशरथेन च दूरम् अनुगतः धर्म-आत्मा शृङ्गवेर-पुरे निषाद-अधिपतिम् प्रियम् गुहम् आसाद्य गङ्गा-कूले सूतं व्यसर्जयत् ."," पौरैरनुगतोदूरं पित्रा दशरथेन च# शृङ्गवेरपुरे सूतं गङ्गाकूले व्यसर्जयत्। गुहमासाद्य धर्मात्मा निषादाधिपतिं  प्रियम् "
"रामः गुहेन लक्ष्मणेन सीतया च सहितः वनेन वनम् गत्वा बहु-उदकाः नदीः तीर्त्वा चित्रकूटम् अनुप्राप्य भरद्वाजस्य शासनात् रम्यम् आवसथम् कृत्वा देव-गन्धर्व-सङ्काशाः वने रममाणाः ते त्रयः तत्र सुखम् न्यवसन् .","गुहेन लक्ष्मणेन सीतया च सहितः रामः वनेन वनम् गत्वा बहु-उदकाः नदीः तीर्त्वा भरद्वाजस्य शासनात् चित्रकूटम् अनुप्राप्य रम्यम् आवसथम् कृत्वा देव-गन्धर्व-सङ्काशाः वने रममाणाः ते त्रयः तत्र सुखम् न्यवसन् ."," गुहेन सहितो रामो लक्ष्मणेन च सीतया ते वनेन वनं गत्वा नदीस्तीर्त्वा बहूदकाः। # चित्रकूटमनुप्राप्य भरद्वाजस्य शासनात्। रम्यमावसथं कृत्वा रममाणा वने त्रयः देवगन्धर्वसङ्काशास्तत्र ते न्यवसन् सुखम्"
"चित्रकूटम् गते रामे पुत्र-शोक-आतुरः तथा राजा दशरथः स्वर्गम् जगाम विलपन् सुतम् .","रामे चित्रकूटम् गते पुत्र-शोक-आतुरः राजा दशरथः सुतम् विलपन् तथा स्वर्गम् जगाम ."," चित्रकूटं गते रामे पुत्रशोकातुरस्तथा# राजा दशरथः स्वर्गं जगाम विलपन् सुतम्"
"गते तु तस्मिन् भरतः वसिष्ठ-प्रमुखैः द्विजैः नियुज्यमानः राज्याय न ऐच्छत् राज्यम् महा-बलः .","तस्मिन् गते तु वसिष्ठ-प्रमुखैः द्विजैः राज्याय नियुज्यमानः महा-बलः भरतः राज्यम् न ऐच्छत् ."," गते तु तस्मिन् भरतो वसिष्ठप्रमुखैर्द्वजैः# नियुज्यमानो राज्याय नैच्छद्राज्यं महाबलः."
"सः जगाम वनम् वीरः राम-पाद-प्रसादकः .","राम-पाद-प्रसादकः वीरः सः वनम् जगाम ."," स जगाम वनं वीरो रामपादप्रसादकः"
"गत्वा तु सः महात्मानम् रामम् सत्य-पराक्रमम् अयाचत् भ्रातरम् रामम् आर्य-भाव-पुरस्कृतः .","आर्य-भाव-पुरस्कृतः सः महात्मानम् सत्य-पराक्रमम् रामम् गत्वा तु भ्रातरम् रामम् अयाचत् ."," गत्वा तु स महात्मानं रामं सत्यपराक्रमम्# अयाचद् भ्रातरं राममार्यभावपुरस्कृतः."
"त्वम् एव राजा धर्मज्ञः (असि) इति रामम् वचः अब्रवीत् .; रामः अपि परम-उदारः सु-मुखः सु-महा-यशाः (च) (आसीत्) .","राजा त्वम् एव धर्मज्ञः (असि) इति वचः रामम् अब्रवीत् .; रामः अपि परम-उदारः सु-मुखः सु-महा-यशाः (च) (आसीत्) ."," त्वमेव राजा धर्मज्ञ इति रामं वचोऽब्रवीत्# रामोऽपि परमोदारः सुमुखः सुमहायशाः"
"न च ऐच्छत् पितुः आदेशात् राज्यम् रामः महा-बलः .","महा-बलः रामः पितुः आदेशात् राज्यम् न ऐच्छत् च ."," न चैच्छत् पितुरादेशाद्राज्यं रामो महाबलः."
"पादुके च अस्य राज्याय न्यासम् दत्त्वा पुनः पुनः निवर्तयामास ततः भरतम् भरत-अग्र-जः .","पादुके ततः भरतम् भरत-अग्र-जः . च अस्य राज्याय न्यासम् दत्त्वा पुनः पुनः निवर्तयामास"," पादुके चास्य राज्याय न्यासं दत्त्वा पुनः पुनः.# निवर्तयामास ततो भरतं भरताग्रजः"
"सः कामम् अन्-अवाप्य एव राम-पादौ उपस्पृशन् नन्दि-ग्रामे अकरोत् राज्यम् राम-आगमन-काङ्क्षया .","सः कामम् अन्-अवाप्य एव राम-पादौ उपस्पृशन् राम-आगमन-काङ्क्षया नन्दि-ग्रामे राज्यम् अकरोत् ."," स काममनवाप्यैव रामपादावुपस्पृशन्# नन्दिग्रामेऽकरोद्राज्यं  रामागमनकाङ्क्षया"
"गते तु भरते श्रीमान् सत्य-सन्धः जित-इन्द्रियः रामः तु पुनः आलक्ष्य नागरस्य जनस्य च तत्र आगमनम् एकाग्रः दण्डकान् प्रविवेश ह .","भरते गते तु श्रीमान् सत्य-सन्धः जित-इन्द्रियः एकाग्रः रामः तु नागरस्य जनस्य च तत्र पुनः आगमनम् आलक्ष्य दण्डकान् प्रविवेश ह ."," गते तु भरते श्रीमान् सत्यसन्धो जितेन्द्रियः# रामस्तु पुनरालक्ष्य नागरस्य जनस्य च।  तत्रागमनमेकाग्रो दण्डकान् प्रविवेश ह"
"प्रविश्य तु महा-अरण्यम् रामः राजीव-लोचनः विराधम् राक्षसम् हत्वा शरभङ्गम् ददर्श ह सुतीक्ष्णम् च अपि अगस्त्यम् च अगस्त्य-भ्रातरम् तथा .","राजीव-लोचनः रामः महा-अरण्यम् प्रविश्य तु विराधम् राक्षसम् हत्वा शरभङ्गम् सुतीक्ष्णम् तथा च अपि अगस्त्यम् अगस्त्य-भ्रातरम् च ददर्श ह ."," प्रविश्य तु महारण्यं रामो राजीवलोचनः# विराधं राक्षसं हत्वा शरभङ्गं ददर्श ह।  सुतीक्ष्णं चाप्यगस्त्यं च अगस्त्यभ्रातरं तथा"
"अगस्त्य-वचनात् च एव जग्राह ऐन्द्रम् शर-आसनम् खड्गम् च परम-प्रीतः तूणी च अक्षय-सायकौ .","परम-प्रीतः अगस्त्य-वचनात् च एव ऐन्द्रम् शर-आसनम् खड्गम् च अक्षय-सायकौ तूणी च जग्राह ."," अगस्त्यवचनाच्चैव जग्राहैन्द्रं शरासनम्# खड्गं च परमप्रीतस्तूणी चाक्षयसायकौ"
"सः तेषाम् प्रतिशुश्राव राक्षसानाम् (वधम्) तदा वने .","तदा सः वने तेषाम् राक्षसानाम् (वधम्) प्रतिशुश्राव ."," स तेषां प्रतिशुश्राव राक्षसानां तदा वने"
"प्रतिज्ञातः च रामेण वधः संयति रक्षसाम् (सन्निधौ) ऋषीणाम् अग्नि-कल्पानाम् दण्डक-अरण्य-वासिनाम् .","रामेण अग्नि-कल्पानाम् दण्डक-अरण्य-वासिनाम् ऋषीणाम् (सन्निधौ) संयति रक्षसाम् वधः प्रतिज्ञातः च ."," प्रतिज्ञातश्च रामेण वधः संयति रक्षसाम्# ऋषीणामग्निकल्पानां दण्डकारण्यवासिनाम्"
"तेन तत्र एव वसता जन-स्थान-निवासिनी विरूपिता शूर्पणखा राक्षसी काम-रूपिणी .","तत्र एव वसता तेन जन-स्थान-निवासिनी काम-रूपिणी राक्षसी शूर्पणखा विरूपिता ."," तेन तत्रैव वसता जनस्थाननिवासिनी# विरूपिता शूर्पणखा राक्षसी कामरूपिणी"
"ततः शूर्पणखा-वाक्यात् उद्युक्तान् सर्व-राक्षसान् खरम् त्रिशिरसम् च एव दूषणम् च एव राक्षसम् तेषाम् पदानुगान् च एव रणे रामः निजघान .","ततः शूर्पणखा-वाक्यात् उद्युक्तान् सर्व-राक्षसान् खरम् त्रिशिरसम् च एव दूषणम् च एव राक्षसम् निजघान रणे रामः तेषाम् च एव पदानुगान् ."," ततः शूर्पणखावाक्यादुद्युक्तान् सर्वराक्षसान्# खरं त्रिशिरसं चैव दूषणं चैव राक्षसम् निजघान रणे रामस्तेषां चैव पदानुगान्"
"वने तस्मिन् निवसता जन-स्थान-निवासिनाम् रक्षसाम् निहतानि आसन् सहस्राणि चतुर्दश .","तस्मिन् वने निवसता जन-स्थान-निवासिनाम् रक्षसाम् चतुर्दश सहस्राणि निहतानि आसन् ."," वने तस्मिन्निवसता जनस्थाननिवासिनाम्# रक्षसां निहतान्यासन् सहस्राणि चतुर्दश"
"ततः ज्ञाति-वधम् श्रुत्वा रावणः क्रोध-मूर्छितः .","ततः ज्ञाति-वधम् श्रुत्वा रावणः क्रोध-मूर्छितः ."," ततो ज्ञातिवधं श्रुत्वा रावणः क्रोधमूर्छितः"
"सहायम् वरयामास मारीचम् नाम राक्षसम् .; वार्यमाणः सु-बहुशः मारीचेन सः रावणः (आसीत्) .","मारीचम् नाम राक्षसम् सहायम् वरयामास .; मारीचेन सः रावणः सु-बहुशः वार्यमाणः (आसीत्) ."," सहायं वरयामास मारीचं नाम राक्षसम्# वार्यमाणः सुबहुशो मारीचेन स रावणः"
"न विरोधः बलवता क्षमः रावण तेन ते .","रावण बलवता तेन ते विरोधः न क्षमः ."," न विरोधो बलवता क्षमो रावण तेन ते।  "
"अन्-आदृत्य तु तत् वाक्यम् रावणः काल-चोदितः जगाम सह-मारीचः तस्य आश्रम-पदम् तदा .","तदा काल-चोदितः सह-मारीचः रावणः तत् वाक्यम् अन्-आदृत्य तु तस्य आश्रम-पदम् जगाम ."," अनादृत्य तु तद्वाक्यं रावणः कालचोदितः # जगाम सहमारीचस्तस्याश्रमपदं तदा"
"तेन मायाविना नृप-आत्म-जौ दूरम् अपवाह्य गृध्रम् जटायुषम् हत्वा रामस्य भार्याम् जहार .","तेन मायाविना दूरम् अपवाह्य नृप-आत्म-जौ जहार भार्याम् रामस्य गृध्रम् हत्वा जटायुषम् ."," तेन मायाविना दूरमपवाह्य नृपात्मजौ# जहार भार्यां रामस्य गृध्रं हत्वा जटायुषम्"
"गृध्रम् च निहतम् दृष्ट्वा हृताम् श्रुत्वा च मैथिलीम् राघवः शोक-संतप्तः विललाप आकुल-इन्द्रियः .","गृध्रम् च निहतम् दृष्ट्वा मैथिलीम् हृताम् श्रुत्वा च शोक-संतप्तः आकुल-इन्द्रियः राघवः विललाप ."," गृध्रं च निहतं दृष्ट्वा हृतां श्रुत्वा च मैथिलीम्# राघवः शोकसंतप्तो विललापाकुलेन्द्रियः"
"ततः तेन एव शोकेन गृध्रम् दग्ध्वा जटायुषम् मार्गमाणः वने सीताम् राक्षसम् संददर्श ह कबन्धम् नाम रूपेण विकृतम् घोर-दर्शनम् .","ततः तेन एव शोकेन गृध्रम् जटायुषम् दग्ध्वा वने सीताम् मार्गमाणः रूपेण विकृतम् घोर-दर्शनम् कबन्धम् नाम राक्षसम् संददर्श ह ."," ततस्तेनैव शोकेन गृध्रं दग्ध्वा जटायुषम्# मार्गमाणो वने सीतां राक्षसं संददर्श ह।  कबन्धं नाम रूपेण विकृतं घोरदर्शनम्"
"तम् निहत्य महा-बाहुः ददाह .; स्वर् गतः च सः .","महा-बाहुः तम् निहत्य ददाह .; सः स्वर् गतः च ."," तं निहत्य महाबाहुर्ददाह स्वर्गतश्च सः"
"सः च अस्य(एनम्) कथयामास शबरीम् धर्मचारिणीम् श्रमणाम् धर्म-निपुणाम् अभिगच्छ इति राघव .","सः च राघव धर्मचारिणीम् श्रमणाम् धर्म-निपुणाम् शबरीम् अभिगच्छ इति अस्य(एनम्) कथयामास ."," स चास्य कथयामास शबरीं धर्मचारिणीम्।# श्रमणां धर्मनिपुणामभिगच्छेति राघव"
"सः अभ्यगच्छत् महा-तेजाः शबरीम् शत्रु-सूदनः .","महा-तेजाः शत्रु-सूदनः सः शबरीम् अभ्यगच्छत् ."," सोऽभ्यगच्छन् महातेजाः शबरीं शत्रुसूदनः"
"शबर्या पूजितः सम्यक् रामः दशरथ-आत्मजः .; पम्पा-तीरे हनुमता सङ्गतः वानरेण ह .","शबर्या दशरथ-आत्मजः रामः सम्यक् पूजितः .; पम्पा-तीरे वानरेण हनुमता सङ्गतः ह ."," शबर्या पूजितः सम्यग् रामो दशरथात्मजः# पम्पातीरे हनुमता सङ्गतो वानरेण ह "
"हनुमद्-वचनात् च एव सुग्रीवेण समागतः .","हनुमद्-वचनात् च एव सुग्रीवेण समागतः ."," हनुमद्वचनाच्चैव सुग्रीवेण समागतः"
"सुग्रीवाय च तत्-सर्वम् (अ)शंसत् रामः महाबलः आदितः तत् यथा-वृत्तम् सीतायाः च विशेषतः .","सुग्रीवाय सीतायाः च विशेषतः . च तत्-सर्वम् (अ)शंसत् रामः महाबलः आदितः तत् यथा-वृत्तम्"," सुग्रीवाय च तत्सर्वं शंसद् रामो महावलः# आदितस्तद्यथावृत्तं सीतायाश्च विशेषतः"
