"padacchedah","anvaya","spart"
"ताः तदा स-विषैः दष्टाः कुपितैः तैः महा-शिलाः जज्वलुः पावक-उद्दीप्ताः बिभिदुः च सहस्रधा","ताः बिभिदुः च सहस्रधा तदा स-विषैः दष्टाः कुपितैः तैः महा-शिलाः जज्वलुः पावक-उद्दीप्ताः","तास्तदा सविषैर्दष्टाः कुपितैस्तैर्महाशिलाः।#जज्वलुः पावकोद्दीप्ता बिभिदुश्च सहस्रधा॥"
"यानि च औषध-जालानि तस्मिन् जातानि पर्वते विष-घ्नानि अपि नागानाम् न शेकुः शमितुम् विषम् .","यानि न शेकुः शमितुम् विषम् . च औषध-जालानि तस्मिन् जातानि पर्वते विष-घ्नानि अपि नागानाम्","यानि त्वौषधजालानि तस्मिञ्जातानि पर्वते।#विषघ्नान्यपि नागानां न शेकुः शमितुं विषम्॥"
"भिद्यते अयम् गिरिः भूतैः इति मत्वा तपस्विनः त्रस्ताः विद्या-धराः तस्मात् उत्पेतुः स्त्री-गणैः सह .","भिद्यते तस्मात् उत्पेतुः स्त्री-गणैः सह . अयम् गिरिः भूतैः इति मत्वा तपस्विनः त्रस्ताः विद्या-धराः","भिद्यतेऽयं गिरिर्भूतैरिति मत्वा तपस्विनः।#त्रस्ता विद्याधरास्तस्मादुत्पेतुः स्त्रीगणैः सह॥"
"पान-भूमि-गतम् हित्वा हैमम् आसव-भाजनम् पात्राणि च महा-अर्हाणि करकान् च हिरण्मयान् (उत्पेतुः)","पान-भूमि-गतम् हिरण्मयान् (उत्पेतुः) हित्वा हैमम् आसव-भाजनम् पात्राणि च महा-अर्हाणि करकान् च","पानभूमिगतं हित्वा हैममासवभाजनम्।#पात्राणि च महार्हाणि करकांश्च हिरण्मयान्॥"
"लेह्यान् उच्चावचान् भक्ष्यान् मांसानि विविधानि च आर्षभाणि च चर्माणि खडगान् च कनक-त्सरून् (उत्पेतुः) (हित्वा)","लेह्यान् खडगान् च कनक-त्सरून् (उत्पेतुः) (हित्वा) उच्चावचान् भक्ष्यान् मांसानि विविधानि च आर्षभाणि च चर्माणि","लेह्यानुच्चावचान् भक्ष्यान् मांसानि विविधानि च।#आर्षभाणि च चर्माणि खड्गांश्च कनकत्सरून्॥"
"कृत-कण्ठ-गुणाः क्षीबाः रक्त-माल्य-अनुलेपनाः रक्त-अक्षाः पुष्कर-अक्षाः च गगनम् प्रतिपेदिरे विद्या-धराः","कृत-कण्ठ-गुणाः क्षीबाः रक्त-माल्य-अनुलेपनाः रक्त-अक्षाः पुष्कर-अक्षाः च गगनम् प्रतिपेदिरे विद्या-धराः","कृतकण्ठगुणाः क्षीबा रक्तमाल्यानुलेपनाः।#रक्ताक्षाः पुष्कराक्षाश्च गगनं प्रतिपेदिरे॥"
"हार-नूपुर-केयूर-पारिहार्य-धराः स्त्रियः विस्मिताः सस्मिताः तस्थुः आकाशे रमणैः सह .","हार-नूपुर-केयूर-पारिहार्य-धराः स्त्रियः विस्मिताः सस्मिताः तस्थुः आकाशे रमणैः सह .","हारनूपुरकेयूरपारिहार्यधराः स्त्रियः।#विस्मिताः सस्मितास्तस्थुराकाशे रमणौः सह॥"
"एषः पर्वत-सङ्काशः हनुमान् मारुत-आत्मजः तितीर्षति महा-वेगः समुद्रम् मकर-आलयम् .","एषः पर्वत-सङ्काशः हनुमान् मारुत-आत्मजः तितीर्षति महा-वेगः समुद्रम् मकर-आलयम् .","एष पर्वतसंकाशो हनुमान् मारुतात्मजः।#तितीर्षति महावेगः समुद्रं वरुणालयम्॥"
"राम-अर्थम् वानर-अर्थम् च चिकीर्षन् कर्म दुष्करम् समुद्रस्य परम् पारम् दुष्प्रापम् प्राप्तुम् इच्छति .","राम-अर्थम् दुष्प्रापम् प्राप्तुम् इच्छति . वानर-अर्थम् च चिकीर्षन् कर्म दुष्करम् समुद्रस्य परम् पारम्","रामार्थं वानरार्थं च चिकीर्षन् कर्म दुष्करम्।#समुद्रस्य परं पारं दुष्प्रापं प्राप्तुमिच्छति॥"
"इति विद्या-धराः श्रुत्वा वचः तेषाम् महा-आत्मनाम् तम् अ-प्रमेयम् ददृशुः पर्वते वानर-ऋषभम् .","इति पर्वते वानर-ऋषभम् . विद्या-धराः श्रुत्वा वचः तेषाम् महा-आत्मनाम् तम् अ-प्रमेयम् ददृशुः","इति विद्याधरा वाचः श्रुत्वा तेषां तपस्विनाम्।#तमप्रमेयं ददृशुः पर्वते वानरर्षभम्॥"
"दुधुवे च सः रोमाणि चकम्पे च अनल-उपमः ननाद सु-महानादम् सु-महान् इव तोयदः .","दुधुवे सु-महान् इव तोयदः . च सः रोमाणि चकम्पे च अनल-उपमः ननाद सु-महानादम्","दुधुवे च स रोमाणि चकम्पे चानलोपमः।#ननाद च महानादं सुमहानिव तोयदः॥"
"आनुपूर्व्येण वृत्तम् च लाङ्गूलम् लोमभिः चितम् उत्पतिष्यन् विचिक्षेप पक्षि-राजः इव उरगम् हनूमान्","आनुपूर्व्येण इव उरगम् हनूमान् वृत्तम् च लाङ्गूलम् लोमभिः चितम् उत्पतिष्यन् विचिक्षेप पक्षि-राजः","आनुपूर्व्या च वृत्तं तल्लाङ्गूलं रोमभिश्चितम्।#उत्पतिष्यन् विचिक्षेप पक्षिराज इवोरगम्॥"
"तस्य लाङ्गूलम् आविद्धम् अति-वेगस्य पृष्ठतः ददृशे गरुडेन इव ह्रियमाणः महा-उरगः .","तस्य महा-उरगः . लाङ्गूलम् आविद्धम् अति-वेगस्य पृष्ठतः ददृशे गरुडेन इव ह्रियमाणः","तस्य लाङ्गूलमाविद्धमतिवेगस्य पृष्ठतः।#ददृशे गरुडेनेव ह्रियमाणो महोरगः॥"
"बाहू संस्तम्भयामास महा-परिघ-सन्निभौ आससाद च कपिः कट्याम् चरणौ सञ्चुकोच","बाहू संस्तम्भयामास महा-परिघ-सन्निभौ आससाद च कपिः कट्याम् चरणौ सञ्चुकोच","बाहू संस्तम्भयामास महापरिघसंनिभौ।#आससाद कपिः कट्यां चरणौ संचुकोच च॥"
"संहृत्य च भुजौ श्रीमान् तथा एव च शिरो-धराम् तेजः सत्त्वम् तथा वीर्यम् आविवेश सः वीर्यवान्","संहृत्य सत्त्वम् तथा वीर्यम् आविवेश सः वीर्यवान् च भुजौ श्रीमान् तथा एव च शिरो-धराम् तेजः","संहृत्य च भुजौ श्रीमांस्तथैव च शिरोधराम्।#तेजः सत्त्वं तथा वीर्यमाविवेश स वीर्यवान्॥"
"मार्गम् आलोकयन् दूरात् ऊर्ध्व-प्रणिहित-ईक्षणः रुरोध हृदये प्राणान् आकाशम् अवलोकयन् .","मार्गम् . आलोकयन् दूरात् ऊर्ध्व-प्रणिहित-ईक्षणः रुरोध हृदये प्राणान् आकाशम् अवलोकयन्","मार्गमालोकयन् दूरादूर्ध्वप्रणिहितेक्षणः।#रुरोध हृदये प्राणानाकाशमवलोकयन्॥"
"पद्भयाम् दृढम् अवस्थानम् कृत्वा सः कपि-कुञ्जरः निकुञ्च्य कर्णौ हनुमान् उत्पतिष्यन् महा-बलः वानरान् वानर-श्रेष्ठः इदम् वचनम् अब्रवीत् .","पद्भयाम् उत्पतिष्यन् महा-बलः वानरान् वानर-श्रेष्ठः इदम् वचनम् अब्रवीत् . दृढम् अवस्थानम् कृत्वा सः कपि-कुञ्जरः निकुञ्च्य कर्णौ हनुमान्","पद्भ्यां दृढमवस्थानं कृत्वा स कपिकुञ्जरः।#निकुच्य कर्णौ हनुमानुत्पतिष्यन् महाबलः॥वानरान् वानरश्रेष्ठ इदं वचनमब्रवीत्।"
"यथा राघव-निर्मुक्तः शरः श्वसन-विक्रमः गच्छेत् तद्वत् गमिष्यामि लङ्काम् रावण-पालिताम् (अहम्)","यथा (अहम्) राघव-निर्मुक्तः शरः श्वसन-विक्रमः गच्छेत् तद्वत् गमिष्यामि लङ्काम् रावण-पालिताम्","यथा राघवनिर्मुक्तः शरः श्वसनविक्रमः॥#गच्छेत् तद्वद् गमिष्यामि लंकां रावणपालिताम्।"
"न हि द्रक्ष्यामि यदि ताम् लङ्कायाम् जनक-आत्मजाम् अनेन एव हि वेगेन गमिष्यामि सुर-आलयम्","न हि वेगेन गमिष्यामि सुर-आलयम् हि द्रक्ष्यामि यदि ताम् लङ्कायाम् जनक-आत्मजाम् अनेन एव","नहि द्रक्ष्यामि यदि तां लंकायां जनकात्मजाम्॥#अनेनैव हि वेगेन गमिष्यामि सुरालयम्।"
"वा त्रि-दिवे सीताम् न द्रक्ष्यामि कृतश्रमः बद्ध्वा राक्षस-राजानम् आनयिष्यामि रावणम्","आनयिष्यामि रावणम् वा त्रि-दिवे सीताम् न द्रक्ष्यामि कृतश्रमः बद्ध्वा राक्षस-राजानम्","यदि वा त्रिदिवे सीतां न द्रक्ष्यामि कृतश्रमः॥#बद्‍ध्वा राक्षसराजानमानयिष्यामि रावणम्।"
"सर्वथा कृत-कार्यः अहम् एष्यामि सह सीतया आनयिष्यामि वा लङ्काम् समुत्पाट्य स-रावणाम्","सर्वथा समुत्पाट्य स-रावणाम् कृत-कार्यः अहम् एष्यामि सह सीतया आनयिष्यामि वा लङ्काम्","सर्वथा कृतकार्योऽहमेष्यामि सह सीतया॥#आनयिष्यामि वा लंकां समुत्पाट्य सरावणाम्।"
"एवम् उक्त्वा तु हनुमान् वानरान् वानर-उत्तमः अथ वेगेन वेगवान् अविचारयन् सुपर्णम् इव च आत्मानम् मेने सः कपि-कुञ्जरः उत्पपात","एवम् अविचारयन् सुपर्णम् इव च आत्मानम् मेने सः कपि-कुञ्जरः उत्पपात उक्त्वा तु हनुमान् वानरान् वानर-उत्तमः अथ वेगेन वेगवान्","एवमुक्त्वा तु हनुमान् वानरो वानरोत्तमः॥#उत्पपाताथ वेगेन वेगवानविचारयन्।सुपर्णमिव चात्मानं मेने स कपिकुञ्जरः॥"
"समुत्पतति तस्मिन् तु वेगात् ते नग-रोहिणः संहृत्य विटपान् सर्वान् समुत्पेतुः समन्ततः","समुत्पतति समुत्पेतुः समन्ततः तस्मिन् तु वेगात् ते नग-रोहिणः संहृत्य विटपान् सर्वान्","समुत्पतति वेगात् तु वेगात् ते नगरोहिणः।#संहृत्य विटपान् सर्वान् समुत्पेतुः समन्ततः॥"
"सः मत्त-कोयष्टिभकान् पादपान् पुष्प-शालिनः उद्वहन् ऊरु-वेगेन जगाम विमले अम्बरे","सः मत्त-कोयष्टिभकान् पादपान् पुष्प-शालिनः उद्वहन् ऊरु-वेगेन जगाम विमले अम्बरे","स मत्तकोयष्टिभकान् पादपान् पुष्पशालिनः।#उद्वहन्नुरुवेगेन जगाम विमलेऽम्बरे॥"
"ऊरु-वेग-उद्धताः वृक्षाः मुहूर्तम् कपिम् अन्वयुः प्रस्थितम् दीर्घम् अध्वानम् स्व-बन्धुम् इव बान्धवाः","ऊरु-वेग-उद्धताः इव बान्धवाः वृक्षाः मुहूर्तम् कपिम् अन्वयुः प्रस्थितम् दीर्घम् अध्वानम् स्व-बन्धुम्","ऊरुवेगोत्थिता वृक्षा मुहूर्तं कपिमन्वयुः।#प्रस्थितं दीर्घमध्वानं स्वबन्धुमिव बान्धवाः॥"
"तम् ऊरु वेग-उन्मथिताः सालाः च अन्ये नग-उत्तमाः अनुजग्मुः हनूमन्तम् सैन्याः इव मही-पतिम्","तम् इव मही-पतिम् ऊरु वेग-उन्मथिताः सालाः च अन्ये नग-उत्तमाः अनुजग्मुः हनूमन्तम् सैन्याः","तमूरुवेगोन्मथिताः सालाश्चान्ये नगोत्तमाः।#अनुजग्मुर्हनूमन्तं सैन्या इव महीपतिम्॥"
"सु-पुष्पित-अग्रैः बहुभिः पादपैः अन्वितः कपिः हनुमान् पर्वत-आकारः बभूव अद्भुत-दर्शनः .","सु-पुष्पित-अग्रैः . बहुभिः पादपैः अन्वितः कपिः हनुमान् पर्वत-आकारः बभूव अद्भुत-दर्शनः","सुपुष्पिताग्रैर्बहुभिः पादपैरन्वितः कपिः।#हनूमान् पर्वताकारो बभूवाद्भुतदर्शनः॥"
"सारवन्तः अथ ये वृक्षाः न्यमज्जन् लवण-अम्भसि भयात् इव महा-इन्द्रस्य पर्वताः वरुण-आलये .","सारवन्तः पर्वताः वरुण-आलये . अथ ये वृक्षाः न्यमज्जन् लवण-अम्भसि भयात् इव महा-इन्द्रस्य","सारवन्तोऽथ ये वृक्षा न्यमज्जँल्लवणाम्भसि।#भयादिव महेन्द्रस्य पर्वता वरुणालये॥"
"सः नाना कुसुमैः कीर्णः कपिः स-अङ्कुर-कोरकैः शुशुभे मेघ-सम्-काशः ख-द्योतैः इव पर्वतः .","सः इव पर्वतः . नाना कुसुमैः कीर्णः कपिः स-अङ्कुर-कोरकैः शुशुभे मेघ-सम्-काशः ख-द्योतैः","स नानाकुसुमैः कीर्णः कपिः साङ्कुरकोरकैः।#शुशुभे मेघसंकाशः खद्योतैरिव पर्वतः॥"
"विमुक्ताः तस्य वेगेन मुक्त्वा पुष्पाणि ते द्रुमाः व्यवशीर्यन्त सलिले निवृत्ताः सुहृदः यथा .","विमुक्ताः निवृत्ताः सुहृदः यथा . तस्य वेगेन मुक्त्वा पुष्पाणि ते द्रुमाः व्यवशीर्यन्त सलिले","विमुक्तास्तस्य वेगेन मुक्त्वा पुष्पाणि ते द्रुमाः।#व्यवशीर्यन्त सलिले निवृत्ताः सुहृदो यथा॥"
"लघुत्वेन उपपन्नम् तत् विचित्रम् सागरे अपतत् द्रुमाणाम् विविधम् पुष्पम् कपि-वायु-समीरितम् .","लघुत्वेन कपि-वायु-समीरितम् . उपपन्नम् तत् विचित्रम् सागरे अपतत् द्रुमाणाम् विविधम् पुष्पम्","लघुत्वेनोपपन्नं तद् विचित्रं सागरेऽपतत्।#द्रुमाणां विविधं पुष्पं कपिवायुसमीरितम्॥"
"पुष्प-ओघेण सुगन्धेन नाना वर्णेन वानरः बभौ मेघः इव आकाशे विद्युत्-गण-विभूषितः","पुष्प-ओघेण विद्युत्-गण-विभूषितः सुगन्धेन नाना वर्णेन वानरः बभौ मेघः इव आकाशे","पुष्पौघेण सुगन्धेन नानावर्णेन वानरः।#बभौ मेघ इवोद्यन् वै विद्युद‍्गणविभूषितः॥"
"तस्य वेग-समाधूतैः पुष्पैः तोयम् अदृश्यत ताराभिः अभिरामाभिः उदिताभिः इव अम्बरम् .","तस्य अम्बरम् . वेग-समाधूतैः पुष्पैः तोयम् अदृश्यत ताराभिः अभिरामाभिः उदिताभिः इव","तस्य वेगसमुद्भूतैः पुष्पैस्तोयमदृश्यत।#ताराभिरिव रामाभिरुदिताभिरिवाम्बरम्॥"
"तस्य अम्बर-गतौ ददृशाते प्रसारितौ पर्वत-अग्रात् विनिष्क्रान्तौ पञ्च-आस्यौ इव पन्नगौ बाहू","तस्य बाहू अम्बर-गतौ ददृशाते प्रसारितौ पर्वत-अग्रात् विनिष्क्रान्तौ पञ्च-आस्यौ इव पन्नगौ","तस्याम्बरगतौ बाहू ददृशाते प्रसारितौ।#पर्वताग्राद् विनिष्क्रान्तौ पञ्चास्याविव पन्नगौ॥"
"पिबन् इव बभौ च अपि स-ऊर्मि-जालम् महा-अर्णवम् पिपासुः इव च आकाशम् ददृशे सः महा-कपिः .","पिबन् च आकाशम् ददृशे सः महा-कपिः . इव बभौ च अपि स-ऊर्मि-जालम् महा-अर्णवम् पिपासुः इव","पिबन्निव बभौ चापि सोर्मिजालं महार्णवम्।#पिपासुरिव चाकाशं ददृशे स महाकपिः॥"
"तस्य विद्युत्-प्रभा-आकारे वायु-मार्ग-अनुसारिणः नयने विप्रकाशेते पर्वतस्थौ इव अनलौ .","तस्य . विद्युत्-प्रभा-आकारे वायु-मार्ग-अनुसारिणः नयने विप्रकाशेते पर्वतस्थौ इव अनलौ","तस्य विद्युत्प्रभाकारे वायुमार्गानुसारिणः।#नयने विप्रकाशेते पर्वतस्थाविवानलौ॥"
"पिङ्गे पिङ्ग-अक्ष-मुख्यस्य बृहती परिमण्डले चक्षुषी सम्प्रकाशेते चन्द्र-सूर्यौ इव स्थितौ .","पिङ्गे . पिङ्ग-अक्ष-मुख्यस्य बृहती परिमण्डले चक्षुषी सम्प्रकाशेते चन्द्र-सूर्यौ इव स्थितौ","पिङ्गे पिङ्गाक्षमुख्यस्य बृहती परिमण्डले।#चक्षुषी सम्प्रकाशेते चन्द्रसूर्याविव स्थितौ॥"
"मुखम् नासिकया तस्य ताम्रया ताम्रम् आबभौ सन्ध्यया समभिस्पृष्टम् यथा स्यात् सूर्य-मण्डलम् .","मुखम् स्यात् सूर्य-मण्डलम् . नासिकया तस्य ताम्रया ताम्रम् आबभौ सन्ध्यया समभिस्पृष्टम् यथा","मुखं नासिकया तस्य ताम्रया ताम्रमाबभौ।#संध्यया समभिस्पृष्टं यथा स्यात् सूर्यमण्डलम्॥"
"लाङ्गूलम् च समाविद्धम् प्लवमानस्य शोभते अम्बरे वायु-पुत्रस्य शक्र-ध्वजः इव उच्छ्रितम् .","लाङ्गूलम् उच्छ्रितम् . च समाविद्धम् प्लवमानस्य शोभते अम्बरे वायु-पुत्रस्य शक्र-ध्वजः इव","लाङ्गूलं च समाविद्धं प्लवमानस्य शोभते।#अम्बरे वायुपुत्रस्य शक्रध्वज इवोच्छ्रितम्॥"
"लाङ्गूल-चक्रः हनुमान् शुक्ल-दंष्ट्रः अनिल-आत्मजः व्यरोचत महा-प्राज्ञः परिवेषी इव भास्करः .","लाङ्गूल-चक्रः . हनुमान् शुक्ल-दंष्ट्रः अनिल-आत्मजः व्यरोचत महा-प्राज्ञः परिवेषी इव भास्करः","लाङ्गूलचक्रो हनुमान् शुक्लदंष्ट्रोऽनिलात्मजः।#व्यरोचत महाप्राज्ञः परिवेषीव भास्करः॥"
"स्फिक्-देशेन अतिताम्रेण रराज सः महा-कपिः महता दारितेन इव गिरिः गैरिक-धातुना .","स्फिक्-देशेन गैरिक-धातुना . अतिताम्रेण रराज सः महा-कपिः महता दारितेन इव गिरिः","स्फिग्देशेनातिताम्रेण रराज स महाकपिः।#महता दारितेनेव गिरिर्गैरिकधातुना॥"
"तस्य वानर-सिंहस्य प्लवमानस्य सागरम् कक्षा-अन्तर-गतः वायुः जीमूतः इव गर्जति .","तस्य . वानर-सिंहस्य प्लवमानस्य सागरम् कक्षा-अन्तर-गतः वायुः जीमूतः इव गर्जति","तस्य वानरसिंहस्य प्लवमानस्य सागरम्।#कक्षान्तरगतो वायुर्जीमूत इव गर्जति॥"
