"padacchedah","anvaya","spart"
"प्रचक्ष्व मे गणक द्रुतम् पृथक् सङ्कलितानि एक-आदीनां नव-अन्तानां तेषां सङ्कलित-ऐक्यानि .","प्रचक्ष्व सङ्कलित-ऐक्यानि . मे गणक द्रुतम् पृथक् सङ्कलितानि एक-आदीनां नव-अन्तानां तेषां","एकादीनां नवान्तानां पृथक् सङ्कलितानि मे।# तेषां संकलितैक्यानि प्रचक्ष्व गणक द्रुतम्॥११८॥"
"द्वि-घ्न-पदं कुयुतं त्रि-विभक्तं संकलितेन हतं कृति-योगः स्यात् .; सङ्कलितस्य कृतेः समम् आद्यैः एक-अङ्क-घन-एक्यम् उदीरितम् .","द्वि-घ्न-पदं कुयुतं त्रि-विभक्तं संकलितेन हतं कृति-योगः स्यात् .; सङ्कलितस्य कृतेः समम् आद्यैः एक-अङ्क-घन-एक्यम् उदीरितम् .","द्विघ्नपदं कुयुतं त्रिविभक्तं सङ्कलितेन हतं कृतियोगः।# सङ्कलितस्य कृतेः सममेकाद्यङ्कघनैक्यमुदाहृतमाद्यैः॥११९॥"
"तेषाम् एव वर्गे-एक्यं घने-एक्यं च द्रुतं वद .; यदि कृति-संकलना-मार्गे ते मतिः कुशला अस्ति .","तेषाम् एव वर्गे-एक्यं घने-एक्यं च द्रुतं वद .; यदि कृति-संकलना-मार्गे ते मतिः कुशला अस्ति .","तेषामेव च वर्गैक्यं घनैक्यं च वद द्रुतम्।# कृतिसङ्कलनमार्गे कुशला यदि ते मतिः॥१२०॥"
"मुख-युक् वि-एक-पद-घ्न-चयः अन्त्य-धनम् स्यात् .; मुख-युक्-दलितम् तत् मध्य-धनम् स्यात् .; पद-सम्-गुणितम् तत् सर्व-धनम् स्यात् .; तत् गणितम् च उक्तम् .","मुख-युक् वि-एक-पद-घ्न-चयः अन्त्य-धनम् स्यात् .; मुख-युक्-दलितम् तत् मध्य-धनम् स्यात् .; पद-सम्-गुणितम् तत् सर्व-धनम् स्यात् .; तत् गणितम् च उक्तम् .","व्येकपदघ्नचयो मुखयुक् स्यादन्त्यधनं मुखयुग्दलितं तत्।# मध्यधनं पदसङ्गुनितं तत्सर्वधनं गणितं च तदुक्तम्॥१२९॥"
"यः आद्ये दिने द्विजेभ्यः द्रम्म-चतुष्टयम् दत्त्वा अनु-दिनम् दातुम् प्रवृत्तः .; सखे पक्षे पञ्च-चयेन कति द्रम्माः तेन दत्ताः द्राक् वद .","यः . आद्ये दिने द्विजेभ्यः द्रम्म-चतुष्टयम् दत्त्वा अनु-दिनम् दातुम् प्रवृत्तः; सखे . पक्षे पञ्च-चयेन कति द्रम्माः तेन दत्ताः द्राक् वद","आद्ये दिने द्रम्मचतुष्टयं यो दत्त्वा द्विजेभ्योऽनुदिनं प्रवृत्तः।# दातुं सखे पञ्चचयेन पक्षे द्रम्मा वद द्राक्कति तेन दत्ताः॥१२२॥"
"यत्र आदिः सप्त भवति .; चयः पञ्च भवति .; गच्छाः अष्टौ भवन्ति .; तत्र मे वद मध्य-अन्त्य-धन-सङ्ख्ये के सर्व-धनम् च किम् .","यत्र आदिः सप्त भवति .; चयः पञ्च भवति .; गच्छाः अष्टौ भवन्ति .; तत्र मे वद मध्य-अन्त्य-धन-सङ्ख्ये के सर्व-धनम् च किम् .","आदिः सप्त चयः पञ्च गच्छोऽष्टौ यत्र तत्र मे।# मध्यान्त्यधनसङ्ख्ये के वद सर्वधनं च किम्॥१२३॥"
"गच्छ-हृते वि-एक-पद-घ्न-चय-अर्ध-वि-हीने गणिते वदनम् स्यात् .","गच्छ-हृते वि-एक-पद-घ्न-चय-अर्ध-वि-हीने गणिते वदनम् स्यात् .","गच्छहृते गणिते वदनं स्याद्व्येकपदघ्नचयार्धविहीने॥१२४॥"
"श्रेढी-फलम् पञ्च-अधिकम् शतम् वयम् विद्मः .; पदम् सप्त किल भवति .; चयम् त्रयम् भवति .; नन्दन वदनम् वद .","श्रेढी-फलम् पञ्च-अधिकम् शतम् वयम् विद्मः .; पदम् सप्त किल भवति .; चयम् त्रयम् भवति .; नन्दन वदनम् वद .","पञ्चाधिकं शतं श्रेढीफलं सप्त पदं किल।# चयं त्रयं वयं विद्मो वदनं वद नन्दन॥१२५॥"
"वि-एक-पद-अर्ध-हृतम् गच्छ-हृतम् आदि-विहीनम् च धनम् स्यात् चयः .","वि-एक-पद-अर्ध-हृतम् गच्छ-हृतम् आदि-विहीनम् च धनम् स्यात् चयः .","गच्छहृतं धनमादिविहीनं व्येकपदार्थहृतं च चयः स्यात्॥१२६॥"
"यः जन-ईशः प्रथमम् अह्ना योजने अगमत् .; अरि-करि-हरण-अर्थम् सप्त-रात्रेण योजनानाम् अशीत्या रिपु-नगरम् अवाप्तः .; ननु धीमन् तदनु असौ कया अध्व-वृद्ध्या यातः इति ब्रूहि .","यः जन-ईशः प्रथमम् अह्ना योजने अगमत् .; अरि-करि-हरण-अर्थम् सप्त-रात्रेण योजनानाम् अशीत्या रिपु-नगरम् अवाप्तः .; ननु . धीमन् तदनु असौ कया अध्व-वृद्ध्या यातः इति ब्रूहि","प्रथममगमदह्ना योजने यो जनेशस्तदनु ननु कयाऽसौ ब्रूहि यातोऽध्ववृद्ध्या।# अरिकरिहरणार्थं योजनानामशीत्या रिपुनगरमवाप्तः सप्तरात्रेण धीमन्॥१२७॥"
"उत्तर-लोचन-घ्नात् चय-अर्ध-वक्त्र-अन्तर-वर्ग-युक्तात् श्रेढी-फलात् मूलम् गृह्णाति .; आचार्याः मुख-ऊनम् चय-खण्ड-युक्तम् चय-उद्धृतम् मूलम् गच्छम् उदाहरन्ति .","उत्तर-लोचन-घ्नात् चय-अर्ध-वक्त्र-अन्तर-वर्ग-युक्तात् श्रेढी-फलात् मूलम् गृह्णाति .; आचार्याः मुख-ऊनम् चय-खण्ड-युक्तम् चय-उद्धृतम् मूलम् गच्छम् उदाहरन्ति .","श्रेढीफलादुत्तरलोचनघ्नाच्चयार्धवक्त्रान्तरवर्गयुक्तात्।# मूलं मुखोनं चयखण्डयुक्तं चयोद्धृतं गच्छमुदाहरन्ति॥१२८॥"
"यः प्रथमे अह्नि द्रम्म-त्रयम् दत्त्वा द्वि-चयेन दातुम् प्रवृत्तः .; तेन षष्ठि-अधिकम् शत-त्रयम् कियद्भिः दिवसैः दत्तम् इति आशु वद .","यः प्रथमे अह्नि द्रम्म-त्रयम् दत्त्वा द्वि-चयेन दातुम् प्रवृत्तः .; तेन . षष्ठि-अधिकम् शत-त्रयम् कियद्भिः दिवसैः दत्तम् इति आशु वद","द्रम्मत्रयं यः प्रथमेऽह्नि दत्त्वा दातुं प्रवृत्तो द्विचयेन तेन।# शतत्रयं षष्ट्यधिकं द्विजेभ्यो दत्तं कियद्भिर्दिवसैर्वदाऽऽशु॥१२९॥"
"विषमे गच्छे वि-एके कृते गुणकः स्थाप्यः .; समे अर्धिते वर्गः स्थाप्यः भवति .; एवम् गच्छ-क्षय-अन्तम् कुर्यात् .; अन्त्यात् यत् गुण-वर्ग-जम् फलम् व्यस्तम् .; गुण-उत्तरे वि-एकम् वि-एक-गुण-उद्धृतम् तत् गणितम् स्यात् आदि-गुणम्","विषमे गच्छे वि-एके कृते गुणकः स्थाप्यः .; समे अर्धिते वर्गः स्थाप्यः भवति .; एवम् गच्छ-क्षय-अन्तम् कुर्यात् .; अन्त्यात् यत् गुण-वर्ग-जम् फलम् व्यस्तम् .; गुण-उत्तरे वि-एकम् वि-एक-गुण-उद्धृतम् तत् गणितम् स्यात् आदि-गुणम्","विषमे गच्छे व्येके गुणकः स्थाप्यः समेऽर्धिते वर्गः।# गच्छक्षयान्तमन्त्याद्व्यस्तं गुणवर्गजं फलं यत्तत्।# व्येकं व्येकगुणोद्धृतमादिगुणं स्याद्गुणोत्तरे गणितम्॥१३०॥"
"येन वराटक-युगम् अर्थि-जनाय दत्त्वा प्रति-अहम् द्वि-गुण-उत्तरम् प्रतिज्ञातम् .; सः मासे कति निष्कान् ददाति .","येन वराटक-युगम् अर्थि-जनाय दत्त्वा प्रति-अहम् द्वि-गुण-उत्तरम् प्रतिज्ञातम् .; सः मासे कति निष्कान् ददाति .","पूर्वं वराटकयुगं येन द्विगुणोत्तरं प्रतिज्ञातम्।# प्रत्यहमर्थिजनाय स मासे निष्कान्ददाति कति॥१३१॥"
"यत्र आदिः द्विकम् भवति .; प्रति-अहम् द्वि-गुण-उत्तरा वृद्धिः भवति .; गच्छः सप्त-दिनम् भवति .; तत्र गणितम् किम् भवति इति वद .","यत्र आदिः द्विकम् भवति .; प्रति-अहम् द्वि-गुण-उत्तरा वृद्धिः भवति .; गच्छः सप्त-दिनम् भवति .; तत्र गणितम् किम् भवति इति वद .","आदिर्द्विकं सखे वृद्धिः प्रत्यहं त्रिगुणोत्तरा।# गच्छः सप्तदिनं यत्र गणितं तत्र किं वद॥१३२॥"
"द्वि-गुणे चये पाद-अक्षर-मित-गच्छे च यद् गुण-वर्ग-फलम् भवति .; सा भवति सम-वृत्तानाम् सङ्ख्या .; स्व-स्व-पद-ऊनौ वर्ग-वर्गः तत्-वर्गः च विषमाणाम् अर्ध-समानाम् च सङ्ख्ये स्याताम् .","द्वि-गुणे चये पाद-अक्षर-मित-गच्छे च यद् गुण-वर्ग-फलम् भवति .; सा भवति सम-वृत्तानाम् सङ्ख्या .; स्व-स्व-पद-ऊनौ . वर्ग-वर्गः तत्-वर्गः च विषमाणाम् अर्ध-समानाम् च सङ्ख्ये स्याताम्","पादाक्षरमितगच्छे गुणवर्गफलं चये द्विगुणे।# समवृत्तानां सङ्ख्या तद्वर्गो वर्गवर्गश्च।# स्वस्वपदोनौ स्यातामर्धसमानां च विषमाणाम्॥१३३॥"
"अनुष्टुप्-छन्दसि विषमाणाम् समानाम् वृत्तानाम् अर्ध-तुल्यानाम् च पृथक् पृथक् सङ्ख्याम् द्रुतम् वद .","अनुष्टुप्-छन्दसि द्रुतम् वद . विषमाणाम् समानाम् वृत्तानाम् अर्ध-तुल्यानाम् च पृथक् पृथक् सङ्ख्याम्","समानामर्धतुल्यानां विषमाणां पृथक् पृथक्।# वृत्तानां वद मे सङ्ख्यामनुष्टुप्छन्दसि द्रुतम्॥१३४॥"
"","","लीलागललुलल्लोलकालव्यालविलासिने।#गणेशाय नमो नीलकमलामलकान्तये॥९॥"
"","","एकदशशतसहस्त्रायुतलक्षप्रयुतकोटयः क्रमशः ॥#अर्बुदमब्जं खर्वनिखर्वमहापद्मशङ्कवस्तस्मात्॥१०॥#जलधिश्चान्त्यं मध्यं परार्धमिति दशगुणोत्तराः संज्ञाः॥#संख्यायाः स्थानानां व्यवहारार्थं कृताः पूर्वैः॥११॥"
"","","कार्य क्रमादुत्क्रमतोऽथवाऽङ्कयोगो यथास्थानकमन्तरं वा॥१२॥"
"","","अये बाले लीलावति मतिमति ब्रूहि सहितान्#द्विपञ्चद्वात्रिंशन्त्रिनवतिशताऽष्टादशदश॥शतोपेतानेतानयुतवियुतांश्चापि वद मे#यदि व्यक्ते युक्तिव्यवकलनमार्गेऽसि कुशला॥१३॥"
"","","गुण्यान्त्यमंङ्कं गुणकेन हन्यादुत्सारितेनैवमुपान्तिमादीन्।#गुण्यस्त्वधोऽधो गुणखण्डतुल्यस्तैः खण्डकैः सङ्गुणितो युतो वा॥१४॥"
"","","भक्तो गुणः शुध्यति येन तेन लब्ध्या च गुण्यो गुणितः फलं वा।#द्विधा भवेद्रूपविभाग एवं स्थानैः पृथग्वा गुणितः समेतः॥१५॥"
"","","इष्टोनयुक्तेन गुणेन निघ्नोऽभीष्टघ्नगुण्यान्वितवर्जितो वा॥१६॥"
"","","बाले बालकुरङ्गलोलनयने लीलावति प्रोच्यतां#पञ्चत्र्येकमिता दिवाकरगुणा अङ्काः कति स्युर्यदि।#रुपस्थानविभागखण्डगुणने कल्पाऽसि कल्याणिनि#च्छिन्नास्तेन गुणेन ते च गुणिता जाताः कति स्युर्वद॥१७॥"
"","","भाज्याध्दरः शुध्यति यद्गुणः स्यादन्त्यात्फलं तत्खलु भागहारे#समेन केनाप्यपवर्त्य हारभाज्यौ भजेद्वा सति सम्भवे तु॥१८॥"
"",""," बृंहयेद्व्याधिभैषज्यमद्यस्त्रीशोककर्शितान्।# भाराध्वोरःक्षतक्षीणरूक्षदुर्बलवातलान्॥८॥#गर्भिणीसूतिकाबालवृद्धान् ग्रीष्मेऽपरानपि।"
"परे; अथ अन्त्य-तथा अन्त्यम् वर्गः सम-स्थाप्यः त्यक्त्वा द्वि-घातः कृतिः . अङ्काः राशिम् उच्यते द्वि-उत्सार्य गुण-अन्त्य-निघ्नाः . स्व-पुनः स्व-उपरिष्टात् च च स्थाप्याः . कुर्यात् .","परे; अथ अन्त्य-तथा अन्त्यम् वर्गः सम-स्थाप्यः त्यक्त्वा द्वि-घातः कृतिः . अङ्काः राशिम् उच्यते द्वि-उत्सार्य गुण-अन्त्य-निघ्नाः . स्व-पुनः स्व-उपरिष्टात् च च स्थाप्याः . कुर्यात् .","समद्विघातः कृतिरुच्यतेऽथ स्थाप्योऽन्त्यवर्गो द्विगुणान्त्यनिघ्नाः।#स्वस्वोपरिष्टाच्च तथाऽपरेऽङ्कास्त्यक्त्वाऽन्त्यमुत्सार्य पुनश्च राशिम्॥१९॥"
"वा ख्ण्ड-द्वयस्य अभिहतिः द्वि-निघ्नी तत्-खण्ड-वर्ग-ऐक्य-युता कृतिः स्यात् .; वा इष्ट-ऊन-युग्-राशि-वधः इष्टस्य वर्गेण समन्वितः कृतिः स्यात् .","वा ख्ण्ड-द्वयस्य अभिहतिः द्वि-निघ्नी तत्-खण्ड-वर्ग-ऐक्य-युता कृतिः स्यात् .; वा इष्ट-ऊन-युग्-राशि-वधः इष्टस्य वर्गेण समन्वितः कृतिः स्यात् .","खण्डद्वयस्याभिहतिर्निघ्नी तत्खण्डैक्ययुता कृतिर्वा ।#इष्टोनयुग्राशिवधः कृतिः स्यादिष्टस्य वर्गेण समन्वितो वा॥२०॥"
"सखे वर्ग-विधान-मार्गम् त्वम् जानासि चेत् नवानाम् वर्गम् ब्रूहि .; चतुर्दशानाम् वर्गम् ब्रूहि .; त्रि-हीनस्य शत-त्रयस्य वर्गम् ब्रूहि .","सखे वर्ग-विधान-मार्गम् त्वम् जानासि चेत् नवानाम् वर्गम् ब्रूहि .; चतुर्दशानाम् वर्गम् ब्रूहि .; त्रि-हीनस्य शत-त्रयस्य वर्गम् ब्रूहि ."," सखे नवानां च चतुर्दशानां ब्रूहि त्रिहीनस्य शतत्रयस्य।# पञ्चोत्तरस्याप्ययुतस्य वर्गं जानासि चेद्वर्गविधानमार्गम्॥२१॥"
"अन्त्यात् विषमात् कृतिम् त्यक्त्वा मूलम् द्वि-गुणयेत् .; समे तत्-हृते तत् लब्ध-कृतिम् आद्य-विषमात् त्यक्त्वा लब्धम् द्वि-निघ्नम् पंक्त्याम् न्यसेत् .; समे पंक्ति-हृते आप्त-वर्गम् त्यक्त्वा तत् द्वि-गुणम् फलम् पंक्त्याम् न्यसेत् .; इति मुहुः पंक्तेः दलम् पदम् स्यात् .","अन्त्यात् विषमात् कृतिम् त्यक्त्वा मूलम् द्वि-गुणयेत् .; समे न्यसेत् . तत्-हृते तत् लब्ध-कृतिम् आद्य-विषमात् त्यक्त्वा लब्धम् द्वि-निघ्नम् पंक्त्याम्; समे . पंक्ति-हृते आप्त-वर्गम् त्यक्त्वा तत् द्वि-गुणम् फलम् पंक्त्याम् न्यसेत्; इति मुहुः पंक्तेः दलम् पदम् स्यात् .","त्यक्त्वाऽन्त्याद्विषमात्कृतिम् द्विगुणयेन्मूलं समे तद्धृते त्यक्त्वा लब्धकृतिं तदाद्यविषमाल्लब्धं द्विनिघ्नं न्यसेत्।# पङ्त्यां पङ्तिहृते समेऽन्यविषमात्त्यक्त्वाऽऽप्तवर्गं फलं पङ्त्यां तद्द्विगुणं न्यसेदिति मुहुः पङ्तेर्दलं स्यात्पदम्॥२२॥"
"सखे यदि अत्र ते बुद्धेः विवृद्धिः जाता चतुर्णाम् नवानाम् च मूलम् विद्धि .; तथा पूर्वम् कृतानाम् कृतीनाम् च वर्ग-पदानि पृथक् पृथक् विद्धि .","सखे च मूलम् विद्धि . यदि अत्र ते बुद्धेः विवृद्धिः जाता चतुर्णाम् नवानाम्; तथा . पूर्वम् कृतानाम् कृतीनाम् च वर्ग-पदानि पृथक् पृथक् विद्धि","मूलं चतुर्णां च तथा नवानां पूर्वं कृतानां च सखे कृतीनाम्।# पृथक्पृथग्वर्गपदानि विद्धि बुद्धेर्विवृद्धिर्यदि तेऽत्र जाता॥२३॥"
"सम-त्रि-घातः च घनः प्रदिष्टः .; अन्त्यस्य घनः स्थाप्यः .; ततः आदि-त्रि-निघ्नः अन्त्य-वर्गः स्थाप्यः .; ततः त्रि-अन्त्य-आहतः आदि-वर्गः स्थाप्यः .; अथ आदि-घनः च स्थाप्यः .; सर्वे स्थान-अन्तरत्वेन युताः घनः स्यात् .","सम-त्रि-घातः च घनः प्रदिष्टः .; अन्त्यस्य घनः स्थाप्यः .; ततः आदि-त्रि-निघ्नः अन्त्य-वर्गः स्थाप्यः .; ततः त्रि-अन्त्य-आहतः आदि-वर्गः स्थाप्यः .; अथ आदि-घनः च स्थाप्यः .; सर्वे स्थान-अन्तरत्वेन युताः घनः स्यात् .","समत्रिघातश्च घनः प्रदिष्टः स्थाप्यो घनोऽन्त्यस्य ततोऽन्त्यवर्गः।# आदित्रिनिघ्नस्तत आदिवर्गस्त्र्यन्त्याहतोऽथादिघनश्च सर्वे ॥२४॥"
"ततः तत्-खण्ड-युगम् अन्त्यम् प्रकल्प्य एषः विधिः मुहुः कार्यः .; वर्ग-घन-प्रसिद्धौ एषः विधिः आदि-अङ्कतः कार्यः .","ततः तत्-खण्ड-युगम् अन्त्यम् प्रकल्प्य एषः विधिः मुहुः कार्यः .; वर्ग-घन-प्रसिद्धौ एषः विधिः आदि-अङ्कतः कार्यः ."," स्थानान्तरत्वेन युता घनः स्यात्प्रकल्प्य तत्खण्डयुगं ततोऽन्त्यम् ।#एवं मुहुर्वर्गघनप्रसिद्धावाद्याङ्कतो वा विधिरेष कार्यः ॥२५॥"
"खण्डाभ्याम् हतः त्रि-घ्नः राशिः ख्ण्ड-घन-ऐक्य-युक् वा स्यात् .; स्व-घ्नः वर्ग-मूल-घनः वर्ग-राशेः घनः भवेत् .","खण्डाभ्याम् हतः त्रि-घ्नः राशिः ख्ण्ड-घन-ऐक्य-युक् वा स्यात् .; स्व-घ्नः वर्ग-मूल-घनः वर्ग-राशेः घनः भवेत् .","खण्डाभ्यां वाहतो राशित्रिघ्नः खण्डघनैक्ययुक्।# वर्गमूलघनः स्वघ्नो वर्गराशेर्घनो भवेत् ॥२६॥"
"सखे घने भवतः मतिः घना अस्ति तथा नव-घनम् त्रि-घनस्य घनम् पञ्च-घनस्य घनम् च मे कथय .; ततः घन-पदम् च मे कथय .","सखे घनम् पञ्च-घनस्य घनम् च मे कथय . घने भवतः मतिः घना अस्ति तथा नव-घनम् त्रि-घनस्य; ततः घन-पदम् च मे कथय ."," नवघनं त्रिघनस्य घनं तथा कथय पञ्चघनस्य घनं च मे।# घनपदं च ततोऽपि घनात्सखे यदि घनेऽस्ति घना भवतो मतिः॥२७॥"
