anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
6.1	jaGAna	7.1	jaGAna	han1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}/han1{karwari;lit;u;eka;parasmEpaxI;axAxiH	han1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,7.1;sakarmaka	-	1	01	001	aRtAfgahqxayam	-	-
7.1	yaH	1.1	(yaH)	yax{sarvanAma;puM;1;eka	yax{sarvanAma;puM;1;eka}	karwA,6.1	viSeRaNam,5.5#karwA,6.1	1	01	001	aRtAfgahqxayam	-	-
8.1	.	8.1	.	-	-	-	-	1	01	001	aRtAfgahqxayam	-	-
1.1	a-	2.1	a-pUrva-vExyAya	a	a	aswyarWa-maXyamapaxalopI(naF)-bahuvrIhiH,1.2	aswyarWa-maXyamapaxalopI(naF)-bahuvrIhiH,1.2	2	01	001	aRtAfgahqxayam	-	-
1.2	pUrva-	2.2	--	pUrva	pUrva	karmaXArayaH,1.3	karmaXArayaH,1.3	2	01	001	aRtAfgahqxayam	-	-
1.3	vExyAya	2.3	--	vExya{puM;4;eka}/vExya{napuM;4;eka	vExya{puM;4;eka}	prayojanam,3.1	viSeRaNam,4.1#prayojanam1,3.1#prayojanam1,2.1#prayojanam,3.1	2	01	001	aRtAfgahqxayam	-	-
2.1	namaH	3.1	namaH	namaH{avya	namaH{avya}	karwA,3.1	karwA,3.1#sambanXa_upa,3.1	2	01	001	aRtAfgahqxayam	-	-
3.1	aswu	4.1	aswu	aswu{avya}/as2{karwari;lot;pra;eka;parasmEpaxI;axAxiH	as2{karwari;lot;pra;eka;parasmEpaxI;axAxiH}	-	-	2	01	001	aRtAfgahqxayam	-	-
4.1	wasmE	1.1	wasmE	wax{sarvanAma;puM;4;eka}/wax{sarvanAma;napuM;4;eka	wax{sarvanAma;puM;4;eka}	viSeRaNam,1.3	viSeRaNam,1.3#prayojanam1,3.1	2	01	001	aRtAfgahqxayam	-	-
5.1	.	5.1	.	-	-	-	-	2	01	001	aRtAfgahqxayam	-	-
1.1	aWa	1.1	aWa	aWa{avya	aWa{avya}	kAlAXikaraNam,5.1	sambanXaH,5.1#sambanXaH,4.1#sambanXaH,4.1#kAlAXikaraNam,5.1	1	01	001_1	aRtAfgahqxayam	-	-
2.1	awaH	2.1	awaH	awaH{avya	awaH{avya}	sambanXaH,5.1	sambanXaH,5.1#sambanXaH,4.1#kArya_xyowakaH,5.1#kArya_xyowakaH,4.1	1	01	001_1	aRtAfgahqxayam	-	-
3.1	AyuRkAmIyam	3.1	AyuRkAmIyam	AyuRkAmIya{puM;2;eka	AyuRkAmIya{puM;2;eka}	viSeRaNam,4.1	viSeRaNam,4.1	1	01	001_1	aRtAfgahqxayam	-	-
4.1	aXyAyam	4.1	aXyAyam	XyE1{karwari;laf;u;eka;parasmEpaxI;BvAxiH}/aXyAya{puM;2;eka(aXi_i4;GaF;axAxiH)	aXyAya{puM;2;eka(aXi_i4;GaF;axAxiH)}	karma,5.1	karma,5.1	1	01	001_1	aRtAfgahqxayam	-	-
5.1	vyAKyAsyAmaH	5.1	vyAKyAsyAmaH	vi_Af_KyA1{karwari;lqt;u;bahu;parasmEpaxI;axAxiH}/vi_Af_cakR1{karwari{lqt;u;bahu;AwmanepaxI;axAxiH	vi_Af_KyA1{karwari;lqt;u;bahu;parasmEpaxI;axAxiH}	-	-	1	01	001_1	aRtAfgahqxayam	-	-
6.1	.	6.1	.	-	-	-	-	1	01	001_1	aRtAfgahqxayam	-	-
1.1	iwi	3.1	iwi	iwi{avya	iwi{avya}	sambanXaH,4.1	karma,5.2#karma,4.1#sambanXaH,4.1	1	01	001_2	aRtAfgahqxayam	-	-
2.1	ha	4.1	ha	ha{avya	ha{avya}	sambanXaH,1.1	sambanXaH,1.1	1	01	001_2	aRtAfgahqxayam	-	-
3.1	sma	6.1	sma	sma{avya	sma{avya}	sambanXaH,4.1	sambanXaH,5.2#sambanXaH,4.1	1	01	001_2	aRtAfgahqxayam	-	-
4.1	AhuH	5.1	AhuH	brU1{karwari;lat;pra;bahu;parasmEpaxI;axAxiH	brU1{karwari;lat;pra;bahu;parasmEpaxI;axAxiH}	aBihiwa_karwA,5.2;sakarmaka	-	1	01	001_2	aRtAfgahqxayam	-	-
5.1	Awreya-	2.1	Awreya-AxayaH	Awreya	Awreya	bahuvrIhiH,5.2	bahuvrIhiH,5.2	1	01	001_2	aRtAfgahqxayam	-	-
5.2	AxayaH	2.2	--	Axi{puM;1;bahu}/Axi{swrI;1;bahu}/ax2{Nijanwa;karwari;laf;ma;eka;parasmEpaxI;axAxiH}/Axi{puM;8;bahu}/Axi{swrI;8;bahu	Axi{puM;1;bahu}	karwA,4.1	viSeRaNam,6.2#karwA,4.1	1	01	001_2	aRtAfgahqxayam	-	-
6.1	mahA-	1.1	mahA-qRayaH	mahaw	mahaw	karmaXArayaH,6.2	karmaXArayaH,6.2	1	01	001_2	aRtAfgahqxayam	-	-
6.2	qRayaH	1.2	--	qRi{puM;1;bahu}/qRi{puM;8;bahu	qRi{puM;1;bahu}	viSeRaNam,5.2	viSeRaNam,5.2#karwA,4.1	1	01	001_2	aRtAfgahqxayam	-	-
7.1	.	7.1	.	-	-	-	-	1	01	001_2	aRtAfgahqxayam	-	-
1.1	AyuH	2.1	AyuH	Ayus{napuM;1;eka}/Ayus{napuM;2;eka}/Af_yA1{karwari{laf;pra;bahu;parasmEpaxI;axAxiH}/Ayus{napuM;8;eka	Ayus{napuM;2;eka}	karma,2.1	karma,2.1	1	01	002	aRtAfgahqxayam	-	-
2.1	kAmayamAnena	3.1	kAmayamAnena	kAmayamAna{puM;3;eka(kam1;SAnac_lat;karwari;BvAxiH)}/kAmayamAna{napuM;3;eka(kam1;SAnac_lat;karwari;BvAxiH)}/kAmayamAna{puM;3;eka(kam1;karwari;SAnac_lat;BvAxiH)	kAmayamAna{puM;3;eka(kam1;karwari;SAnac_lat;BvAxiH)}	karwA,5.1	karaNam,1.1#hewuH,4.3#hewuH,1.1#karwA,5.1	1	01	002	aRtAfgahqxayam	-	-
3.1	Xarma-	1.1	Xarma-arWa-suKa-sAXanam	Xarma	Xarma	xvanxvaH,3.3	xvanxvaH,3.3	1	01	002	aRtAfgahqxayam	-	-
3.2	arWa-	1.2	--	arWa	arWa	xvanxvaH,3.3	xvanxvaH,3.3	1	01	002	aRtAfgahqxayam	-	-
3.3	suKa-	1.3	--	suKa	suKa	RaRTI-wawpuruRaH,3.4	RaRTI-wawpuruRaH,3.4	1	01	002	aRtAfgahqxayam	-	-
3.4	sAXanam	1.4	--	sAXana{napuM;1;eka}/sAXana{napuM;2;eka}/sAXana{puM;2;eka	sAXana{napuM;2;eka}	viSeRaNam,1.1	karma,2.1#viSeRaNam,1.1	1	01	002	aRtAfgahqxayam	-	-
4.1	AyuH-	4.1	AyuH-vexa-upaxeSeRu	Ayus	Ayus	RaRTI-wawpuruRaH,4.2	RaRTI-wawpuruRaH,4.2	1	01	002	aRtAfgahqxayam	-	-
4.2	vexa-	4.2	--	vexa	vexa	RaRTI-wawpuruRaH,4.3	RaRTI-wawpuruRaH,4.3	1	01	002	aRtAfgahqxayam	-	-
4.3	upaxeSeRu	4.3	--	upaxeSa{puM;7;bahu(upa_xiS1;GaF;wuxAxiH)}/upaxeSa{napuM;7;bahu	upaxeSa{puM;7;bahu(upa_xiS1;GaF;wuxAxiH)}	aXikaraNam,5.1	aXikaraNam,2.1#aXikaraNam,1.1#aXikaraNam,5.1	1	01	002	aRtAfgahqxayam	-	-
5.1	viXeyaH	6.1	viXeyaH	viXeya{puM;1;eka}#viXeya{puM;1;eka(vi_XA;yaw)	viXeya{puM;1;eka(vi_XA;yaw)}	-	-	1	01	002	aRtAfgahqxayam	-	-
6.1	parama-	5.1	parama-AxaraH	parama	parama	karmaXArayaH,6.2	karmaXArayaH,6.2	1	01	002	aRtAfgahqxayam	-	-
6.2	AxaraH	5.2	--	Axara{puM;1;eka	Axara{puM;1;eka}	karma,5.1	viSeRaNam,5.1#karma,5.1	1	01	002	aRtAfgahqxayam	-	-
7.1	.	7.1	.	-	-	-	-	1	01	002	aRtAfgahqxayam	-	-
1.1	brahmA	1.1	brahmA	brahman{puM;1;eka	brahman{puM;1;eka}	prayojakakarwA,6.1;karwA,2.1	prayojakakarwA,6.1;karwA,2.1	1	01	003-004_1	aRtAfgahqxayam	-	-
2.1	smqwvA	4.1	smqwvA	smq1{avya;kwvA;BvAxiH	smq1{avya;kwvA;BvAxiH}	pUrvakAlaH,6.1	pUrvakAlaH,6.1	1	01	003-004_1	aRtAfgahqxayam	-	-
3.1	AyuRaH	2.1	AyuRaH	Ayus{napuM;5;eka}/Ayus{napuM;6;eka	Ayus{napuM;6;eka}	RaRTIsambanXaH,4.1	RaRTIsambanXaH,5.1#RaRTIsambanXaH,4.1#RaRTIsambanXaH,1.1#hewuH5,6.1#hewuH5,2.1#apAxAnam,6.1	1	01	003-004_1	aRtAfgahqxayam	-	-
4.1	vexam	3.1	vexam	vexa{puM;2;eka	vexa{puM;2;eka}	karma,2.1	karma,6.1#karma,2.1	1	01	003-004_1	aRtAfgahqxayam	-	-
5.1	prajApawim	5.1	prajApawim	prajApawi{puM;2;eka	prajApawi{puM;2;eka}	prayojyakarwA,6.1	karma,6.1#karma,2.1#prayojyakarwA,6.1	1	01	003-004_1	aRtAfgahqxayam	-	-
6.1	ajigrahaw	6.1	ajigrahaw	grah1{Nic;karwari;luf;pra;eka;parasmEpaxI;kryAxiH	grah1{Nic;karwari;luf;pra;eka;parasmEpaxI;kryAxiH}	aBihiwa_karwA,1.1;sakarmaka	-	1	01	003-004_1	aRtAfgahqxayam	-	-
7.1	.	7.1	.	-	-	-	-	1	01	003-004_1	aRtAfgahqxayam	-	-
1.1	saH	1.1	saH	wax{sarvanAma;puM;1;eka	wax{sarvanAma;puM;1;eka}	prayojakakarwA,3.1	prayojakakarwA,3.1	2	01	003-004_1	aRtAfgahqxayam	-	-
2.1	aSvinO	2.1	aSvinO	aSvin{puM;1;xvi}/aSvin{puM;2;xvi}/aSvin{puM;8;xvi	aSvin{puM;2;xvi}	prayojyakarwA,3.1	karma,3.1#prayojyakarwA,3.1	2	01	003-004_1	aRtAfgahqxayam	-	-
3.1	(ajigrahaw)	3.1	(ajigrahaw)	grah1{Nic;karwari;luf;pra;eka;parasmEpaxI;kryAxiH	grah1{Nic;karwari;luf;pra;eka;parasmEpaxI;kryAxiH}	aBihiwa_karwA,1.1;sakarmaka	-	2	01	003-004_1	aRtAfgahqxayam	-	-
4.1	.	4.1	.	-	-	-	-	2	01	003-004_1	aRtAfgahqxayam	-	-
1.1	wO	1.1	wO	wax{sarvanAma;puM;1;xvi}/wax{sarvanAma;puM;2;xvi	wax{sarvanAma;puM;1;xvi}	prayojakakarwA,3.1	karma,3.1#prayojakakarwA,3.1	3	01	003-004_1	aRtAfgahqxayam	-	-
2.1	sahasra-	2.1	sahasra-akRam	sahasra	sahasra	RaRTyarWa-bahuvrIhiH,2.2	RaRTyarWa-bahuvrIhiH,2.2	3	01	003-004_1	aRtAfgahqxayam	-	-
2.2	akRam	2.2	--	akRa{puM;2;eka}/akRa{napuM;1;eka}/akRa{napuM;2;eka	akRa{puM;2;eka}	prayojyakarwA,3.1	karma,3.1#prayojyakarwA,3.1	3	01	003-004_1	aRtAfgahqxayam	-	-
3.1	(ajigrahawAm)	3.1	(ajigrahawAm)	grah1{Nic;karwari;luf;pra;xvi;parasmEpaxI;kryAxiH	grah1{Nic;karwari;luf;pra;xvi;parasmEpaxI;kryAxiH}	aBihiwa_karwA,1.1;sakarmaka	-	3	01	003-004_1	aRtAfgahqxayam	-	-
4.1	.	4.1	.	-	-	-	-	3	01	003-004_1	aRtAfgahqxayam	-	-
1.1	saH	1.1	saH	wax{sarvanAma;puM;1;eka	wax{sarvanAma;puM;1;eka}	prayojakakarwA,4.1	prayojakakarwA,4.1	4	01	003-004_1	aRtAfgahqxayam	-	-
2.1	awri-	2.1	awri-puwra-AxikAn	awri	awri	RaRTI-wawpuruRaH,2.2	RaRTI-wawpuruRaH,2.2	4	01	003-004_1	aRtAfgahqxayam	-	-
2.2	puwra-	2.2	--	puwra	puwra	bahuvrIhiH,2.3	bahuvrIhiH,2.3	4	01	003-004_1	aRtAfgahqxayam	-	-
2.3	AxikAn	2.3	--	Axika{puM;2;bahu	Axika{puM;2;bahu}	prayojyakarwA,4.1	viSeRaNam,3.1#karma,4.1#prayojyakarwA,4.1	4	01	003-004_1	aRtAfgahqxayam	-	-
3.1	munIn	3.1	munIn	muni{puM;2;bahu	muni{puM;2;bahu}	viSeRaNam,2.3	karma,4.1#viSeRaNam,2.3	4	01	003-004_1	aRtAfgahqxayam	-	-
4.1	(ajigrahaw)	4.1	(ajigrahaw)	grah1{Nic;karwari;luf;paeka;parasmEpaxI;kryAxiH	grah1{Nic;karwari;luf;pra;eka;parasmEpaxI;kryAxiH}	aBihiwa_karwA,1.1;sakarmaka	-	4	01	003-004_1	aRtAfgahqxayam	-	-
5.1	.	5.1	.	-	-	-	-	4	01	003-004_1	aRtAfgahqxayam	-	-
1.1	we	1.1	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;6;eka}/yuRmax{sarvanAma;4;eka	wax{sarvanAma;puM;1;bahu}	prayojakakarwA,3.1	prayojanam1,3.1#karma,3.1#prayojakakarwA,3.1	5	01	003-004_1	aRtAfgahqxayam	-	-
2.1	agniveSa-	2.1	agniveSa-AxikAn	agniveSa	agniveSa	bahuvrIhiH,2.2	bahuvrIhiH,2.2	5	01	003-004_1	aRtAfgahqxayam	-	-
2.2	AxikAn	2.2	--	Axika{puM;2;bahu	Axika{puM;2;bahu}	prayojyakarwA,3.1	karma,3.1#prayojyakarwA,3.1	5	01	003-004_1	aRtAfgahqxayam	-	-
3.1	(ajigrahan)	3.1	(ajigrahan)	grah1{Nic;karwari;luf;pra;bahu;parasmEpaxI;kryAxiH	grah1{Nic;karwari;luf;pra;bahu;parasmEpaxI;kryAxiH}	-	-	5	01	003-004_1	aRtAfgahqxayam	-	-
4.1	.	4.1	.	-	-	-	-	5	01	003-004_1	aRtAfgahqxayam	-	-
1.1	we	1.1	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;6;eka}/yuRmax{sarvanAma;4;eka	wax{sarvanAma;puM;1;bahu}	karwA,5.1	prayojanam1,5.1#RaRTIsambanXaH,4.1#karma,5.1#karwA,5.1	6	01	003-004_1	aRtAfgahqxayam	-	-
2.1	wu	2.1	wu	wu{avya	wu{avya}	sambanXaH,1.1	sambanXaH,1.1	6	01	003-004_1	aRtAfgahqxayam	-	-
3.1	pqWak	3.1	pqWak	pqWak{avya	pqWak{avya}	kriyAviSeRaNam,5.1	kriyAviSeRaNam,5.1	6	01	003-004_1	aRtAfgahqxayam	-	-
4.1	wanwrANi	4.1	wanwrANi	wanwra{napuM;1;bahu}/wanwra{napuM;2;bahu}/wanwra{napuM;8;bahu	wanwra{napuM;2;bahu}	karma,5.1	karma,5.1#karwA,5.1	6	01	003-004_1	aRtAfgahqxayam	-	-
5.1	wenire	5.1	wenire	wan1{karwari;lit;pra;bahu;AwmanepaxI;wanAxiH}/wan1{karmaNi;lit;pra;bahu;AwmanepaxI;wanAxiH	wan1{karwari;lit;pra;bahu;AwmanepaxI;wanAxiH}	aBihiwa_karwA,1.1;sakarmaka	-	6	01	003-004_1	aRtAfgahqxayam	-	-
6.1	.	6.1	.	-	-	-	-	6	01	003-004_1	aRtAfgahqxayam	-	-
1.1	weByaH	1.1	weByaH	wax{sarvanAma;puM;5;bahu}/wax{sarvanAma;puM;4;bahu}/wax{sarvanAma;napuM;5;bahu}/wax{sarvanAma;napuM;4;bahu	wax{sarvanAma;napuM;5;bahu}	viSeRaNam,2.2	viSeRaNam,2.2#prayojanam1,6.1#prayojanam1,5.1#prayojanam1,4.2#hewuH5,6.1#hewuH5,5.1#hewuH5,4.2	1	01	004_2-005_1	aRtAfgahqxayam	-	-
2.1	awi-	2.1	awi-viprakIrNeByaH	awi	awi	avyayIBAvaH,2.2	avyayIBAvaH,2.2	1	01	004_2-005_1	aRtAfgahqxayam	-	-
2.2	viprakIrNeByaH	2.2	--	viprakIrNa{puM;4;bahu}/viprakIrNa{puM;5;bahu}/viprakIrNa{napuM;4;bahu}/viprakIrNa{napuM;5;bahu}/vi_pra_kIrNa{puM;5;bahu(kQ1;kwa;wuxAxiH)}/vi_pra_kIrNa{napuM;5;bahu(kQ1;kwa;wuxAxiH)	vi_pra_kIrNa{napuM;5;bahu(kQ1;kwa;wuxAxiH)}	apAxAnam,5.1	apAxAnam,5.1#viSeRaNam,1.1#hewuH5,6.1#hewuH5,5.1#hewuH5,4.2#prayojanam1,6.1#prayojanam1,5.1#prayojanam1,4.2	1	01	004_2-005_1	aRtAfgahqxayam	-	-
3.1	prAyaH	3.1	prAyaH	prAyaH{avya	prAyaH{avya}	kriyAviSeRaNam,4.2	kriyAviSeRaNam,5.1#kriyAviSeRaNam,4.2	1	01	004_2-005_1	aRtAfgahqxayam	-	-
4.1	sArawara-	4.1	sArawara-uccayaH	sAra{warap}/sArawara	sAra{warap	RaRTI-wawpuruRaH,4.2	RaRTI-wawpuruRaH,4.2	1	01	004_2-005_1	aRtAfgahqxayam	-	-
4.2	uccayaH	4.2	--	uccaya{puM;1;eka(uw_ci1;GaF;svAxiH)	uccaya{puM;1;eka(uw_ci1;GaF;svAxiH)}	karma,5.1	viSeRaNam,6.3#karma,5.1	1	01	004_2-005_1	aRtAfgahqxayam	-	-
5.1	kriyawe	5.1	kriyawe	kq3{karmaNi;lat;pra;eka;AwmanepaxI;wanAxiH	kq3{karmaNi;lat;pra;eka;AwmanepaxI;wanAxiH}	aBihiwa_karma,4.2;sakarmaka	-	1	01	004_2-005_1	aRtAfgahqxayam	-	-
6.1	.	6.1	.	-	-	-	-	1	01	004_2-005_1	aRtAfgahqxayam	-	-
1.1	aRta-	2.1	aRta-afga-hqxayam	aRta(aS1;kwa;svAxiH)}/aRta(akR1{kwa;BvAxiH)	aRta(aS1;kwa;svAxiH)	karmaXArayaH,1.2	karmaXArayaH,1.2	2	01	004_2-005_1	aRtAfgahqxayam	-	-
1.2	afga-	2.2	--	afga	afga	RaRTI-wawpuruRaH,1.3	RaRTI-wawpuruRaH,1.3	2	01	004_2-005_1	aRtAfgahqxayam	-	-
1.3	hqxayam	2.3	--	hqxaya{napuM;1;eka}/hqxaya{napuM;2;eka}/hqxaya{puM;2;eka	hqxaya{napuM;1;eka}	karma,3.1	karma,3.1	2	01	004_2-005_1	aRtAfgahqxayam	-	-
2.1	na-	1.1	na-awi-safkRepa-viswaram	na	na	kevalasamAsaH,2.2	kevalasamAsaH,2.2	2	01	004_2-005_1	aRtAfgahqxayam	-	-
2.2	awi-	1.2	--	awi	awi	sapwamI-bahuvrIhiH,2.4	sapwamI-bahuvrIhiH,2.4	2	01	004_2-005_1	aRtAfgahqxayam	-	-
2.3	safkRepa-	1.3	--	safkRepa(sam_kRip2;GaF;wuxAxiH)	safkRepa(sam_kRip2;GaF;wuxAxiH)	iwarewara-xvanxvaH,2.4	iwarewara-xvanxvaH,2.4	2	01	004_2-005_1	aRtAfgahqxayam	-	-
2.4	viswaram	1.4	--	viswara{puM;2;eka}/viswara{napuM;1;eka}/viswara{napuM;2;eka	viswara{napuM;1;eka}	viSeRaNam,1.3	karma,3.1#kriyAviSeRaNam,3.1#viSeRaNam,1.3	2	01	004_2-005_1	aRtAfgahqxayam	-	-
3.1	(kriyawe)	3.1	(kriyawe)	kq3{karmaNi;lat;pra;eka;AwmanepaxI;wanAxiH	kq3{karmaNi;lat;pra;eka;AwmanepaxI;wanAxiH}	-	-	2	01	004_2-005_1	aRtAfgahqxayam	-	-
4.1	.	4.1	.	-	-	-	-	2	01	004_2-005_1	aRtAfgahqxayam	-	-
1.1	kAya-	1.1	kAya-bAla-graha-UrXva-afga-Salya-xaMRtrA-jarA-vqRAn	kAya	kAya	iwarewara-xvanxvaH,1.9	iwarewara-xvanxvaH,1.9	1	01	005_2-006_1	aRtAfgahqxayam	-	-
1.2	bAla-	1.2	--	bAla	bAla	iwarewara-xvanxvaH,1.9	iwarewara-xvanxvaH,1.9	1	01	005_2-006_1	aRtAfgahqxayam	-	-
1.3	graha-	1.3	--	graha	graha	iwarewara-xvanxvaH,1.9	iwarewara-xvanxvaH,1.9	1	01	005_2-006_1	aRtAfgahqxayam	-	-
1.4	UrXva-	1.4	--	UrXva	UrXva	karmaXArayaH,1.5	karmaXArayaH,1.5	1	01	005_2-006_1	aRtAfgahqxayam	-	-
1.5	afga-	1.5	--	afga	afga	iwarewara-xvanxvaH,1.9	iwarewara-xvanxvaH,1.9	1	01	005_2-006_1	aRtAfgahqxayam	-	-
1.6	Salya-	1.6	--	Salya	Salya	iwarewara-xvanxvaH,1.9	iwarewara-xvanxvaH,1.9	1	01	005_2-006_1	aRtAfgahqxayam	-	-
1.7	xaMRtrA-	1.7	--	xaMRtrA	xaMRtrA	iwarewara-xvanxvaH,1.9	iwarewara-xvanxvaH,1.9	1	01	005_2-006_1	aRtAfgahqxayam	-	-
1.8	jarA-	1.8	--	jarA	jarA	iwarewara-xvanxvaH,1.9	iwarewara-xvanxvaH,1.9	1	01	005_2-006_1	aRtAfgahqxayam	-	-
1.9	vqRAn	1.9	--	vqRa{puM;2;bahu	vqRa{puM;2;bahu}	karmasamAnAXikaraNam,5.1	viSeRaNam,2.1#muKyakarma,5.1#karma,3.1#karmasamAnAXikaraNam,5.1	1	01	005_2-006_1	aRtAfgahqxayam	-	-
2.1	aRtO	3.1	aRtO	aRtan{saMKyeyam;1;bahu}/aRtan{saMKyeyam;2;bahu}/aRtan{saMKyA;napuM;1;bahu}/aRtan{saMKyA;napuM;2;bahu}/aRti{swrI;7;eka	aRtan{saMKyA;napuM;2;bahu}	viSeRaNam,3.1	aXikaraNam,5.1#aXikaraNam,3.1#viSeRaNam,3.1#muKyakarma,5.1#karma,3.1#karwA,5.1#viSeRaNam,1.9	1	01	005_2-006_1	aRtAfgahqxayam	-	-
3.1	afgAni	4.1	afgAni	afga{napuM;1;bahu}/afga{napuM;2;bahu}/ag2{karwari;lot;u;eka;parasmEpaxI;BvAxiH}/afga{napuM;8;bahu	afga{napuM;2;bahu}	karma,5.1	muKyakarma,5.1#karwA,5.1,viXeya_viSeRaNam,1.9#karmasamAnAXikaraNam,1.5#karmasamAnAXikaraNam,5.1#karma,5.1	1	01	005_2-006_1	aRtAfgahqxayam	-	-
4.1	wasya	2.1	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka	wax{sarvanAma;napuM;6;eka}	RaRTIsambanXaH,2.1	RaRTIsambanXaH,2.1	1	01	005_2-006_1	aRtAfgahqxayam	-	-
5.1	AhuH	5.1	AhuH	brU1{karwari;lat;pra;bahu;parasmEpaxI;axAxiH	brU1{karwari;lat;pra;bahu;parasmEpaxI;axAxiH}	-	-	1	01	005_2-006_1	aRtAfgahqxayam	-	-
6.1	.	6.1	.	-	-	-	-	1	01	005_2-006_1	aRtAfgahqxayam	-	-
1.1	cikiwsA	1.1	cikiwsA	cikiwsA{swrI;1;eka	cikiwsA{swrI;1;eka}	karwA,3.1	karma,3.1#karwA,3.1	2	01	005_2-006_1	aRtAfgahqxayam	-	-
2.1	yeRu	2.1	yeRu	yax{sarvanAma;puM;7;bahu}/yax{sarvanAma;napuM;7;bahu	yax{sarvanAma;napuM;7;bahu}	aXikaraNam,3.1	aXikaraNam,3.1	2	01	005_2-006_1	aRtAfgahqxayam	-	-
