anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
8.2	Acariwe	-	--	Acariwa{puM;7;eka(Af_car1;kwa;BvAxiH)}/Acariwa{napuM;1;xvi(Af_car1;kwa;BvAxiH)}/Acariwa{napuM;2;xvi(Af_car1;kwa;BvAxiH)}/Acariwa{napuM;7;eka(Af_car1;kwa;BvAxiH)}/AcariwA{swrI;1;xvi(Af_car1;kwa;BvAxiH)}/AcariwA{swrI;2;xvi(Af_car1;kwa;BvAxiH)}	Acariwa{puM;7;eka(Af_car1;kwa;BvAxiH)}	viSeRaNam,9.1	viSeRaNam,9.1#BAvalakRaNasapwamI_pUrvakAlaH,5.1	1	001	001	sunxarakANdam	-	-
9.1	paWi	-	paWi	paWin{puM;7;eka}	paWin{puM;7;eka}	xeSAXikaraNam,7.1	xeSAXikaraNam,7.1	1	001	001	sunxarakANdam	-	-
-	.	-	.	-	-	-	-	1	001	002	sunxarakANdam	-	-
1.1	xuRkaram	-	xuRkaram	xuRkara{puM;2;eka}/xuRkara{napuM;1;eka}/xuRkara{napuM;2;eka}	xuRkara{puM;2;eka}	karmasamAnAXikaraNam,3.1	karmasamAnAXikaraNam,3.1;viSeRaNam,2.2	1	001	002	sunxarakANdam	-	-
10.1	AbaBO	-	AbaBO	Af_BA1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}/Af_BA1{karwari{lit;u;eka;parasmEpaxI;axAxiH}	Af_BA1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA	aBihiwa_karwA	1	001	002	sunxarakANdam	-	-
2.1	niR-	-	niR-prawi-xvanxvam	niR-	niR-	bahuvrIhiH,2.2	bahuvrIhiH,2.2;samAsaH,2.2	1	001	002	sunxarakANdam	-	-
2.2	prawi	-	-	prawi-	prawi-	avyayIBAvaH,2.3	avyayIBAvaH,2.3;karwA,9.1	1	001	002	sunxarakANdam	-	-
2.3	xvanxvam	-	xvanxvam	xvanxva{puM;2;eka}/prawixvanxva{napuM;1;eka}/prawixvanxva{napuM;2;eka}	xvanxva{puM;2;eka}	viSeRaNam,4.1	viSeRaNam,4.1	1	001	002	sunxarakANdam	-	-
3.1	cikIrRan	-	cikIrRaw	cikIrRaw{kq_san;Sawqpu;1;eka}	cikIrRaw{kq_san;Sawqpu;1;eka}	varwamAnasamAnakAlaH,10.1	varwamAnasamAnakAlaH,10.1;-	1	001	002	sunxarakANdam	-	-
4.1	karma	-	karma	karman{napu;2;eka}	karman{napu;2;eka}	karmasamAnAXikaraNam,3.1	karmasamAnAXikaraNam,3.1;samAsaH,4.2	1	001	002	sunxarakANdam	-	-
5.1	vAnaraH	-	vAnaraH	vAnara{puM;1;eka}	vAnara{puM;1;eka}	karwA,10.1;karwA,3.1	viSeRaNam,7.1#viSeRaNam,5.5#karwA,9.1#karwA,10.1#karwA,3.1	1	001	002	sunxarakANdam	-	-
6.1	sam-	-	sam-uw-agra-Sira-grIvaH	sam	sam	bahuvrIhiH,6.2	bahuvrIhiH,6.2;viSeRaNam,5.1	1	001	002	sunxarakANdam	-	-
6.2	uw-	-	--	-uw	-uw	bahuvrIhiH,6.3	bahuvrIhiH,6.3;viSeRaNam,5.2	1	001	002	sunxarakANdam	-	-
6.3	agra-	-	--	agra	agra	bahuvrIhiH,6.4	bahuvrIhiH,6.4;samAsaH,5.4	1	001	002	sunxarakANdam	-	-
6.4	Sira	-	--	Siras	Siras	xvanxvaH,6.5	xvanxvaH,6.5;samAsaH,5.5	1	001	002	sunxarakANdam	-	-
6.5	grIvaH	-	--	grIva{puM;1;eka}	grIva{puM;1;eka}	viSeRaNam,5.1	viSeRaNam,5.1#viSeRaNam,7.1#upamAnam,4.2#karwA,9.1	1	001	002	sunxarakANdam	-	-
7.1	gavAm	-	gavAm	go{puM;6;bahu}/go{swrI;6;bahu}	go{puM;6;bahu}	RaRTIsambanXaH,8.1	RaRTIsambanXaH,8.1#RaRTIsambanXaH,7.1#RaRTIsambanXaH,5.5#RaRTIsambanXaH,4.2#RaRTIsambanXaH,2.2#RaRTIsambanXaH,1.1#nirXAraNam,7.1	1	001	002	sunxarakANdam	-	-
8.1	pawiH	-	pawiH	pawi{puM;1;eka}	pawi{puM;1;eka}	upamAnam,9.1	upamAnam,9.1#upamAnam,5.5#upamAnam,4.2#karwA,9.1	1	001	002	sunxarakANdam	-	-
9.1	iva	-	iva	iva{avya}	iva{avya}	upamAna_xyowakaH,5.1	upamAna_xyowakaH,5.1#upamAna_xyowakaH,7.1	1	001	002	sunxarakANdam	-	-
1.1	aWa	-	aWa	aWa{avya}	aWa{avya}	sambanXaH,7.1	sambanXaH,7.1	1	001	003	sunxarakANdam	-	-
2.1	vEdUrya-	-	vEdUrya-varNeRu	vEdUrya	vEdUrya	bahuvrIhiH,2.2	samAsaH,2.2#bahuvrIhiH,2.2	1	001	003	sunxarakANdam	-	-
2.2	varNeRu	-	--	varNa{puM;7;bahu}/varNa{napuM;7;bahu}	varNa{puM;7;bahu}	viSeRaNam,3.1	viSeRaNam,6.2#viSeRaNam,3.1#aXikaraNam,7.1	1	001	003	sunxarakANdam	-	-
3.1	SAxvaleRu	-	SAxvaleRu	SAxvala{puM;7;bahu}/SAxvala{napuM;7;bahu}	SAxvala{puM;7;bahu}	aXikaraNam,7.1	aXikaraNam,7.1	1	001	003	sunxarakANdam	-	-
4.1	mahA-	-	mahA-balaH	mahaw	mahaw	bahuvrIhiH,4.2	samAsaH,4.2#bahuvrIhiH,4.2	1	001	003	sunxarakANdam	-	-
4.2	balaH	-	--	bala{puM;1;eka}	bala{puM;1;eka}	viSeRaNam,5.1	viSeRaNam,5.1#karwA,7.1	1	001	003	sunxarakANdam	-	-
5.1	XIraH	-	XIraH	XIra{puM;1;eka}	XIra{puM;1;eka}	karwA,7.1	karwA,7.1	1	001	003	sunxarakANdam	-	-
6.1	salilakalpeRu	-	salila-kalpeRu	salilakalpa{puM;7;bahu}/salilakalpa{napuM;7;bahu}	salilakalpa{puM;7;bahu}	viSeRaNam,2.2	samAsaH,6.2#viSeRaNam,2.2	1	001	003	sunxarakANdam	-	-
7.1	vicacAra	-	vicacAra	vi_car1{karwari;lit;pra;eka;parasmEpaxI;BvAxiH}/vi_car1{karwari{lit;u;eka;parasmEpaxI;BvAxiH}	vi_car1{karwari;lit;pra;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA	aBihiwa_karwA	1	001	003	sunxarakANdam	-	-
8.1	yaWA-	-	yaWA-suKam	yaWA	yaWA	avyayIBAvaH,8.2	samAsaH,8.2#avyayIBAvaH,8.2	1	001	003	sunxarakANdam	-	-
8.2	suKam	-	--	suKam{avya}/suKa{puM;2;eka}/suKa{napuM;1;eka}/suKa{napuM;2;eka}	suKa{puM;2;eka}	kriyAviSeRaNam,7.1	kriyAviSeRaNam,7.1	1	001	003	sunxarakANdam	-	-
9.1	.	-	.	-	-	-	-	1	001	003	sunxarakANdam	-	-
1.1	xvijAn	-	xvijAn	xvija{puM;2;bahu}	xvija{puM;2;bahu}	karma,2.1	sup_samucciwaH,7.1#karma,6.1#karma,5.2#karma,2.1	1	001	004	sunxarakANdam	-	-
10.1	niGnan	-	niGnan	niGnaw{puM;1;eka(ni_han1;Sawq_lat;axAxiH)}	niGnaw{puM;1;eka(ni_han1;Sawq_lat;axAxiH)}	varwamAnasamAnakAlaH,14.1	varwamAnasamAnakAlaH,14.1	1	001	004	sunxarakANdam	-	-
11.1	pravqxXaH	-	pravqxXaH	pravqxXa{puM;1;eka(pra_vqX1;kwa;BvAxiH)}/pravqxXa{puM;1;eka(pra_vqX1;GaF;BvAxiH)}	pravqxXa{puM;1;eka(pra_vqX1;kwa;BvAxiH)}	viSeRaNam,3.1	viSeRaNam,3.1	1	001	004	sunxarakANdam	-	-
12.1	iva	-	iva	iva{avya}	iva{avya}	upamAna_xyowakaH,14.1	upamAna_xyowakaH,14.1	1	001	004	sunxarakANdam	-	-
13.1	kesarI	-	kesarI	kesarin{puM;1;eka}	kesarin{puM;1;eka}	upamAnam,12.1	upamAnam,12.1	1	001	004	sunxarakANdam	-	-
14.1	(vicacAra)	-	vicacAra	vi_car1{karwari;lit;pra;eka;parasmEpaxI;BvAxiH}/vi_car1{karwari{lit;u;eka;parasmEpaxI;BvAxiH}	vi_car1{karwari;lit;pra;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA	aBihiwa_karwA	1	001	004	sunxarakANdam	-	-
2.1	viwrAsayan	-	viwrAsayan	viwrAsayaw{pu;1;eka(vi_wras10;Sawq_lat;curAxi)}	viwrAsayaw{pu;1;eka(vi_wras10;Sawq_lat;curAxi)}	varwamAnasamAnakAlaH,14.1	varwamAnasamAnakAlaH,14.1	1	001	004	sunxarakANdam	-	-
3.1	XImAn	-	XImAn	XImaw{puM;1;eka}	XImaw{puM;1;eka}	karwA,14.1;karwA,2.1;karwA,6.1;karwA,10.1	viSeRaNam,13.1;viSeRaNam,11.1;viSeRaNam,10.1;viSeRaNam,6.1;viSeRaNam,5.2;karwA,14.1;karwA,2.1;karwA,6.1;karwA,10.1	1	001	004	sunxarakANdam	-	-
4.1	urasA	-	urasA	uras{napuM;3;eka}	uras{napuM;3;eka}	karaNam,6.1	karwA,11.1#karaNam,10.1#karaNam,6.1#hewuH,11.1#hewuH,10.1#hewuH,6.1#hewuH,5.2	1	001	004	sunxarakANdam	-	-
5.1	pAxapAn	-	pAxapAn	pAxapa{puM;2;bahu}	pAxapa	karma,6.1	karma,6.1	1	001	004	sunxarakANdam	-	-
6.1	haran	-	haran	haraw{puM;1;eka(hq1;Sawq_lat;BvAxiH)}	haraw{puM;1;eka(hq1;Sawq_lat;BvAxiH)}	varwamAnasamAnakAlaH,14.1	varwamAnasamAnakAlaH,14.1	1	001	004	sunxarakANdam	-	-
7.1	mqgAn	-	mqgAn	mqga{puM;2;bahu}	mqga{puM;2;bahu}	karma,10.1	karma,10.1	1	001	004	sunxarakANdam	-	-
8.1	ca	-	ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,7.1	sup_samuccaya_xyowakaH,7.1#sambanXaH,7.1	1	001	004	sunxarakANdam	-	-
9.1	su-	-	su-bahUn	su	su	bahuvrIhiH,9.2	bahuvrIhiH,9.2	1	001	004	sunxarakANdam	-	-
9.2	bahUn	-	--	bahu{puM;2;bahu}	bahu{puM;2;bahu}	viSeRaNam,7.1	karma,10.1#viSeRaNam,7.1	1	001	004	sunxarakANdam	-	-
1.1	nIla-	-	nIla-lohiwa-mAFjiRTa-pawra-varNEH	nIla	nIla	xvanxvaH,1.2	samAsaH,1.2#xvanxvaH,1.2	1	001	005	sunxarakANdam	-	-
1.2	lohiwa-	-	--	lohiwa	lohiwa	xvanxvaH,1.3	samAsaH,1.3#xvanxvaH,1.3	1	001	005	sunxarakANdam	-	-
1.3	mAFjiRTa-	-	--	mAFjiRTa	mAFjiRTa	xvanxvaH,1.4	samAsaH,1.4#xvanxvaH,1.4	1	001	005	sunxarakANdam	-	-
1.4	paxma-	-	--	paxma	paxma	xvanxvaH,1.5	samAsaH,1.5#xvanxvaH,1.5	1	001	005	sunxarakANdam	-	-
1.5	varNEH	-	--	varNa{puM;3;bahu}/varNa{napuM;3;bahu}	varNa{puM;3;bahu}	karaNam,6.1	viSeRaNam,4.1#viSeRaNam,3.3#viSeRaNam,2.2#karwA,3.3#karwA,2.2#karaNam,3.3#hewuH,3.3#hewuH,2.2#viSeRaNam,5.1#karaNam,6.1	1	001	005	sunxarakANdam	-	-
2.1	siwa-	-	siwa-asiwEH	siwa(Ri2;kwa;kryAxiH)}/siwa(Ro1{kwa;xivAxiH)	siwa(Ri2;kwa;kryAxiH)	xvanxvaH,2.2	samAsaH,2.2#xvanxvaH,2.2	1	001	005	sunxarakANdam	-	-
2.2	asiwEH	-	--	asiwa{puM;3;bahu(as1;kwa;BvAxiH)}/asiwa{napuM;3;bahu(as1;kwa;BvAxiH)}	asiwa{puM;3;bahu(as1;kwa;BvAxiH)}	karaNam,6.1	karwA,3.3#karaNam,3.3#hewuH,3.3#karaNam,6.1	1	001	005	sunxarakANdam	-	-
3.1	sva-	-	sva-BAva-vihiwEH	sva	sva	RaRTI_wawpuruRaH,3.2	samAsaH,3.2#RaRTI_wawpuruRaH,3.2	1	001	005	sunxarakANdam	-	-
3.2	BAva-	-	--	BAva(BU1;GaF;BvAxiH)	BAva(BU1;GaF;BvAxiH)	wqwIyA_wawpuruRaH,3.3	samAsaH,3.3#wqwIyA_wawpuruRaH,3.3	1	001	005	sunxarakANdam	-	-
3.3	vihiwEH	-	--	vihiwa{puM;3;bahu(vi_XA1;kwa;juhowyAxiH)}/vihiwa{napuM;3;bahu(vi_XA1;kwa;juhowyAxiH)}	vihiwa{puM;3;bahu(vi_XA1;kwa;juhowyAxiH)}	viSeRaNam,5.1	viSeRaNam,5.1	1	001	005	sunxarakANdam	-	-
4.1	ciwrEH	-	ciwrEH	ciwra{napuM;3;bahu}	ciwra{napuM;3;bahu}	viSeRaNam,5.1	viSeRaNam,5.1	1	001	005	sunxarakANdam	-	-
5.1	XAwuBiH	-	XAwuBiH	XAwu{puM;3;bahu}	XAwu{puM;3;bahu}	karaNam,6.1	karaNam,6.1	1	001	005	sunxarakANdam	-	-
6.1	samalafkqwam	-	samalafkqwam	samalafkqwa{pu;2:eka(sam_alam_kq8;kwa;wanAxiH)}	samalafkqwa{pu;2:eka(sam_alam_kq8;kwa;wanAxiH)}	viSeRaNam,7.1	viSeRaNam,7.1	1	001	005	sunxarakANdam	-	-
7.1	walam	-	wala	wala{napuM;1;eka}	wala{napuM;1;eka}	karwA,9.1	karwA,9.1	1	001	005	sunxarakANdam	-	-
8.1	ca	-	ca	avyaya	avyaya	sambanXaH,9.1	sambanXaH,9.1	1	001	005	sunxarakANdam	-	-
9.1	(aswi)	-	aswi	as2_(karwari;lat;pra;pu;eka;parasmEpaxI;axAxiH)	as2_(karwari;lat;pra;pu;eka;parasmEpaxI;axAxiH)	aBihiwa_karwA	aBihiwa_karwA	1	001	005	sunxarakANdam	-	-
1.1	kAma-	-	kAma-rUpiBiH	kAma	kAma	bahuvrIhiH,1.2	samAsaH,1.2#bahuvrIhiH,1.2	1	001	006	sunxarakANdam	-	-
1.2	rUpiBiH	-	--	rUpin{puM;3;bahu}/rUpin{napuM;3;bahu}	rUpin{puM;3;bahu}	viSeRaNam,5.3	viSeRaNam,6.2#viSeRaNam,5.3#sup_samucciwaH,6.2#karwA,2.1#hewuH,2.1#viSeRaNam,8.1	1	001	006	sunxarakANdam	-	-
10.1	walam	-	wala	wala{napuM;1;eka}	wala{napuM;1;eka}	karma,9.1	karma,9.1	1	001	006	sunxarakANdam	-	-
2.1	AviRtam	-	AviRtam	av1{karwari;luf;ma;xvi;parasmEpaxI;BvAxiH}/AviRta{puM;2;eka(Af_viS1;kwa;wuxAxiH)}/AviRta{napuM;1;eka(Af_viS1;kwa;wuxAxiH)}/AviRta{napuM;2;eka(Af_viS1;kwa;wuxAxiH)}	AviRta{puM;2;eka(Af_viS1;kwa;wuxAxiH)}	viSeRaNam,10.1	viSeRaNam,10.1	1	001	006	sunxarakANdam	-	-
3.1	aBIkRNam	-	aBIkRNam	aBIkRNam{avya}	aBIkRNam{avya}	kriyAviSeRaNam,2.1	kriyAviSeRaNam,2.1	1	001	006	sunxarakANdam	-	-
4.1	sa-	-	sa-paricCaxEH	sa	sa	bahuvrIhiH,4.2	bahuvrIhiH,4.2	1	001	006	sunxarakANdam	-	-
4.2	paricCaxEH	-	-	paricCaxa{pu;3;bahu(pari_Caxa_Nic)}	paricCaxa{pu;3;bahu(pari_Caxa_Nic)}	viSeRaNam,5.3	viSeRaNam,5.3	1	001	006	sunxarakANdam	-	-
5.1	yakRa-	-	yakRa-kinnara-ganXarvEH	yakRa	yakRa	xvanxvaH,5.2	samAsaH,5.2#xvanxvaH,5.2	1	001	006	sunxarakANdam	-	-
5.2	kinnara-	-	--	kinnara	kinnara	xvanxvaH,5.3	samAsaH,5.3#xvanxvaH,5.3	1	001	006	sunxarakANdam	-	-
5.3	ganXarvEH	-	--	ganXarva{puM;3;bahu}/ganXarva{napuM;3;bahu}	ganXarva{puM;3;bahu}	karwA,2.1	viSeRaNam,6.2#sup_samucciwaH,6.2#viSeRaNam,8.1#karwA,2.1	1	001	006	sunxarakANdam	-	-
6.1	xevakalpEH	-	--	xevakalpa{puM;3;bahu}/kalpa{napuM;3;bahu}	xevakalpa{puM;3;bahu}	viSeRaNam,8.1	viSeRaNam,8.1	1	001	006	sunxarakANdam	-	-
7.1	ca	-	ca	ca{avya}	ca{avya}	sambanXaH,9.1	sup_samuccaya_xyowakaH,6.2#sambanXaH,9.1	1	001	006	sunxarakANdam	-	-
8.1	sa-	-	sa-pannagEH	sa	sa	bahuvrIhiH,8.2	bahuvrIhiH,8.2	1	001	006	sunxarakANdam	-	-
8.2	pannagEH	-	pannagEH	pannaga{puM;3;bahu}	pannaga{puM;3;bahu}	karwA,9.1	karwA,9.1	1	001	006	sunxarakANdam	-	-
9.1	(AviRtam)	-	AviRtam	av1{karwari;luf;ma;xvi;parasmEpaxI;BvAxiH}/AviRta{puM;2;eka(Af_viS1;kwa;wuxAxiH)}/AviRta{napuM;1;eka(Af_viS1;kwa;wuxAxiH)}/AviRta{napuM;2;eka(Af_viS1;kwa;wuxAxiH)}	AviRta{puM;2;eka(Af_viS1;kwa;wuxAxiH)}	-	-	1	001	006	sunxarakANdam	-	-
1.1	saH	-	sa	wax{sarvanAma;pu;1;eka}	wax{sarvanAma;pu;1;eka}	viSeRaNam,7.2	viSeRaNam,7.2	1	001	007	sunxarakANdam	-	-
10.1	nAgaH	-	nAgaH	nAga{puM;1;eka}	nAga{puM;1;eka}	upamAnam,11.1	upamAnam,11.1	1	001	007	sunxarakANdam	-	-
11.1	iva	-	iva	iva{avya}	iva{avya}	upamAna_xyowakaH,7.2	upamAna_xyowakaH,7.2	1	001	007	sunxarakANdam	-	-
12.1	AbaBO	-	AbaBO	Af_BA1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}/Af_BA1{karwari{lit;u;eka;parasmEpaxI;axAxiH}	Af_BA1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA	-	1	001	007	sunxarakANdam	-	-
2.1	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,3.2	viSeRaNam,3.2#RaRTIsambanXaH,10.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,4.1#RaRTIsambanXaH,3.2	1	001	007	sunxarakANdam	-	-
3.1	giri-	-	giri-	giri	giri	sapwamI_wawpuruRaH,3.2	samAsaH,3.2#sapwamI_wawpuruRaH,3.2	1	001	007	sunxarakANdam	-	-
3.2	varyasya	-	varyasya	varya{napuM;6;eka}/varya{puM;6;eka}	varya{napuM;6;eka}	RaRTIsambanXaH,4.1	RaRTIsambanXaH,10.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,4.1	1	001	007	sunxarakANdam	-	-
4.1	wale	-	wale	wala{puM;7;eka}/wala{napuM;7;eka}	wala{puM;7;eka}	xeSAXikaraNam,6.1	aXikaraNam,12.1#xeSAXikaraNam,6.1	1	001	007	sunxarakANdam	-	-
5.1	nAga-	-	nAga-	nAga	nAga	sapwamI_wawpuruRaH,5.2	samAsaH,5.2#sapwamI_wawpuruRaH,5.2	1	001	007	sunxarakANdam	-	-
5.2	vara-	-	vara-	vara	vara	RaRTI_wawpuruRaH,5.3	RaRTI_wawpuruRaH,5.3	1	001	007	sunxarakANdam	-	-
5.3	Ayuwe	-	Ayuwe	Ayuwa{pu;7;eka(yuj7;kwa;ruXAxi)}	Ayuwa{pu;7;eka(yuj7;kwa;ruXAxi)}	viSeRaNam,4.1	viSeRaNam,4.1	1	001	007	sunxarakANdam	-	-
6.1	wiRTan	-	wiRTan	wiRTaw{puM;1;eka(RWA1;Sawq_lat;BvAxiH)}	wiRTaw{puM;1;eka(RWA1;Sawq_lat;BvAxiH)}	varwamAnasamAnakAlaH,12.1	varwamAnasamAnakAlaH,12.1#karwA,12.1	1	001	007	sunxarakANdam	-	-
7.1	kapi-	-	kapi-	kapi	kapi	sapwamI_wawpuruRaH,7.2	samAsaH,7.2#sapwamI_wawpuruRaH,7.2	1	001	007	sunxarakANdam	-	-
7.2	varaH	-	varaH	vara{puM;1;eka}	vara{puM;1;eka}	karwA,12.1	viSeRaNam,10.1#karwA,12.1	1	001	007	sunxarakANdam	-	-
8.1	wawra	-	wawra	wawra{avya}	wawra{avya}	xeSAXikaraNam,12.1	xeSAXikaraNam,12.1	1	001	007	sunxarakANdam	-	-
9.1	hraxe	-	hraxe	hraxa{puM;7;eka}	hraxa{puM;7;eka}	xeSAXikaraNam,12.1	xeSAXikaraNam,12.1	1	001	007	sunxarakANdam	-	-
1.1	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,9.1	karwA,9.1	1	001	008	sunxarakANdam	-	-
10.1	cakAra	-	cakAra	kq2{karwari;lit;pra;eka;parasmEpaxI;svAxiH}/kq2{karwari;lit;u;eka;parasmEpaxI;svAxiH}/kq3{karwari;lit;pra;eka;parasmEpaxI;wanAxiH}/kq3{karwari;lit;u;eka;parasmEpaxI;wanAxiH}/kQ1{karwari;lit;pra;eka;parasmEpaxI;wuxAxiH}/kQ1{karwari;lit;u;eka;parasmEpaxI;wuxAxiH}	kq2{karwari;lit;pra;eka;parasmEpaxI;svAxiH}	aBihiwa_karwA	-	1	001	008	sunxarakANdam	-	-
11.1	gamane	-	gamane	gamana{napuM;7;eka}/gamana{napuM;7;eka(gam1;lyut;BvAxiH)}	gamana{napuM;7;eka}	viRayAXikaraNam,12.1	viRayAXikaraNam,12.1	1	001	008	sunxarakANdam	-	-
12.1	mawim	-	mawim	mawi{swrI;2;eka}	mawi{swrI;2;eka}	karma,10.1	karma,10.1#karma,9.1	1	001	008	sunxarakANdam	-	-
2.1	sUryAya	-	sUryAya	sUrya{puM;4;eka}	sUrya{puM;4;eka}	sampraxAnam,9.1	sup_samucciwaH,6.1#prayojanam1,9.1#prayojanam1,6.1#prayojanam1,4.1#sampraxAnam,9.1	1	001	008	sunxarakANdam	-	-
3.1	mahenxrAya	-	mahenxrAya	mahenxra{puM;4;eka}	mahenxra{puM;4;eka}	sampraxAnam,9.1	sup_samucciwaH,6.1#prayojanam1,9.1#prayojanam1,6.1#prayojanam1,4.1#sampraxAnam,9.1	1	001	008	sunxarakANdam	-	-
4.1	pavanAya	-	pavanAya	pavana{puM;4;eka}/pavana{napuM;4;eka}/pavana{napuM;4;eka(pU1;lyut;BvAxiH)}/pavana{napuM;4;eka(pU2;lyut;kryAxiH)}	pavana{puM;4;eka}	sampraxAnam,9.1	sup_samucciwaH,6.1#prayojanam1,9.1#prayojanam1,6.1#sampraxAnam,9.1	1	001	008	sunxarakANdam	-	-
5.1	svayam-	-	svayam-Buve	svayam	svayam	upapaxa_wawpuruRaH,5.2	samAsaH,5.2#upapaxa_wawpuruRaH,5.2	1	001	008	sunxarakANdam	-	-
5.2	Buve	-	--	BU{swrI;4;eka}/BU{puM;4;eka}/Buva{napuM;8;xvi}/Buva{napuM;1;xvi}/Buva{napuM;2;xvi}/Buva{napuM;7;eka}/BuvA{swrI;8;eka}/BuvA{swrI;8;xvi}/BuvA{swrI;1;xvi}/BuvA{swrI;2;xvi}	BU{puM;4;eka}	sampraxAnam,9.1	karma,10.1#karma,9.1#viSeRaNam,11.1#aXikaraNam,9.1#aXikaraNam,6.1#sup_samucciwaH,6.1#prayojanam1,9.1#prayojanam1,6.1#sampraxAnam,9.1	1	001	008	sunxarakANdam	-	-
6.1	BUweByaH	-	BUweByaH	BUwa{napuM;4;bahu}/BUwa{napuM;5;bahu}/BUwa{puM;4;bahu(BU1;kwa;BvAxiH)}/BUwa{puM;5;bahu(BU1;kwa;BvAxiH)}/BUwa{napuM;4;bahu(BU1;kwa;BvAxiH)}/BUwa{napuM;5;bahu(BU1;kwa;BvAxiH)}	BUwa{napuM;4;bahu}	sampraxAnam,9.1	hewuH5,9.1#prayojanam1,9.1#sampraxAnam,9.1	1	001	008	sunxarakANdam	-	-
7.1	ca	-	ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,6.1	sup_samuccaya_xyowakaH,6.1#sambanXaH,6.1	1	001	008	sunxarakANdam	-	-
8.1	aFjalim	-	aFjalim	aFjali{puM;2;eka}	aFjali{puM;2;eka}	karma,9.1	karma,10.1#karma,9.1	1	001	008	sunxarakANdam	-	-
