anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
1.2	BUweRu	2.2	--	BUwa{napuM;7;bahu}	BUwa{napuM;7;bahu}	aXikaraNam,4.1	aXikaraNam,4.1#aXikaraNam,3.1	2	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	kaH	1.1	kaH	kim{sarvanAma;puM;1;eka}	kim{sarvanAma;puM;1;eka}	karwA,4.1	viSeRaNam,3.1#karwA_be_verbs,4.1	2	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	hiwaH	3.1	hiwaH	hiwa{puM;1;eka(XA1;kwa;juhowyAxiH)}/hiwa{puM;1;eka(hi1;kwa;svAxiH)}	hiwa{puM;1;eka(XA1;kwa;juhowyAxiH)}	viXeya_viSeRaNam,2.1	viXeya_viSeRaNam,2.1#karwA_be_verbs,4.1	2	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	(aswi)	4.1	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	-#aBihiwa_karwA,2.1	2	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
5.1	.	5.1	.	-	-	-	-	2	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	vixvAn	2.1	vixvAn	vixvas{puM;1;eka}	vixvas{puM;1;eka}	viXeya_viSeRaNam,2.1	viXeya_viSeRaNam,2.1#karwA_be_verbs,3.1	3	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	kaH	1.1	kaH	kim{sarvanAma;puM;1;eka}	kim{sarvanAma;puM;1;eka}	karwA,3.1	viSeRaNam,1.1#karwA_be_verbs,3.1	3	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	(aswi)	3.1	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	-#aBihiwa_karwA,2.1	3	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	.	4.1	.	-	-	-	-	3	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	kaH	1.1	kaH	kim{sarvanAma;puM;1;eka}	kim{sarvanAma;puM;1;eka}	karwA,4.1	viSeRaNam,2.1#karwA_be_verbs,4.1	4	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	samarWaH	2.1	samarWaH	samarWa{puM;1;eka}	samarWa{puM;1;eka}	viXeya_viSeRaNam,1.1	viXeya_viSeRaNam,1.1#karwA_be_verbs,4.1	4	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	ca	3.1	ca	ca{avya}	ca{avya}	sambanXaH,2.1	sambanXaH,2.1	4	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	(aswi)	4.1	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,1.1	-#aBihiwa_karwA,1.1	4	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
5.1	.	5.1	.	-	-	-	-	4	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	kaH	1.1	kaH	kim{sarvanAma;puM;1;eka}	kim{sarvanAma;puM;1;eka}	karwA,4.1	viSeRaNam,3.3#karwA_be_verbs,4.1	5	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	ca	2.1	ca	ca{avya}	ca{avya}	sambanXaH,1.1	sambanXaH,1.1	5	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	eka-	3.1	eka-priya-xarSanaH	eka	eka	karmaXArayaH,3.3	karmaXArayaH,3.3	5	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
3.2	priya-	3.2	--	priya	priya	RaRTI_bahuvrIhiH,3.3	RaRTI_bahuvrIhiH,3.3	5	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
3.3	xarSanaH	3.3	--	xarSana{puM;1;eka}	xarSana{puM;1;eka}	viXeya_viSeRaNam,1.1	viXeya_viSeRaNam,1.1#karwA_be_verbs,4.1	5	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	(aswi)	4.1	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,1.1	-#aBihiwa_karwA,1.1	5	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
5.1	.	5.1	.	-	-	-	-	5	01	003	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	AwmavAn	2.1	AwmavAn	Awman{mawup;puM;1;eka}	Awman{mawup;puM;1;eka}	viXeya_viSeRaNam,2.1	viXeya_viSeRaNam,2.1#karwA_be_verbs,3.1	1	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	kaH	1.1	kaH	kim{sarvanAma;puM;1;eka}	kim{sarvanAma;puM;1;eka}	karwA,3.1	karwA_be_verbs,3.1	1	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	(aswi)	3.1	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	-#aBihiwa_karwA,2.1	1	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	.	4.1	.	-	-	-	-	1	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	jiwa-	2.1	jiwa-kroXaH	jiwa	jiwa	bahuvrIhiH,1.2	bahuvrIhiH,1.2	2	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
1.2	kroXaH	2.2	--	kroXa{puM;1;eka}	kroXa{puM;1;eka}	samucciwaH,2.1	sup_samucciwaH,2.1#karwA_be_verbs,5.1	2	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	xyuwimAn	3.1	xyuwimAn	xyuwi{mawup;puM;1;eka}	xyuwi{mawup;puM;1;eka}	viXeya_viSeRaNam,4.1	viXeya_viSeRaNam,4.1#viXeya_viSeRaNam,1.2#karwA_be_verbs,5.1	2	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	(ca)	4.1	(ca)	ca{avya}	ca{avya}	samuccaya_xyowakaH,2.1	sup_samuccaya_xyowakaH,2.1#sambanXaH,2.1	2	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	(kaH)	1.1	(kaH)	kim{sarvanAma;puM;1;eka}	kim{sarvanAma;puM;1;eka}	karwA,5.1	viSeRaNam,1.2#karwA_be_verbs,5.1	2	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
5.1	(aswi)	5.1	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,4.1	-#aBihiwa_karwA,4.1	2	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
6.1	.	6.1	.	-	-	-	-	2	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	kaH	1.1	kaH	kim{sarvanAma;puM;1;eka}	kim{sarvanAma;puM;1;eka}	karwA,4.1	viSeRaNam,2.2#karwA_be_verbs,4.1	3	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	an-	2.1	an-asUyakaH	an	an	naF-wawpuruRaH,2.2	naF-wawpuruRaH,2.2	3	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
2.2	asUyakaH	2.2	--	asUyaka{puM;1;eka}	asUyaka{puM;1;eka}	viXeya_viSeRaNam,1.1	viXeya_viSeRaNam,1.1#karwA_be_verbs,4.1	3	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	(ca)	3.1	(ca)	ca{avya}	ca{avya}	sambanXaH,2.2	sambanXaH,2.2	3	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	(aswi)	4.1	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,1.1	-#aBihiwa_karwA,1.1	3	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
5.1	.	5.1	.	-	-	-	-	3	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	kasya(kasmAw)	1.1	kasya	kim{sarvanAma;puM;6;eka}/kim{sarvanAma;napuM;6;eka}	kim{sarvanAma;puM;6;eka}	apAxAnam,2.1	viSeRaNam,5.2#RaRTIsambanXaH,6.1#RaRTIsambanXaH,5.2#RaRTIsambanXaH,3.1#sambanXaH,3.1#apAxAnam,2.1	4	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	biByawi	6.1	biByawi	BI1{karwari;lat;pra;bahu;parasmEpaxI;juhowyAxiH}/biByaw{puM;7;eka(BI1;Sawq_lat;juhowyAxiH)}/biByaw{napuM;1;bahu(BI1;Sawq_lat;juhowyAxiH)}/biByaw{napuM;2;bahu(BI1;Sawq_lat;juhowyAxiH)}/biByaw{napuM;7;eka(BI1;Sawq_lat;juhowyAxiH)}	BI1{karwari;lat;pra;bahu;parasmEpaxI;juhowyAxiH}	aBihiwa_karwA,3.1	sup_samucciwaH,3.1#aBihiwa_karwA,3.1	4	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	xevAH	4.1	xevAH	xeva{puM;1;bahu}/xeva{puM;8;bahu}	xeva{puM;1;bahu}	karwA,2.1	karwA,2.1	4	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	ca	5.1	ca	ca{avya}	ca{avya}	sambanXaH,3.1	sup_samuccaya_xyowakaH,3.1#sambanXaH,3.1	4	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
5.1	jAwa-	2.1	jAwa-roRasya	jAwa(jan2;kwa;xivAxiH)	jAwa(jan2;kwa;xivAxiH)	bahuvrIhiH,5.2	bahuvrIhiH,5.2	4	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
5.2	roRasya	2.2	--	roRa{puM;6;eka}/roRa{napuM;6;eka}	roRa{puM;6;eka}	RaRTIsambanXaH,6.1	viSeRaNam,1.1#RaRTIsambanXaH,6.1#RaRTIsambanXaH,3.1	4	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
6.1	saMyuge	3.1	saMyuge	saMyuga{puM;7;eka}	saMyuga{puM;7;eka}	aXikaraNam,2.1	aXikaraNam,5.1#aXikaraNam,2.1	4	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
7.1	.	7.1	.	-	-	-	-	4	01	004	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	ewaw	2.1	ewax	ewax{sarvanAma;napuM;1;eka}/ewax{sarvanAma;napuM;2;eka}	ewax{sarvanAma;napuM;2;eka}	karma,4.1	karma,4.1#karma,2.1#viSeRaNam,3.1	1	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	icCAmi	4.1	icCAmi	iR2{karwari;lat;u;eka;parasmEpaxI;wuxAxiH}	iR2{karwari;lat;u;eka;parasmEpaxI;wuxAxiH}	aBihiwa_karwA,3.1;sakarmaka	aBihiwa_karwA,3.1;sakarmaka	1	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	aham	1.1	ahaM	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,2.1	karwA,2.1	1	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	Srowum	3.1	SrowuM	Sru1{avya;wumun;BvAxiH}	Sru1{avya;wumun;BvAxiH}	wumunkarma,2.1	iRkarma,2.1#wumunkarma,2.1	1	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
5.1	.	5.1	.	-	-	-	-	1	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	param	2.1	paraM	param{avya}/para{sarvanAma;puM;2;eka}/para{sarvanAma;napuM;1;eka}/para{sarvanAma;napuM;2;eka}	para{sarvanAma;napuM;1;eka}	viSeRaNam,2.1	viSeRaNam,2.1#viXeya_viSeRaNam,2.1#karwA_be_verbs,5.1	2	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	kOwUhalam	3.1	kOwUhalaM	kOwUhala{napuM;1;eka}/kOwUhala{napuM;2;eka}	kOwUhala{napuM;1;eka}	karwA,5.1	karwA_be_verbs,5.1	2	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	hi	1.1	hi	hi{avya}	hi{avya}	kAraNa_xyowakaH,5.1	kAraNa_xyowakaH,5.1	2	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	me	4.1	me	asmax{sarvanAma;6;eka}/asmax{sarvanAma;4;eka}	asmax{sarvanAma;4;eka}	prayojanam,5.1	prayojanam1,5.1#RaRTIsambanXaH,2.1#RaRTIsambanXaH,1.1	2	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
5.1	(aswi)	5.1	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	-#aBihiwa_karwA,2.1	2	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
6.1	.	6.1	.	-	-	-	-	2	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	maharRe	1.1	maharRe	maharRi{puM;8;eka}	maharRi{puM;8;eka}	samboXyaH,4.1	samboXyaH,4.1	3	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
2.1	wvam	2.1	wvaM	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,4.1	karwA_be_verbs,4.1	3	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
3.1	samarWaH	6.1	samarWaH	samarWa{puM;1;eka}	samarWa{puM;1;eka}	viXeya_viSeRaNam,2.1	viXeya_viSeRaNam,2.1	3	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
4.1	asi	7.1	asi	as2{karwari;lat;ma;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;ma;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1;sakarmaka	-#aBihiwa_karwA,2.1;sakarmaka	3	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
5.1	jFAwum	5.1	jFAwum	jFA1{avya;wumun;kryAxiH}	jFA1{avya;wumun;kryAxiH}	prayojanam,3.1	prayojanam1,3.1	3	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
6.1	evam-	3.1	evaM-viXaM	evaM	evaM	RaRTI-bahuvrIhiH,6.2	RaRTI-bahuvrIhiH,6.2	3	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
6.2	viXam	3.2	--	viXa{puM;2;eka}/viXa{napuM;1;eka}/viXa{napuM;2;eka}	viXa{puM;2;eka}	viSeRaNam,7.1	karma,5.1#viXeya_viSeRaNam,2.1#viSeRaNam,7.1	3	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
7.1	naram	4.1	naram	nq{puM;2;eka}/nara{puM;2;eka}	nq{puM;2;eka}	karma,5.1	karma,5.1	3	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
8.1	.	8.1	.	-	-	-	-	3	01	005	safkReparAmAyaNam	bAlakANda	sarga-1
1.1	SruwvA	6.1	SruwvA	Sru1{avya;kwvA;BvAxiH}	Sru1{avya;kwvA;BvAxiH}	pUrvakAlaH,15.1	pUrvakAlaH,12.1#pUrvakAlaH,8.1#pUrvakAlaH,15.1	1	01	006	safkReparAmAyaNam	bAlakANda	sarga-1
10.1	ca	11.1	ca	ca{avya}	ca{avya}	sambanXaH,9.1	sambanXaH,9.1	1	01	006	safkReparAmAyaNam	bAlakANda	sarga-1
11.1	Amanwrya	10.1	Amanwrya	Af_mawr1{avya;lyap;curAxiH}	Af_mawr1{avya;lyap;curAxiH}	pUrvakAlaH,15.1	pUrvakAlaH,12.1#pUrvakAlaH,8.1#pUrvakAlaH,15.1	1	01	006	safkReparAmAyaNam	bAlakANda	sarga-1
12.1	prahqRtaH	12.1	prahqRtaH	prahqRta{puM;1;eka(pra_hqR2;kwa;xivAxiH)}	prahqRta{puM;1;eka(pra_hqR2;kwa;xivAxiH)}	viSeRaNam,6.1	viSeRaNam,7.1#viSeRaNam,6.1#viSeRaNam,4.2#karwA,14.1#karma,8.1#karwA,13.1	1	01	006	safkReparAmAyaNam	bAlakANda	sarga-1
