anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
1.1	vavuH	-	vavuH	vA1{karwari;lit;pra;bahu;parasmEpaxI;axAxiH}/ve1{karwari;lit;pra;bahu;parasmEpaxI;BvAxiH}	vA1{karwari;lit;pra;bahu;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	aBihiwa_karwA,2.1	1	01	002	mahABArawam	mOsalaparvaH	-
10.1	.	-	.	-	-	-	-	1	01	002	mahABArawam	mOsalaparvaH	-
2.1	vAwAH	-	vAwAH	vAwa{puM;1;bahu(vA1;kwa;axAxiH)}/vAwA{swrI;1;bahu(vA1;kwa;axAxiH)}/vAwA{swrI;2;bahu(vA1;kwa;axAxiH)}	vAwa{puM;1;bahu(vA1;kwa;axAxiH)}	karwA,1.1	viSeRaNam,4.1#viSeRaNam,3.2#karma,9.1#karma,1.1#karwA,9.1#karwA,1.1#viSeRaNam,7.1	1	01	002	mahABArawam	mOsalaparvaH	-
3.1	sa-	-	sa-nirGAwAH	sa	sa	samAsaH,3.2	samAsaH,3.2	1	01	002	mahABArawam	mOsalaparvaH	-
3.2	nirGAwAH	-	--	nirGAwa{puM;1;bahu}/nirGAwa{puM;8;bahu}/nirGAwA{swrI;8;bahu}/nirGAwA{swrI;1;bahu}/nirGAwA{swrI;2;bahu}	nirGAwA{swrI;1;bahu}	viSeRaNam,2.1	viSeRaNam,4.1#viSeRaNam,2.1#karma,9.1#karma,2.1#karma,1.1#karwA,9.1#karwA,1.1#viSeRaNam,7.1	1	01	002	mahABArawam	mOsalaparvaH	-
4.1	rUkRAH	-	rUkRAH	rUkRa{puM;1;bahu}/rUkRA{swrI;1;bahu}/rUkRA{swrI;2;bahu}/rUkRa{puM;8;bahu}	rUkRA{swrI;1;bahu}	viSeRaNam,2.1	viSeRaNam,2.1#karma,9.1#karma,2.1#karma,1.1#karwA,9.1#karwA,1.1	1	01	002	mahABArawam	mOsalaparvaH	-
5.1	Sarkara-	-	Sarkara-varRiNaH	Sarkara	Sarkara	samAsaH,5.2	samAsaH,5.2	1	01	002	mahABArawam	mOsalaparvaH	-
5.2	varRiNaH	-	--	-	-	viSeRaNam,2.1	viSeRaNam,2.1	1	01	002	mahABArawam	mOsalaparvaH	-
6.1	apasavyAni	-	apasavyAni	apasavya{napuM;1;bahu}/apasavya{napuM;2;bahu}/apasavya{napuM;8;bahu}	apasavya{napuM;2;bahu}	viSeRaNam,8.1	viSeRaNam,8.1#karma,9.1#karma,2.1#karma,1.1#karwA,9.1#karwA,1.1	1	01	002	mahABArawam	mOsalaparvaH	-
7.1	SakunAH	-	SakunAH	Sakuna{puM;1;bahu}/Sakuna{puM;8;bahu}	Sakuna{puM;1;bahu}	karwA,9.1	karwA,9.1#karwA,1.1#karma,9.1	1	01	002	mahABArawam	mOsalaparvaH	-
8.1	maNdalAni	-	maNdalAni	maNdala{napuM;1;bahu}/maNdala{napuM;2;bahu}/maNdala{napuM;8;bahu}	maNdala{napuM;2;bahu}	karma,9.1	karma,9.1#karma,2.1#karma,1.1#karwA,9.1#karwA,1.1	1	01	002	mahABArawam	mOsalaparvaH	-
9.1	pracakrire	-	pracakrire	pra_kq2{karmaNi;lit;pra;bahu;AwmanepaxI;svAxiH}/pra_kq3{karwari{lit;pra;bahu;AwmanepaxI;wanAxiH}/pra_kq3{karmaNi{lit;pra;bahu;AwmanepaxI;wanAxiH}	pra_kq3{karwari;lit;pra;bahu;AwmanepaxI;wanAxiH}	aBihiwa_karwA,7.1;sakarmaka	-	1	01	002	mahABArawam	mOsalaparvaH	-
1.1	prawyak	-	prawyak	prawyak{avya}	prawyak{avya}	kriyAviSeRaNam,2.1	kriyAviSeRaNam,2.1	1	01	003	mahABArawam	mOsalaparvaH	-
10.1	gaganAw	-	gaganAw	gagana{napuM;5;eka}	gagana{napuM;5;eka}	apAxAnam,9.1	hewuH5,2.1#apAxAnam,2.1#apAxAnam,9.1	1	01	003	mahABArawam	mOsalaparvaH	-
11.1	Buvi	-	Buvi	BU{swrI;7;eka}	BU{swrI;7;eka}	aXikaraNam,9.1	aXikaraNam,2.1#aXikaraNam,9.1	1	01	003	mahABArawam	mOsalaparvaH	-
12.1	(Asan)	-	Asan	as1{karwari;laf;pra;bahu;parasmEpaxI;BvAxiH}/as2{karwari;laf;pra;bahu;parasmEpaxI;axAxiH}/Asan{napuM;8;eka}	as1{karwari;laf;pra;bahu;parasmEpaxI;BvAxiH}	aBihiwa_karwA,4.1	aBihiwa_karwA,4.1	1	01	003	mahABArawam	mOsalaparvaH	-
13.1	.	-	.	-	-	-	-	1	01	003	mahABArawam	mOsalaparvaH	-
2.1	UhuH	-	UhuH	vah1{karwari;lit;pra;bahu;parasmEpaxI;BvAxiH}	vah1{karwari;lit;pra;bahu;parasmEpaxI;BvAxiH}	aBihiwa_karwA,3.2;sakarmaka	aBihiwa_karwA,3.2;sakarmaka	1	01	003	mahABArawam	mOsalaparvaH	-
3.1	mahaw-	-	mahaw-naxyaH	mahaw	mahaw	samAsaH,3.2	samAsaH,3.2	1	01	003	mahABArawam	mOsalaparvaH	-
3.2	naxyaH	-	--	naxI{swrI;1;bahu}/naxI{swrI;8;bahu}	naxI{swrI;1;bahu}	karwA,2.1	viSeRaNam,6.1#viSeRaNam,4.1#viSeRaNam,8.2#sup_samucciwaH,6.1#karwA,2.1	1	01	003	mahABArawam	mOsalaparvaH	-
4.1	xiSaH	-	xiSaH	xiS{swrI;1;bahu}/xiS{swrI;2;bahu}/xiS{swrI;5;eka}/xiS{swrI;6;eka}/xiS{swrI;8;bahu}	xiS{swrI;1;bahu}	karwA,12.1	karwA,12.1#RaRTIsambanXaH,11.1#RaRTIsambanXaH,10.1#RaRTIsambanXaH,8.2#RaRTIsambanXaH,6.1#RaRTIsambanXaH,5.2#RaRTIsambanXaH,3.2#hewuH5,2.1#apAxAnam,2.1#sup_samucciwaH,6.1#muKyakarma,2.1#gONakarma,2.1#karwA,2.1	1	01	003	mahABArawam	mOsalaparvaH	-
5.1	nIhAra-	-	nIhAra-saMvqwaH	nIhAra	nIhAra	samAsaH,5.2	samAsaH,5.2	1	01	003	mahABArawam	mOsalaparvaH	-
5.2	saMvqwaH	-	--	saMvqw{puM;1;bahu}/saMvqw{puM;2;bahu}/saMvqw{puM;5;eka}/saMvqw{puM;6;eka}/saMvqwa{puM;1;eka}	saMvqw{puM;1;bahu}	viXeya_viSeRaNam,12.1	viXeya_viSeRaNam,12.1#sup_samucciwaH,6.1#RaRTIsambanXaH,11.1#RaRTIsambanXaH,10.1#RaRTIsambanXaH,8.2#RaRTIsambanXaH,6.1#RaRTIsambanXaH,4.1#RaRTIsambanXaH,3.2#hewuH5,2.1#apAxAnam,2.1#muKyakarma,2.1#gONakarma,2.1#karwA,2.1	1	01	003	mahABArawam	mOsalaparvaH	-
6.1	ulkAH	-	ulkAH	ulkA{swrI;1;bahu}/ulkA{swrI;2;bahu}/ulkA{swrI;8;bahu}	ulkA{swrI;1;bahu}	karwA,9.1	karwA,9.1#muKyakarma,2.1#gONakarma,2.1#karwA,2.1	1	01	003	mahABArawam	mOsalaparvaH	-
7.1	ca	-	ca	ca{avya}	ca{avya}	sambanXaH,6.1	sup_samuccaya_xyowakaH,6.1#sambanXaH,6.1	1	01	003	mahABArawam	mOsalaparvaH	-
8.1	afgAra-	-	afgAra-varRiNyaH	afgAra	afgAra	samAsaH,8.2	samAsaH,8.2	1	01	003	mahABArawam	mOsalaparvaH	-
8.2	varRiNyaH	-	--	varRiNI{swrI;1;bahu}	varRiNI{swrI;1;bahu}	viXeya_viSeRaNam,6.1	viXeya_viSeRaNam,6.1#viSeRaNam,6.1#viSeRaNam,4.1#viSeRaNam,3.2#karwA,2.1	1	01	003	mahABArawam	mOsalaparvaH	-
9.1	prapewuH	-	prapewuH	pra_paw1{karwari;lit;pra;bahu;parasmEpaxI;BvAxiH}/pra_pew{puM;5;eka(pi1;wqc;wuxAxiH)}/pra_pew{puM;6;eka(pi1;wqc;wuxAxiH)}/pra_pew{napuM;5;eka(pi1;wqc;wuxAxiH)}/pra_pew{napuM;6;eka(pi1;wqc;wuxAxiH)}	pra_paw1{karwari;lit;pra;bahu;parasmEpaxI;BvAxiH}	aBihiwa_karwA,6.1	aBihiwa_karwA,6.1	1	01	003	mahABArawam	mOsalaparvaH	-
1.1	AxiwyaH	-	AxiwyaH	Axiwya{puM;1;eka}	Axiwya{puM;1;eka}	karma,9.1	karma,9.1	1	01	004	mahABArawam	mOsalaparvaH	-
10.1	.	-	.	-	-	-	-	1	01	004	mahABArawam	mOsalaparvaH	-
2.1	rajasA	-	rajasA	rajas{puM;3;eka}/rajas{napuM;3;eka}	rajas{puM;3;eka}	hewuH,9.1	karwA,9.1#hewuH,9.1#hewuH,6.1#hewuH,3.1	1	01	004	mahABArawam	mOsalaparvaH	-
3.1	rAjan	-	rAjan	rAjan{puM;8;eka}/rAjaw{puM;1;eka(rAj1;Sawq_lat;BvAxiH)}	rAjan{puM;8;eka}	samboXyaH,9.1	varwamAnasamAnakAlaH,9.1#karma,9.1#samboXyaH,9.1	1	01	004	mahABArawam	mOsalaparvaH	-
4.1	sam-	-	sam-avacCanna-maNdalaH	sam	sam	samAsaH,4.2	samAsaH,4.2	1	01	004	mahABArawam	mOsalaparvaH	-
4.2	avacCanna-	-	--	-avacCanna	-avacCanna	samAsaH,4.3	samAsaH,4.3	1	01	004	mahABArawam	mOsalaparvaH	-
4.3	maNdalaH	-	--	maNdala{puM;1;eka}	maNdala{puM;1;eka}	viXeya_viSeRaNam,1.1	viSeRaNam,5.2#viSeRaNam,3.1#viSeRaNam,1.1#karma,9.1#viXeya_viSeRaNam,1.1	1	01	004	mahABArawam	mOsalaparvaH	-
5.1	vi-	-	vi-raSmiH	vi	vi	samAsaH,5.2	samAsaH,5.2	1	01	004	mahABArawam	mOsalaparvaH	-
5.2	raSmiH	-	--	raSmi{puM;1;eka}	raSmi{puM;1;eka}	viXeya_viSeRaNam,1.1	viSeRaNam,4.3#viSeRaNam,3.1#viSeRaNam,1.1#karma,9.1#viXeya_viSeRaNam,1.1	1	01	004	mahABArawam	mOsalaparvaH	-
6.1	uxaye	-	uxaye	uxaya{puM;7;eka(uw_i1;GaF;axAxiH)}	uxaya{puM;7;eka(uw_i1;GaF;axAxiH)}	kAlAXikaraNam,9.1	aXikaraNam,9.1#aXikaraNam,3.1#kAlAXikaraNam,9.1	1	01	004	mahABArawam	mOsalaparvaH	-
7.1	niwyam	-	niwyam	niwya{puM;2;eka}/niwya{napuM;1;eka}/niwya{napuM;2;eka}/niwya{avya}	niwya{avya}	kriyAviSeRaNam,9.1	kriyAviSeRaNam,9.1#kriyAviSeRaNam,6.1#kriyAviSeRaNam,3.1#karma,9.1	1	01	004	mahABArawam	mOsalaparvaH	-
8.1	kabanXEH	-	kabanXEH	kabanXa{puM;3;bahu}	kabanXa{puM;3;bahu}	karwA,9.1	karwA,9.1#hewuH,9.1#hewuH,6.1#hewuH,3.1	1	01	004	mahABArawam	mOsalaparvaH	-
9.1	samaxqSyawa	-	samaxqSyawa	sam_xqS1{karmaNi;laf;pra;eka;AwmanepaxI;BvAxiH}	sam_xqS1{karmaNi;laf;pra;eka;AwmanepaxI;BvAxiH}	aBihiwa_karma,1.1;sakarmaka	-	1	01	004	mahABArawam	mOsalaparvaH	-
1.1	pari-	-	pari-veRAH	pari	pari	samAsaH,1.2	samAsaH,1.2	1	01	005	mahABArawam	mOsalaparvaH	-
1.2	veRAH	-	--	veRa{puM;1;bahu}/veRa{puM;8;bahu}/veRA{swrI;8;bahu}/veRA{swrI;1;bahu}/veRA{swrI;2;bahu}	veRa{puM;1;bahu}	karma,3.1	viSeRaNam,9.3#viSeRaNam,6.2#karma,3.1#viSeRaNam,4.1	1	01	005	mahABArawam	mOsalaparvaH	-
10.1	.	-	.	-	-	-	-	1	01	005	mahABArawam	mOsalaparvaH	-
2.1	ca	-	ca	ca{avya}	ca{avya}	sambanXaH,1.2	sambanXaH,1.2	1	01	005	mahABArawam	mOsalaparvaH	-
3.1	xqSyanwe	-	xqSyanwe	xqS1{karmaNi;lat;pra;bahu;AwmanepaxI;BvAxiH}	xqS1{karmaNi;lat;pra;bahu;AwmanepaxI;BvAxiH}	aBihiwa_karma,1.2;sakarmaka	-	1	01	005	mahABArawam	mOsalaparvaH	-
4.1	xAruNAH	-	xAruNAH	xAruNa{puM;1;bahu}/xAruNa{puM;8;bahu}	xAruNa{puM;1;bahu}	viXeya_viSeRaNam,1.2	viSeRaNam,9.3#viSeRaNam,6.2#viSeRaNam,1.2#karma,3.1#viXeya_viSeRaNam,1.2	1	01	005	mahABArawam	mOsalaparvaH	-
5.1	canxra-	-	canxra-sUryayoH	canxra	canxra	samAsaH,5.2	samAsaH,5.2	1	01	005	mahABArawam	mOsalaparvaH	-
5.2	sUryayoH	-	--	sUryA{swrI;6;xvi}/sUrya{puM;6;xvi}/sUryA{swrI;7;xvi}/sUrya{puM;7;xvi}/sUrya{napuM;6;xvi}/sUrya{napuM;7;xvi}	sUrya{puM;6;xvi}	RaRTIsambanXaH,1.2	aXikaraNam,3.1#RaRTIsambanXaH,9.3#RaRTIsambanXaH,6.2#RaRTIsambanXaH,1.2	1	01	005	mahABArawam	mOsalaparvaH	-
6.1	wri-	-	wri-varNAH	wri	wri	samAsaH,6.2	samAsaH,6.2	1	01	005	mahABArawam	mOsalaparvaH	-
6.2	varNAH	-	--	varNa{puM;1;bahu}/varNa{puM;8;bahu}/varNA{swrI;8;bahu}/varNA{swrI;1;bahu}/varNA{swrI;2;bahu}	varNa{puM;1;bahu}	viXeya_viSeRaNam,1.2	viXeya_viSeRaNam,1.2#viSeRaNam,9.3#viSeRaNam,1.2#karma,3.1#viSeRaNam,4.1	1	01	005	mahABArawam	mOsalaparvaH	-
7.1	SyAma-	-	SyAma-rUkRAnwAH	SyAma	SyAma	samAsaH,7.2	samAsaH,7.2	1	01	005	mahABArawam	mOsalaparvaH	-
7.2	rUkRAnwAH	-	--	-	-	viXeya_viSeRaNam,1.2	viXeya_viSeRaNam,1.2	1	01	005	mahABArawam	mOsalaparvaH	-
8.1	waWA	-	waWA	waWA{avya}	waWA{avya}	sambanXaH,7.2	kriyAviSeRaNam,3.1#sambanXaH,7.2	1	01	005	mahABArawam	mOsalaparvaH	-
9.1	Basma-	-	Basma-aruNa-praBAH	Basman	Basman	samAsaH,9.2	samAsaH,9.2	1	01	005	mahABArawam	mOsalaparvaH	-
9.2	aruNa-	-	--	aruNa	aruNa	samAsaH,9.3	samAsaH,9.3	1	01	005	mahABArawam	mOsalaparvaH	-
9.3	praBAH	-	--	praBA{swrI;1;bahu}/praBA{swrI;2;bahu}/praBA{swrI;8;bahu}/praBa{puM;8;bahu}/praBa{puM;1;bahu}	praBa{puM;1;bahu}	viXeya_viSeRaNam,1.2	viXeya_viSeRaNam,1.2#viSeRaNam,6.2#viSeRaNam,4.1#viSeRaNam,1.2#karma,3.1	1	01	005	mahABArawam	mOsalaparvaH	-
1.1	ewe	-	ewe	ewax{sarvanAma;puM;1;bahu}/ewax{sarvanAma;napuM;1;xvi}/ewax{sarvanAma;napuM;2;xvi}/ewax{sarvanAma;swrI;1;xvi}/ewax{sarvanAma;swrI;2;xvi}	ewax{sarvanAma;puM;1;bahu}	samucciwaH,6.1	viSeRaNam,3.1#sup_samucciwaH,3.1#karma,8.1#viSeRaNam,12.3#viSeRaNam,7.2#viSeRaNam,6.1#viSeRaNam,5.1#samucciwaH,6.1	1	01	006	mahABArawam	mOsalaparvaH	-
10.1	ahaH	-	ahaH	ahan{napuM;1;eka}/ahan{napuM;2;eka}/ahan{napuM;8;eka}	ahan{napuM;2;eka}	awyanwasaMyoga_sambanXaH,8.1	awyanwasaMyoga_sambanXaH,11.1#awyanwasaMyoga_sambanXaH,8.1#awyanwasaMyoga_sambanXaH,3.1	1	01	006	mahABArawam	mOsalaparvaH	-
11.1	rAjan	-	rAjan	rAjan{puM;8;eka}/rAjaw{puM;1;eka(rAj1;Sawq_lat;BvAxiH)}	rAjan{puM;8;eka}	samboXyaH,8.1	varwamAnasamAnakAlaH,3.1#samboXyaH,8.1#samboXyaH,3.1	1	01	006	mahABArawam	mOsalaparvaH	-
12.1	hqxaya-	-	hqxaya-uxvega-kArakAH	hqxaya	hqxaya	samAsaH,12.2	samAsaH,12.2	1	01	006	mahABArawam	mOsalaparvaH	-
12.2	uxvega-	-	--	uxvega	uxvega	samAsaH,12.3	samAsaH,12.3	1	01	006	mahABArawam	mOsalaparvaH	-
12.3	kArakAH	-	--	kAraka{puM;8;bahu}/kAraka{puM;1;bahu}/kArakA{swrI;8;bahu}/kArakA{swrI;1;bahu}/kArakA{swrI;2;bahu}	kAraka{puM;1;bahu}	viSeRaNam,6.1	viSeRaNam,5.1#karma,8.1#viSeRaNam,7.2#viSeRaNam,6.1#viSeRaNam,3.1#viSeRaNam,1.1	1	01	006	mahABArawam	mOsalaparvaH	-
13.1	.	-	.	-	-	-	-	1	01	006	mahABArawam	mOsalaparvaH	-
2.1	ca	-	ca	ca{avya}	ca{avya}	sambanXaH,1.1	sambanXaH,1.1	1	01	006	mahABArawam	mOsalaparvaH	-
3.1	anye	-	anye	an1{karmaNi;lat;u;eka;AwmanepaxI;axAxiH}/anya{sarvanAma;puM;1;bahu}/anya{sarvanAma;napuM;1;xvi}/anya{sarvanAma;napuM;2;xvi}/anyA{sarvanAma;swrI;1;xvi}/anyA{sarvanAma;swrI;2;xvi}	anya{sarvanAma;puM;1;bahu}	viSeRaNam,6.1	viSeRaNam,1.1#karma,8.1#viSeRaNam,12.3#viSeRaNam,7.2#viSeRaNam,6.1#viSeRaNam,5.1	1	01	006	mahABArawam	mOsalaparvaH	-
4.1	ca	-	ca	ca{avya}	ca{avya}	sambanXaH,3.1	sup_samuccaya_xyowakaH,3.1#sambanXaH,3.1	1	01	006	mahABArawam	mOsalaparvaH	-
5.1	bahavaH	-	bahavaH	bahu{puM;1;bahu}/bahu{swrI;1;bahu}/bahu{swrI;2;bahu}/bahu{puM;8;bahu}/bahu{swrI;8;bahu}	bahu{puM;1;bahu}	wIvrawAxarSI,6.1	viSeRaNam,12.3#wIvrawAxarSI,6.1#viSeRaNam,7.2#viSeRaNam,6.1#karma,8.1#viSeRaNam,3.1	1	01	006	mahABArawam	mOsalaparvaH	-
6.1	uwpAwAH	-	uwpAwAH	uwpAwa{puM;1;bahu}/uwpAwa{puM;8;bahu}	uwpAwa{puM;1;bahu}	karma,8.1	karma,8.1	1	01	006	mahABArawam	mOsalaparvaH	-
7.1	Baya-	-	Baya-SaMsinaH	Baya	Baya	samAsaH,7.2	samAsaH,7.2	1	01	006	mahABArawam	mOsalaparvaH	-
7.2	SaMsinaH	-	--	SaMsin{puM;1;bahu}/SaMsin{puM;2;bahu}/SaMsin{puM;5;eka}/SaMsin{puM;6;eka}/SaMsin{puM;8;bahu}	SaMsin{puM;1;bahu}	viSeRaNam,6.1	viSeRaNam,12.3#viSeRaNam,6.1#viSeRaNam,5.1#RaRTIsambanXaH,12.3#RaRTIsambanXaH,11.1#RaRTIsambanXaH,10.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,6.1#hewuH5,11.1#hewuH5,8.1#hewuH5,3.1#viSeRaNam,3.1#karma,8.1	1	01	006	mahABArawam	mOsalaparvaH	-
8.1	xqSyanwe	-	xqSyanwe	xqS1{karmaNi;lat;pra;bahu;AwmanepaxI;BvAxiH}	xqS1{karmaNi;lat;pra;bahu;AwmanepaxI;BvAxiH}	aBihiwa_karma,6.1;sakarmaka	-	1	01	006	mahABArawam	mOsalaparvaH	-
9.1	ahaH	-	ahaH	ahan{napuM;1;eka}/ahan{napuM;2;eka}/ahan{napuM;8;eka}	ahan{napuM;2;eka}	vIpsA,10.1	vIpsA,10.1#awyanwasaMyoga_sambanXaH,11.1#awyanwasaMyoga_sambanXaH,8.1#awyanwasaMyoga_sambanXaH,3.1	1	01	006	mahABArawam	mOsalaparvaH	-
1.1	kasyaciw	-	kasyaciw	kiFciw{sarvanAma;puM;6;eka}/kiFciw{sarvanAma;napuM;6;eka}	kiFciw{sarvanAma;puM;6;eka}	viSeRaNam,4.1	viSeRaNam,8.2#viSeRaNam,4.1#RaRTIsambanXaH,10.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,8.2#RaRTIsambanXaH,6.1#RaRTIsambanXaH,5.2#RaRTIsambanXaH,4.1	1	01	007	mahABArawam	mOsalaparvaH	-
10.1	kaxanam	-	kaxanam	kaxana{napuM;1;eka}/kaxana{napuM;2;eka}	kaxana{napuM;2;eka}	karma,11.1	karma,11.1#karma,7.1#karwA,7.1	1	01	007	mahABArawam	mOsalaparvaH	-
11.1	kqwam	-	kqwam	kqwa{puM;2;eka(kq2;kwa;svAxiH)}/kqwa{napuM;1;eka(kq2;kwa;svAxiH)}/kqwa{napuM;2;eka(kq2;kwa;svAxiH)}/kqwa{puM;2;eka(kq3;kwa;wanAxiH)}/kqwa{napuM;1;eka(kq3;kwa;wanAxiH)}/kqwa{napuM;2;eka(kq3;kwa;wanAxiH)}	kqwa{puM;2;eka(kq2;kwa;svAxiH)}	karma,7.1	viSeRaNam,10.1#karma,7.1#karwA,7.1	1	01	007	mahABArawam	mOsalaparvaH	-
12.1	(ananwaram)	-	ananwaram	ananwara{puM;2;eka}/ananwara{napuM;1;eka}/ananwara{napuM;2;eka}/ananwaram{avya}	ananwaram{avya}	kriyAviSeRaNam,7.1	kriyAviSeRaNam,7.1	1	01	007	mahABArawam	mOsalaparvaH	-
13.1	.	-	.	-	-	-	-	1	01	007	mahABArawam	mOsalaparvaH	-
2.1	wu	-	wu	wu{avya}	wu{avya}	sambanXaH,1.1	sambanXaH,1.1	1	01	007	mahABArawam	mOsalaparvaH	-
3.1	aWa	-	aWa	aWa{avya}	aWa{avya}	sambanXaH,7.1	sambanXaH,7.1	1	01	007	mahABArawam	mOsalaparvaH	-
4.1	kAlasya	-	kAlasya	kAla{puM;6;eka}/kAla{napuM;6;eka}	kAla{puM;6;eka}	RaRTIsambanXaH,12.1	RaRTIsambanXaH,12.1#RaRTIsambanXaH,10.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,8.2#RaRTIsambanXaH,6.1#RaRTIsambanXaH,5.2	1	01	007	mahABArawam	mOsalaparvaH	-
5.1	kuru-	-	kuru-rAjaH	kuru	kuru	samAsaH,5.2	samAsaH,5.2	1	01	007	mahABArawam	mOsalaparvaH	-
5.2	rAjaH	-	--	rAja{puM;1;eka}	rAja{puM;1;eka}	viSeRaNam,6.1	viSeRaNam,6.1#karwA,7.1	1	01	007	mahABArawam	mOsalaparvaH	-
6.1	yuXiRTiraH	-	yuXiRTiraH	yuXiRTira{puM;1;eka}	yuXiRTira{puM;1;eka}	karwA,7.1	karwA,7.1	1	01	007	mahABArawam	mOsalaparvaH	-
7.1	SuSrAva	-	SuSrAva	Sru1{karwari;lit;u;eka;parasmEpaxI;BvAxiH}/Sru1{karwari;lit;pra;eka;parasmEpaxI;BvAxiH}	Sru1{karwari;lit;pra;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,6.1;sakarmaka	-	1	01	007	mahABArawam	mOsalaparvaH	-
8.1	vqRNi-	-	vqRNi-cakrasya	vqRNi	vqRNi	samAsaH,8.2	samAsaH,8.2	1	01	007	mahABArawam	mOsalaparvaH	-
