anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
10.1	gAnXArI	8	gAnXArI	gAnXArI{swrI;1;eka}/gAnXAri{puM;1;xvi}/gAnXAri{puM;2;xvi}/gAnXAri{puM;8;xvi}	gAnXArI{swrI;1;eka}	karwA,8.1	karwA,8.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
11.1	ca	9	ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,3.1	samuccaya_xyowakaH,3.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
12.1	yaSasvinI	10	yaSasvinI	yaSasvin{napuM;1;xvi}/yaSasvin{napuM;2;xvi}/yaSasvinI{swrI;1;eka}/yaSasvin{napuM;8;xvi}	yaSasvinI{swrI;1;eka}	viSeRaNam,10.1	viSeRaNam,10.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
13.1	.	.	-	-	-	-	-	1	01	002	mahABArawam	ASramavAsikaparvaH	-
2.1	hi	2	hi	hi{avya}	hi{avya}	sambanXaH,8.1	sambanXaH,8.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
3.1	rAjA	3	rAjA	rAjan{puM;1;eka}	rAjan{puM;1;eka}	samucciwaH,10.1	samucciwaH,10.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
4.1	hawa-	4	hawa-AmAwyaH	hawa	hawa	@Bs6,4.2	@Bs6,4.2	1	01	002	mahABArawam	ASramavAsikaparvaH	-
4.2	AmAwyaH	-	-	AmAwya{puM;1;eka}	AmAwya{puM;1;eka}	viSeRaNam,3.1	viSeRaNam,3.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
5.1	hawa-	5	hawa-puwraH	hawa	hawa	@Bs6,5.2	@Bs6,5.2	1	01	002	mahABArawam	ASramavAsikaparvaH	-
5.2	puwraH	-	-	puwra{puM;1;eka}	puwra{puM;1;eka}	viSeRaNam,3.1	viSeRaNam,3.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
6.1	nirASrayaH	6	nirASrayaH	nirASraya{puM;1;eka}	nirASraya{puM;1;eka}	viSeRaNam,3.1	viSeRaNam,3.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
7.1	kaWam	7	kaWam	kaWam{avya}	kaWam{avya}	kriyAviSeRaNam,8.1	kriyAviSeRaNam,8.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
8.1	AsIw	-	AsIw	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,10.1;sakarmaka	aBihiwa_karwA,10.1;sakarmaka	1	01	002	mahABArawam	ASramavAsikaparvaH	-
9.1	hawa-	-	hawa-ESvaryaH	hawa	hawa	@Bs6,9.2	@Bs6,9.2	1	01	002	mahABArawam	ASramavAsikaparvaH	-
9.2	ESvaryaH	-	-	ESvarI{swrI;1;bahu}/ESvarI{swrI;8;bahu}/ESvarya{puM;1;eka}	ESvarya{puM;1;eka}	viSeRaNam,3.1	viSeRaNam,3.1	1	01	002	mahABArawam	ASramavAsikaparvaH	-
1.1	kiyanwaM	1	kiyanwaM	kiyaw{puM;2;eka}	kiyaw{puM;2;eka}	viSeRaNam,4.1	viSeRaNam,4.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
10.1	rAjye	9	rAjye	rAjya{napuM;1;xvi}/rAjya{napuM;2;xvi}/rAj1{BAve;lat;u;eka;AwmanepaxI;rAjqz;:BvAxiH}/rAjya{napuM;8;xvi}/rAjya{napuM;7;eka}	rAjya{napuM;7;eka}	xeSAXikaraNam,9.1	xeSAXikaraNam,9.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
11.1	mahAwmAnaH	10	mahAwmAnaH	mahAwman{puM;1;bahu}	mahAwman{puM;1;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
12.1	waw	-	waw	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;2;eka}	karma,14.1;sambanXaH,9.2	karma,14.1;sambanXaH,9.2	1	01	003	mahABArawam	ASramavAsikaparvaH	-
13.1	me	-	me	asmax{sarvanAma;6;eka}/asmax{sarvanAma;4;eka}	asmax{sarvanAma;4;eka}	sampraxAnam,14.1	sampraxAnam,14.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
14.1	vyAKyAwum	11	vyAKyAwum	cakR1{avya;wumun;cakRizf;:axAxiH}/KyA1{avya;wumun;KyA;:axAxiH}	vi_Af_cakR1{avya;wumun;cakRizf;:axAxiH}	sahAyakakriyA,15.1	sahAyakakriyA,15.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
15.1	arhasi	-	arhasi	arh1{karwari;lat;ma;eka;parasmEpaxI;arhaz;:BvAxiH}/arh2{karwari;lat;ma;eka;parasmEpaxI;arhaz;:curAxiH}	arh1{karwari;lat;ma;eka;parasmEpaxI;arhaz;:BvAxiH}	aBihiwa_karwA,16.1;sakarmaka	aBihiwa_karwA,16.1;sakarmaka	1	01	003	mahABArawam	ASramavAsikaparvaH	-
16.1	(wvam)	-	-	-	yuRmax{sarvanAma;1;eka}	karwA,15.1	karwA,15.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
17.1	.	.	-	-	-	-	-	1	01	003	mahABArawam	ASramavAsikaparvaH	-
2.1	ca	2	ca	ca{avya}	ca{avya}	sambanXaH,4.1	sambanXaH,4.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
3.1	eva	-	eva	eva{avya}	eva{avya}	sambanXaH,4.1	sambanXaH,4.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
4.1	kAlaM	3	kAlaM	kAla{puM;2;eka}/kAla{napuM;1;eka}/kAla{napuM;2;eka}	kAla{puM;2;eka}	karma,9.1	karma,9.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
5.1	we	4	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;1;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
6.1	piwaraH	5	piwaro	piwq{puM;1;bahu}/piwq{puM;2;bahu}/piwq{puM;8;bahu}	piwq{puM;1;bahu}	karwA,9.2	karwA,9.2	1	01	003	mahABArawam	ASramavAsikaparvaH	-
7.1	mama	6	mama	asmax{sarvanAma;6;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,8.1	RaRTIsambanXaH,8.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
8.1	pUrvakAH	7	pUrvakAH	pUrva{ka;puM;1;bahu}/pUrva{ka;swrI;1;bahu}/pUrva{ka;swrI;2;bahu}/pUrvaka{puM;1;bahu}	pUrvaka{puM;1;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
9.1	sWiwAH	8	sWiwA	sWiwa{puM;1;bahu(RWA1;kwa;RWA;:BvAxiH)}/sWiwA{swrI;1;bahu(RWA1;kwa;RWA;:BvAxiH)}/sWiwA{swrI;2;bahu(RWA1;kwa;RWA;:BvAxiH)}	sWiwa{puM;1;bahu(RWA1;kwa;RWA;:BvAxiH)}	viXeya_viSeRaNam,6.1	viXeya_viSeRaNam,6.1	1	01	003	mahABArawam	ASramavAsikaparvaH	-
9.2	(Asan)	-	-	-	-	aBihiwa_karwA,6.1;sakarmaka	aBihiwa_karwA,6.1;sakarmaka	1	01	003	mahABArawam	ASramavAsikaparvaH	-
1.1	prApya	1	prApya	Ap1{avya;lyap;ApLz;:svAxiH}/Ap1{avya;lyap;ApLz;:svAxiH}/Ap2{avya;lyap;ApLz;:curAxiH}/Ap2{avya;lyap;ApLz;:curAxiH}	pra_Ap2{avya;lyap;ApLz;:svAxiH}	pUrvakAlaH,9.1	pUrvakAlaH,9.1	1	01	004	mahABArawam	ASramavAsikaparvaH	-
10.1	.	.	-	-	-	-	-	1	01	004	mahABArawam	ASramavAsikaparvaH	-
2.1	rAjyaM	2	rAjyaM	rAjya{napuM;1;eka}/rAjya{napuM;2;eka}	rAjya{napuM;2;eka}	karma,1.1	karma,1.1	1	01	004	mahABArawam	ASramavAsikaparvaH	-
3.1	mahAwmAnaH	3	mahAwmAnaH	mahAwman{puM;1;bahu}	mahAwman{puM;1;bahu}	viSeRaNam,4.1	viSeRaNam,4.1	1	01	004	mahABArawam	ASramavAsikaparvaH	-
4.1	pANdavAH	4	pANdavA	pANdava{puM;1;bahu}/pANdava{puM;8;bahu}	pANdava{puM;1;bahu}	karwA,9.1	karwA,9.1	1	01	004	mahABArawam	ASramavAsikaparvaH	-
5.1	hawa-	5	hawa-SawravaH	hawa	hawa	@Bs3,5.2	@Bs3,5.2	1	01	004	mahABArawam	ASramavAsikaparvaH	-
5.2	SawravaH	-	-	Sawru{puM;1;bahu}	Sawru{puM;1;bahu}	viSeRaNam,4.1	viSeRaNam,4.1	1	01	004	mahABArawam	ASramavAsikaparvaH	-
6.1	XqwarARtraM	6	XqwarARtraM	XqwarARtra{puM;2;eka}	XqwarARtra{puM;2;eka}	karma,7.1	karma,7.1	1	01	004	mahABArawam	ASramavAsikaparvaH	-
7.1	puraskqwya	7	puraskqwya	kq3{avya;lyap;dukqF;:wanAxiH}	puras_kq3{avya;lyap;dukqF;:wanAxiH}	pUrvakAlaH,9.1	pUrvakAlaH,9.1	1	01	004	mahABArawam	ASramavAsikaparvaH	-
8.1	pqWivIM	8	pqWivIM	pqWivI{swrI;2;eka}	pqWivI{swrI;2;eka}	karma,9.1	karma,9.1	1	01	004	mahABArawam	ASramavAsikaparvaH	-
9.1	paryapAlayan	9	paryapAlayan	pari_pAl1{karwari;laf;pra;bahu;AwmanepaxI;pAlaz;:curAxiH}	pari_pAl1{karwari;laf;pra;bahu;AwmanepaxI;pAlaz;:curAxiH}	aBihiwa_karwA,4.1;sakarmaka	aBihiwa_karwA,4.1;sakarmaka	1	01	004	mahABArawam	ASramavAsikaparvaH	-
1.1	XqwarARtram	1	XqwarARtram	XqwarARtra{puM;2;eka}	XqwarARtra{puM;2;eka}	karma,2.1	karma,2.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
10.1	vESyA-	5	vESyA-puwraH	vESyA	vESyA	@T6,10.2	@T6,10.2	1	01	005	mahABArawam	ASramavAsikaparvaH	-
10.2	puwraH	-	-	puwra{puM;1;eka}	puwra{puM;1;eka}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
11.1	saH	6	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
12.1	kOravaH	7	kOravaH	kOrava{puM;1;eka}	kOrava{puM;1;eka}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
13.1	.	.	-	-	-	-	-	1	01	005	mahABArawam	ASramavAsikaparvaH	-
2.1	upAwiRTaw	-	upAwiRTaw	upa_RWA1{karwari;laf;pra;eka;parasmEpaxI;RWA;:BvAxiH}	upa_RWA1{karwari;laf;pra;eka;parasmEpaxI;RWA;:BvAxiH}	aBihiwa_karwA,6.1;sakarmaka	aBihiwa_karwA,6.1;sakarmaka	1	01	005	mahABArawam	ASramavAsikaparvaH	-
3.1	vixuraH	-	vixuraH	vixura{puM;1;eka}	vixura{puM;1;eka}	samucciwaH,6.1	samucciwaH,6.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
4.1	saFjayaH	2	saFjayaH	saFjaya{puM;1;eka}	saFjaya{puM;1;eka}	samucciwaH,6.1	samucciwaH,6.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
5.1	waWA	-	waWA	waWA{avya}	waWA{avya}	sambanXaH,3.1	sambanXaH,3.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
6.1	yuyuwsuH	3	yuyuwsuH	yuyuwsu{puM;1;eka}	yuyuwsu{puM;1;eka}	karwA,2.1	karwA,2.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
7.1	ca	-	ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,4.1	samuccaya_xyowakaH,4.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
8.1	api	-	api	api{avya}	api{avya}	sambanXaH,7.1	sambanXaH,7.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
9.1	meXAvI	4	meXAvI	meXAvin{puM;1;eka}	meXAvin{puM;1;eka}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	005	mahABArawam	ASramavAsikaparvaH	-
1.1	pANdavAH	1	pANdavAH	pANdava{puM;1;bahu}/pANdava{puM;8;bahu}	pANdava{puM;1;bahu}	karwA,3.1	karwA,3.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
10.1	varRANi	8	varRANi	vqR1{karwari;lot;u;eka;parasmEpaxI;vqRuz;:BvAxiH}/vi_qR1{karwari;lot;u;eka;parasmEpaxI;qRIz;:wuxAxiH}/varRa{napuM;2;bahu}	varRa{napuM;2;bahu}	kAlAXikaraNam,7.1	kAlAXikaraNam,7.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
11.1	xaSa	9	xaSa	xaSan{saMKyeyam;1;bahu}/xaSan{saMKyeyam;2;bahu}/xanS1{karwari;lot;ma;eka;parasmEpaxI;xanSaz;:BvAxiH}	xaSan{saMKyeyam;2;bahu}	samucciwaH,12.1	samucciwaH,12.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
12.1	paFca	10	paFca	paFcan{saMKyeyam;1;bahu}/paFcan{saMKyeyam;2;bahu}/pac3{karwari;lot;ma;eka;parasmEpaxI;paciz;:curAxiH}	paFcan{saMKyeyam;2;bahu}	viSeRaNam,10.1	viSeRaNam,10.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
13.1	ca	11	ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,12.1	samuccaya_xyowakaH,12.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
14.1	(pANdavAH)	-	-	pANdava{puM;1;bahu}/pANdava{puM;8;bahu}	pANdava{puM;1;bahu}	karwA,7.1	karwA,7.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
15.1	.	.	-	-	-	-	-	1	01	006	mahABArawam	ASramavAsikaparvaH	-
2.1	sarva-	2	sarva-kAryANi	sarva	sarva	@K1,2.2	@K1,2.2	1	01	006	mahABArawam	ASramavAsikaparvaH	-
2.2	kAryANi	-	-	kArya{napuM;8;bahu}/kArya{napuM;1;bahu}/kArya{napuM;2;bahu}	kArya{napuM;2;bahu}	karma,3.1;karma,7.1	karma,3.1;karma,7.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
3.1	sampqcCanwi	3	sampqcCanwi	sam_praC1{karwari;lat;pra;bahu;parasmEpaxI;praCaz;:wuxAxiH}	sam_praC1{karwari;lat;pra;bahu;parasmEpaxI;praCaz;:wuxAxiH}	aBihiwa_karwA,1;sakarmaka	aBihiwa_karwA,1;sakarmaka	1	01	006	mahABArawam	ASramavAsikaparvaH	-
4.1	sma	4	sma	sma{avya}	sma{avya}	sambanXaH,3.1	sambanXaH,3.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
5.1	waM	5	waM	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
6.1	nqpaM	6	nqpaM	nqpa{puM;2;eka}	nqpa{puM;2;eka}	karma,3.1	karma,3.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
7.1	cakruH	7	cakruH	kq1{karwari;lit;pra;bahu;parasmEpaxI;kqF;:BvAxiH}/kq2{karwari;lit;pra;bahu;parasmEpaxI;kqF;:svAxiH}/kq3{karwari;lit;pra;bahu;parasmEpaxI;dukqF;:wanAxiH}	kq1{karwari;lit;pra;bahu;parasmEpaxI;kqF;:BvAxiH}	aBihiwa_karwA,14.1;sakarmaka	aBihiwa_karwA,14.1;sakarmaka	1	01	006	mahABArawam	ASramavAsikaparvaH	-
8.1	wena	-	wena	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;:wanAxiH}	wax{sarvanAma;puM;3;eka}	karwA,9.1	karwA,9.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
9.1	aByanujFAwAH	-	aByanujFAwAH	anujFA{wal;swrI;1;eka}/anujFAwq{puM;1;eka(jFA1;wqc;jFA;:kryAxiH)}/anujFAwA{swrI;1;eka(jFA1;kwa;jFA;:kryAxiH)}	aBi_anujFAwa{puM;1;bahu}	viSeRaNam,14.1	viSeRaNam,14.1	1	01	006	mahABArawam	ASramavAsikaparvaH	-
1.1	saxA	1	saxA	saxA{avya}	saxA{avya}	kAlAXikaraNam,3.1	kAlAXikaraNam,3.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
10.1	kqwvA	10	kqwvA	kq2{avya;kwvA;kqF;:svAxiH}/kq3{avya;kwvA;dukqF;:wanAxiH}/kq1{avya;kwvA;kqF;:BvAxiH}	kq2{avya;kwvA;kqF;:svAxiH}	pUrvakAlaH,6.1	pUrvakAlaH,6.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
11.1	XarmarAjamawe	11	XarmarAjamawe	XarmarAjamawa{puM;7;eka}	XarmarAjamawa{puM;7;eka}	aXikaraNam,12.1	aXikaraNam,12.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
12.1	sWiwAH	12	sWiwAH	sWiwa{puM;1;bahu(RWA1;kwa;RWA;:BvAxiH)}/sWiwA{swrI;1;bahu(RWA1;kwa;RWA;:BvAxiH)}/sWiwA{swrI;2;bahu(RWA1;kwa;RWA;:BvAxiH)}	sWiwa{puM;1;bahu(RWA1;kwa;RWA;:BvAxiH)}	viSeRaNam,5.1	viSeRaNam,5.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
13.1	.	.	-	-	-	-	-	1	01	007	mahABArawam	ASramavAsikaparvaH	-
2.1	hi	2	hi	hi{avya}	hi{avya}	sambanXaH,1.1	sambanXaH,1.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
3.1	gawvA	3	gawvA	gam1{avya;kwvA;gamLz;:BvAxiH}	gam1{avya;kwvA;gamLz;:BvAxiH}	pUrvakAlaH,6.1	pUrvakAlaH,6.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
4.1	we	4	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;1;bahu}	viSeRaNam,5.1	viSeRaNam,5.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
5.1	vIrAH	5	vIrAH	vIra{puM;1;bahu}/vIrA{swrI;1;bahu}/vIrA{swrI;2;bahu}/vIra{puM;8;bahu}/vIrA{swrI;8;bahu}	vIra{puM;1;bahu}	karwA,6.1	karwA,6.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
6.1	paryupAsanwa	6	paryupAsanwa	pari_upa_As1{karwari;laf;pra;bahu;AwmanepaxI;Asaz;:axAxiH}	pari_upa_As1{karwari;laf;pra;bahu;AwmanepaxI;Asaz;:axAxiH}	aBihiwa_karwA,5.1;sakarmaka	aBihiwa_karwA,5.1;sakarmaka	1	01	007	mahABArawam	ASramavAsikaparvaH	-
7.1	waM	7	waM	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	viSeRaNam,8.1	viSeRaNam,8.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
8.1	nqpam	8	nqpam	nqpa{puM;2;eka}	nqpa{puM;2;eka}	karma,6.1	karma,6.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
9.1	pAxa-	9	pAxa-aBivanxanaM	pAxa	pAxa	@T6,9.2	@T6,9.2	1	01	007	mahABArawam	ASramavAsikaparvaH	-
9.2	aBivanxanaM	-	-	aBivanxana{napuM;1;eka}/aBivanxana{napuM;2;eka}/aBivanxana{puM;2;eka}	aBivanxana{napuM;2;eka}	karma,10.1	karma,10.1	1	01	007	mahABArawam	ASramavAsikaparvaH	-
1.1	we(pANdavAH)	1	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;4;eka}/yuRmax{sarvanAma;6;eka}	wax{sarvanAma;puM;1;bahu}	karwA,5.1	karwA,5.1	2	01	007	mahABArawam	ASramavAsikaparvaH	-
2.1	mUrXni	2	mUrXni	mUrXna{napuM;7;eka}	mUrXna{puM;7;eka}	aXikaraNam,3.1	aXikaraNam,3.1	2	01	007	mahABArawam	ASramavAsikaparvaH	-
3.1	samupAGrAwAH	3	samupAGrAwAH	samupAGrAwa{puM;1;bahu}	samupAGrAwa{puM;1;bahu}	viSeRaNam,1.1	viSeRaNam,1.1	2	01	007	mahABArawam	ASramavAsikaparvaH	-
4.1	sarva-	4	sarva-kAryANi	sarva	sarva	@K1,4.2	@K1,4.2	2	01	007	mahABArawam	ASramavAsikaparvaH	-
4.2	kAryANi	-	-	kArya{napuM;8;bahu}/kArya{napuM;1;bahu}/kArya{napuM;2;bahu}	kArya{napuM;2;bahu}	karma,5.1	karma,5.1	2	01	007	mahABArawam	ASramavAsikaparvaH	-
5.1	cakrire	5	cakrire	kq1{karwari;lit;pra;bahu;AwmanepaxI;kqF;:BvAxiH}/kq2{karwari;lit;pra;bahu;AwmanepaxI;kqF;:svAxiH}/kq3{karwari;lit;pra;bahu;AwmanepaxI;dukqF;:wanAxiH}/kQ2{karwari;lit;pra;bahu;AwmanepaxI;kQF;:kryAxiH}	kq1{karwari;lit;pra;bahu;AwmanepaxI;kqF;:BvAxiH}	aBihiwa_karwA,1.1;sakarmaka	aBihiwa_karwA,1.1;sakarmaka	2	01	007	mahABArawam	ASramavAsikaparvaH	-
6.1	.	.	-	-	-	-	-	2	01	007	mahABArawam	ASramavAsikaparvaH	-
1.1	kunwiBoja-	-	kunwiBoja-suwA	kunwiBoja	kunwiBoja	@T6,1.2	@T6,1.2	1	01	008	mahABArawam	ASramavAsikaparvaH	-
1.2	suwA	-	-	suwA{swrI;1;eka}/suwA{swrI;1;eka(Su1;kwa;Su;:BvAxiH)}/suwA{swrI;1;eka(Ru2;kwa;Ru;:axAxiH)}	suwA{swrI;1;eka}	karwA,5.1	karwA,5.1	1	01	008	mahABArawam	ASramavAsikaparvaH	-
2.1	ca	2	ca	ca{avya}	ca{avya}	sambanXaH,1.2	sambanXaH,1.2	1	01	008	mahABArawam	ASramavAsikaparvaH	-
3.1	eva	-	eva	eva{avya}	eva{avya}	sambanXaH,2.1	sambanXaH,2.1	1	01	008	mahABArawam	ASramavAsikaparvaH	-
4.1	gAnXArIm	3	gAnXArIm	gAnXArI{swrI;2;eka}	gAnXArI{swrI;2;eka}	karma,5.1	karma,5.1	1	01	008	mahABArawam	ASramavAsikaparvaH	-
5.1	anvavarwawa	-	anvavarwawa	anu_vqw1{karwari;laf;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	anu_vqw1{karwari;laf;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	aBihiwa_karwA,1.2;sakarmaka	aBihiwa_karwA,1.2;sakarmaka	1	01	008	mahABArawam	ASramavAsikaparvaH	-
6.1	.	.	-	-	-	-	-	1	01	008	mahABArawam	ASramavAsikaparvaH	-
1.1	xrOpaxI	4	xrOpaxI	xrOpaxI{swrI;1;eka}	xrOpaxI{swrI;1;eka}	samucciwaH,8.2	samucciwaH,8.2	2	01	008	mahABArawam	ASramavAsikaparvaH	-
10.1	vqwwim	11	vqwwim	vqwwi{swrI;2;eka}	vqwwi{swrI;2;eka}	karma,11.1	karma,11.1	2	01	008	mahABArawam	ASramavAsikaparvaH	-
