anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
1.1	(wvam)	-	-	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,3.1	karwA_be_verbs,3.1#karwA,3.1	1	01	006	1000 @Sentences	-	-
2.1	a-	-	a-wiWi-xevaH	a	a	naFwawpuruRasamAsaH,2.2	naFwawpuruRasamAsaH,2.2	1	01	006	1000 @Sentences	-	-
2.2	wiWi-	-	--	wiWi	wiWi	wawpuruRasamAsaH,2.3	wawpuruRasamAsaH,2.3	1	01	006	1000 @Sentences	-	-
2.3	xevaH	-	--	xeva{puM;1;eka}/xevq{puM;8;eka}/xevq{napuM;8;eka}/xevq{napuM;1;eka}/xevq{napuM;2;eka}/xevq{swrI;8;eka}	xeva{puM;1;eka}	viXeya_viSeRaNam,1.1	viXeya_viSeRaNam,1.1#viSeRaNam,3.1	1	01	006	1000 @Sentences	-	-
3.1	Bava	-	Bava	BU1{karwari;lot;ma;eka;parasmEpaxI;BvAxiH}/Bava{puM;8;eka}	BU1{karwari;lot;ma;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,1.1	-	1	01	006	1000 @Sentences	-	-
1.1	awwA	-	awwA	ax2{karwari;lut;pra;eka;parasmEpaxI;axAxiH}/ax2{karmaNi;lut;pra;eka;AwmanepaxI;axAxiH}/awwq{puM;1;eka(ax2;wqc;axAxiH)}	awwq{puM;1;eka(ax2;wqc;axAxiH)}	karwA,3.1	karwA,3.1	1	01	007	1000 @Sentences	-	-
2.1	annam	-	annam	anna{napuM;1;eka}/anna{napuM;2;eka}	anna{napuM;2;eka}	karma,3.1	karma,3.1#karwA,3.1	1	01	007	1000 @Sentences	-	-
3.1	awwi	-	awwi	ax2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	ax2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,1.1;sakarmaka	-	1	01	007	1000 @Sentences	-	-
4.1	.	-	.	-	-	-	-	1	01	007	1000 @Sentences	-	-
1.1	awra	-	awra	awra{avya}	awra{avya}	xeSAXikaraNam,4.1	xeSAXikaraNam,4.1	1	01	008	1000 @Sentences	-	-
2.1	jalasya	-	jalasya	jala{napuM;6;eka}	jala{napuM;6;eka}	RaRTIsambanXaH,3.1	RaRTIsambanXaH,3.1#karma,3.1	1	01	008	1000 @Sentences	-	-
3.1	pravAhaH	-	pravAhaH	pravAha{puM;1;eka}	pravAha{puM;1;eka}	karwA,4.1	karwA_be_verbs,4.1#karwA,4.1	1	01	008	1000 @Sentences	-	-
4.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,3.1	-	1	01	008	1000 @Sentences	-	-
5.1	.	-	.	-	-	-	-	1	01	008	1000 @Sentences	-	-
1.1	awra	-	awra	awra{avya}	awra{avya}	xeSAXikaraNam,4.1	xeSAXikaraNam,5.1#xeSAXikaraNam,4.1	1	01	009	1000 @Sentences	-	-
2.1	wvam	-	wvaM	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,4.1	karwA,5.1#karwA,4.1	1	01	009	1000 @Sentences	-	-
3.1	kim-	-	kim-arWaM	kim	kim	cawurWI-wawpuruRaH,3.2	cawurWI-wawpuruRaH,3.2	1	01	009	1000 @Sentences	-	-
3.2	arWam	-	--	arWa{puM;2;eka}/arWa{napuM;1;eka}/arWa{napuM;2;eka}	arWa{puM;2;eka}	prayojanam,4.1	prayojanam1,5.1#prayojanam1,4.1#prayojanam,4.1	1	01	009	1000 @Sentences	-	-
4.1	wiRTasi	-	wiRTasi	RWA1{karwari;lat;ma;eka;parasmEpaxI;BvAxiH}	RWA1{karwari;lat;ma;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,2.1	aBihiwa_karwA,2.1	1	01	009	1000 @Sentences	-	-
5.1	vaxa	-	vaxa	vax1{karwari;lot;ma;eka;parasmEpaxI;BvAxiH}/vaxa{puM;8;eka}/vaxa{napuM;8;eka}	vax1{karwari;lot;ma;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,2.1	aBihiwa_karwA,2.1	1	01	009	1000 @Sentences	-	-
1.1	awra	-	awra	awra{avya}	awra{avya}	xeSAXikaraNam,4.1	xeSAXikaraNam,4.1	1	01	010	1000 @Sentences	-	-
2.1	xIpaH	-	xIpaH	xIpa{puM;1;eka}	xIpa{puM;1;eka}	karwA,4.1	karwA_be_verbs,4.1#karwA,4.1	1	01	010	1000 @Sentences	-	-
3.1	na	-	na	na{avya}	na{avya}	prawiReXaH,4.1	prawiReXaH,4.1	1	01	010	1000 @Sentences	-	-
4.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	-	1	01	010	1000 @Sentences	-	-
1.1	(wvam)	-	-	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,4.1	karwA,4.1	1	01	011	1000 @Sentences	-	-
2.1	awra	-	awra	awra{avya}	awra{avya}	xeSAXikaraNam,4.1	xeSAXikaraNam,4.1	1	01	011	1000 @Sentences	-	-
3.1	xIpam	-	xIpaM	xIpa{puM;2;eka}	xIpa{puM;2;eka}	karma,4.1	karma,4.1	1	01	011	1000 @Sentences	-	-
4.1	paSya	-	paSya	xqS1{karwari;lot;ma;eka;parasmEpaxI;BvAxiH}	xqS1{karwari;lot;ma;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,1.1;sakarmaka	-	1	01	011	1000 @Sentences	-	-
1.1	awra	-	awra	awra{avya}	awra{avya}	xeSAXikaraNam,4.1	xeSAXikaraNam,4.1#xeSAXikaraNam,4.1	1	01	012	1000 @Sentences	-	-
2.1	bAlakaH	-	bAlakaH	bAlaka{puM;1;eka}	bAlaka{puM;1;eka}	karwA,4.1	karwA,4.1#karwA_be_verbs	1	01	012	1000 @Sentences	-	-
3.1	na	-	na	na{avya}	na{avya}	prawiReXaH,4.1	prawiReXaH,4.1	1	01	012	1000 @Sentences	-	-
4.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	-	1	01	012	1000 @Sentences	-	-
1.1	awra	-	awra	awra{avya}	awra{avya}	xeSAXikaraNam,4.1	xeSAXikaraNam,4.1	1	01	013	1000 @Sentences	-	-
2.1	SuxXam	-	SuxXam	SuxXa{puM;2;eka}/SuxXa{napuM;1;eka}/SuxXa{napuM;2;eka}	SuxXa{napuM;1;eka}	viSeRaNam,3.1	viSeRaNam,3.1#karwA_be_verbs,4.1	1	01	013	1000 @Sentences	-	-
3.1	jalam	-	jalam	jala{napuM;2;eka}/jala{napuM;1;eka}	jala{napuM;1;eka}	karwA,4.1	karwA_be_verbs,4.1#karwA,4.1	1	01	013	1000 @Sentences	-	-
4.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,3.1	-	1	01	013	1000 @Sentences	-	-
1.1	awra	-	awra	awra{avya}	awra{avya}	xeSAXikaraNam,2.1	xeSAXikaraNam,2.1	1	01	014	1000 @Sentences	-	-
2.1	sWiwvA	-	sWiwvA	RWA1{avya;kwvA;BvAxiH}	RWA1{avya;kwvA;BvAxiH}	pUrvakAlaH,6.1	pUrvakAlaH,6.1	1	01	014	1000 @Sentences	-	-
3.1	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,6.1;karwA,2.1	karwA,6.1;karwA,2.1	1	01	014	1000 @Sentences	-	-
4.1	kim	-	kiM	kim{avya}/kim{sarvanAma;napuM;1;eka}/kim{sarvanAma;napuM;2;eka}}	kim{sarvanAma;napuM;2;eka}	karma,6.1	karma,6.1#karma,5.1#sambanXaH,6.1#prayojanam1,6.1#prayojanam1,5.1	1	01	014	1000 @Sentences	-	-
5.1	karwum	-	karwum	kq3{avya;wumun;wanAxiH}	kq3{avya;wumun;wanAxiH}	iRkarma,6.1	iRkarma,6.1	1	01	014	1000 @Sentences	-	-
6.1	icCawi	-	icCawi	iR2{karwari;lat;pra;eka;parasmEpaxI;wuxAxiH}	iR2{karwari;lat;pra;eka;parasmEpaxI;wuxAxiH}	aBihiwa_karwA,3.1;sakarmaka	-	1	01	014	1000 @Sentences	-	-
1.1	awra	-	awra	awra{avya}	awra{avya}	xeSAXikaraNam,2.1	xeSAXikaraNam,2.1	1	01	015	1000 @Sentences	-	-
2.1	sWiwvA	-	sWiwvA	RWA1{avya;kwvA;BvAxiH}	RWA1{avya;kwvA;BvAxiH}	pUrvakAlaH,5.1	pUrvakAlaH,5.1	1	01	015	1000 @Sentences	-	-
3.1	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,5.1;karwA,2.1	karwA,5.1;karwA,2.1	1	01	015	1000 @Sentences	-	-
4.1	Xarma-	-	Xarma-pracAraM	Xarma	Xarma	samAsaH,4.2	samAsaH,4.2	1	01	015	1000 @Sentences	-	-
4.2	pracAram	-	--	pracAra{puM;2;eka}/pracAra{napuM;1;eka}/pracAra{napuM;2;eka}	pracAra{puM;2;eka}	karma,5.1	karma,5.1#karwA,5.1	1	01	015	1000 @Sentences	-	-
5.1	kariRyawi	-	kariRyawi	kq3{karwari;lqt;pra;eka;parasmEpaxI;wanAxiH}	kq3{karwari;lqt;pra;eka;parasmEpaxI;wanAxiH}	aBihiwa_karwA,3.1;sakarmaka	-	1	01	015	1000 @Sentences	-	-
1.1	awra	-	awra	awra{avya}	awra{avya}	xeSAXikaraNam,4.1	xeSAXikaraNam,4.1#xeSAXikaraNam,3.1	1	01	016	1000 @Sentences	-	-
2.1	svAxu	-	svAxu	svAxu{napuM;1;eka}/svAxu{napuM;2;eka}/svAxu{napuM;8;eka}	svAxu{napuM;1;eka}	viSeRaNam,3.1	viSeRaNam,3.1#muKyakarma,3.1#karwA_be_verbs,4.1	1	01	016	1000 @Sentences	-	-
3.1	xugXam	-	xugXam	xuh2{karwari;lot;ma;xvi;parasmEpaxI;axAxiH}/xugXa{napuM;1;eka}/xugXa{napuM;2;eka}	xugXa{napuM;1;eka}	karwA,4.1	karwA_be_verbs,4.1#karwA,4.1	1	01	016	1000 @Sentences	-	-
4.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,3.1	-	1	01	016	1000 @Sentences	-	-
5.1	.	-	.	-	-	-	-	1	01	016	1000 @Sentences	-	-
1.1	awre	-	awre	awri{puM;8;eka}	awri{puM;8;eka}	samboXyaH,3.1	samboXyaH,3.1	1	01	017	1000 @Sentences	-	-
2.1	annam	-	annaM	anna{napuM;1;eka}/anna{napuM;2;eka}	anna{napuM;2;eka}	karma,3.1	karma,3.1	1	01	017	1000 @Sentences	-	-
3.1	xehi	-	xehi	xA3{karwari;lot;ma;eka;parasmEpaxI;juhowyAxiH}/xehin{napuM;1;eka}/xehin{napuM;2;eka}	xA3{karwari;lot;ma;eka;parasmEpaxI;juhowyAxiH}	-	-	1	01	017	1000 @Sentences	-	-
4.1	.	-	.	-	-	-	-	1	01	017	1000 @Sentences	-	-
1.1	aWa-	-	aWa	aWa	aWa	kevalasamAsaH,1.2	kevalasamAsaH,1.2	1	01	018	1000 @Sentences	-	-
1.2	kim	-	-	kim{avya}	kim{avya}	sambanXaH,6.1	sambanXaH,6.1	1	01	018	1000 @Sentences	-	-
2.1	XUmra-	-	--	XUmra	XUmra	RaRTIwawpuruRasamAsaH,2.2	RaRTIwawpuruRasamAsaH,2.2	1	01	018	1000 @Sentences	-	-
2.2	yAnena	-	--	yAna{napuM;3;eka}/yAna{puM;3;eka}	yAna{napuM;3;eka}	karaNam,6.1	karaNam,6.1#hewuH,6.1	1	01	018	1000 @Sentences	-	-
3.1	aham	-	--	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,6.1	karwA,6.1	1	01	018	1000 @Sentences	-	-
4.1	wawra	-	--	wawra{avya}	wawra{avya}	karma,6.1	xeSAXikaraNam,6.1#karma,6.1	1	01	018	1000 @Sentences	-	-
5.1	paraSvaH	-	--	paraSvaH{avya}	paraSvaH{avya}	kAlAXikaraNam,6.1	kAlAXikaraNam,6.1	1	01	018	1000 @Sentences	-	-
6.1	gamiRyAmi	-	--	gam1{karwari;lqt;u;eka;parasmEpaxI;BvAxiH}	gam1{karwari;lqt;u;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,3.1	-	1	01	018	1000 @Sentences	-	-
1.1	aWa	-	aWa	aWa	aWa	kevalasamAsaH,1.2	kevalasamAsaH,1.2	1	01	019	1000 @Sentences	-	-
1.2	kim	-	-	kim{avya}	kim{avya}	sambanXaH,6.1	sambanXaH,6.1	1	01	019	1000 @Sentences	-	-
2.1	saH	-	--	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,6.1	karwA,6.1	1	01	019	1000 @Sentences	-	-
3.1	na	-	--	na{avya}	na{avya}	prawiReXaH,6.1	prawiReXaH,6.1	1	01	019	1000 @Sentences	-	-
4.1	kevalam	-	--	kevala{puM;2;eka}/kevala{napuM;1;eka}/kevala{napuM;2;eka}	kevala{napuM;2;eka}	wIvrawAxarSI,5.1	wIvrawAxarSI,5.1#kriyAviSeRaNam,6.1	1	01	019	1000 @Sentences	-	-
5.1	gqham	-	--	gqha{napuM;1;eka}/gqha{napuM;2;eka}	gqha{napuM;2;eka}	karma,6.1	karma,6.1#karwA,6.1	1	01	019	1000 @Sentences	-	-
6.1	rakRawi	-	--	rakR1{karwari;lat;pra;eka;parasmEpaxI;BvAxiH}	rakR1{karwari;lat;pra;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,2.1;sakarmaka	-	1	01	019	1000 @Sentences	-	-
1.1	axya	-	axya	axya{avya}	axya{avya}	kAlAXikaraNam,5.1	kAlAXikaraNam,5.1	1	01	020	1000 @Sentences	-	-
2.1	(aham)	-	-	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,5.1	karwA,5.1	1	01	020	1000 @Sentences	-	-
3.1	anena	-	anena	ixam{sarvanAma;puM;3;eka}/ixam{sarvanAma;napuM;3;eka}/ana{puM;3;eka}	ixam{sarvanAma;puM;3;eka}	viSeRaNam,4.1	karaNam,4.1#hewuH,4.1#viSeRaNam,3.1#viSeRaNam,4.1	1	01	020	1000 @Sentences	-	-
4.1	mArgeNa	-	mArgeNa	mArga{puM;3;eka}	mArga{puM;3;eka}	karaNam,5.1	karaNam,5.1#hewuH,5.1	1	01	020	1000 @Sentences	-	-
5.1	yAsyAmi	-	yAsyAmi	yA1{karwari;lqt;u;eka;parasmEpaxI;axAxiH}	yA1{karwari;lqt;u;eka;parasmEpaxI;axAxiH}	-	-	1	01	020	1000 @Sentences	-	-
6.1	.	-	.	-	-	-	-	1	01	020	1000 @Sentences	-	-
1.1	axya	-	axya	axya{avya}	axya{avya}	kAlAXikaraNam,5.1	kAlAXikaraNam,5.1	1	01	021	1000 @Sentences	-	-
2.1	aham	-	ahaM	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,5.1	karwA,5.1	1	01	021	1000 @Sentences	-	-
3.1	pATaSAlAm	-	pATaSAlAM	pATaSAlA{swrI;2;eka}	pATaSAlA{swrI;2;eka}	karma,5.1	karma,5.1	1	01	021	1000 @Sentences	-	-
4.1	na	-	na	na{avya}	na{avya}	prawiReXaH,5.1	prawiReXaH,5.1	1	01	021	1000 @Sentences	-	-
5.1	gacCAmi	-	gacCAmi	gam1{karwari;lat;u;eka;parasmEpaxI;BvAxiH}	gam1{karwari;lat;u;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,2.1;sakarmaka	-	1	01	021	1000 @Sentences	-	-
6.1	.	-	.	-	-	-	-	1	01	021	1000 @Sentences	-	-
1.1	axya	-	axya	axya{avya}	axya{avya}	kAlAXikaraNam,3.1	kAlAXikaraNam,3.1	1	01	022	1000 @Sentences	-	-
2.1	kim	-	kim	kim{avya}/kim{sarvanAma;napuM;1;eka}/kim{sarvanAma;napuM;2;eka}	kim{sarvanAma;napuM;1;eka}	karwA,3.1	karwA_be_verbs,3.1#prayojanam1,3.1#karwA,3.1	1	01	022	1000 @Sentences	-	-
3.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	-	1	01	022	1000 @Sentences	-	-
4.1	.	-	.	-	-	-	-	1	01	022	1000 @Sentences	-	-
1.1	axya	-	axya	axya{avya}	axya{avya}	kAlAXikaraNam,5.1	kAlAXikaraNam,5.1	1	01	023	1000 @Sentences	-	-
2.1	mama	-	mama	asmax{sarvanAma;6;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,3.1	RaRTIsambanXaH,4.1#RaRTIsambanXaH,3.1	1	01	023	1000 @Sentences	-	-
3.1	piwA	-	piwA	piwq{puM;1;eka}/piwA{swrI;1;eka}	piwq{puM;1;eka}	karwA,5.1	karwA,5.1	1	01	023	1000 @Sentences	-	-
4.1	gqham	-	gqham	gqha{napuM;1;eka}/gqha{napuM;2;eka}	gqha{napuM;2;eka}	karma,5.1	karma,5.1#karwA,5.1	1	01	023	1000 @Sentences	-	-
5.1	AgamiRyawi	-	AgamiRyawi	Af_gam1{karwari;lqt;pra;eka;parasmEpaxI;BvAxiH}	Af_gam1{karwari;lqt;pra;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,3.1;sakarmaka	-	1	01	023	1000 @Sentences	-	-
6.1	.	-	.	-	-	-	-	1	01	023	1000 @Sentences	-	-
1.1	axya	-	axya	axya{avya}	axya{avya}	samucciwaH,2.1	sup_samucciwaH,2.1#kAlAXikaraNam,8.1	1	01	024	1000 @Sentences	-	-
2.1	SvaH	-	SvaH	SvaH{avya}	SvaH{avya}	kAlAXikaraNam,8.1	kAlAXikaraNam,8.1	1	01	024	1000 @Sentences	-	-
3.1	ca	-	ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,2.1	sup_samuccaya_xyowakaH,2.1#sambanXaH,2.1	1	01	024	1000 @Sentences	-	-
4.1	mama	-	mama	asmax{sarvanAma;6;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,5.1	RaRTIsambanXaH,7.2#RaRTIsambanXaH,6.1#RaRTIsambanXaH,5.1	1	01	024	1000 @Sentences	-	-
5.1	miwrasya	-	miwrasya	miwra{puM;6;eka}/miwra{napuM;6;eka}	miwra{puM;6;eka}	RaRTIsambanXaH,6.1	RaRTIsambanXaH,7.2#RaRTIsambanXaH,6.1	1	01	024	1000 @Sentences	-	-
6.1	nivAsaH	-	nivAsaH	nivAsa{puM;1;eka}	nivAsa{puM;1;eka}	karwA,8.1	karwA_be_verbs,8.1	1	01	024	1000 @Sentences	-	-
7.1	amqwasara-	-	amqwasara-nagara	amqwasara	amqwasara	bahuvrIhiH,7.2	bahuvrIhiH,7.2#RaRTI_wawpuruRaH,7.2	1	01	024	1000 @Sentences	-	-
7.2	nagare	-	--	nagara{napuM;1;xvi}/nagara{napuM;2;xvi}/nagara{napuM;8;xvi}/nagara{napuM;7;eka}/nagara{puM;7;eka}/nagari{napuM;8;eka}/nagari{napuM;1;eka}/nagari{napuM;2;eka}/nagarA{swrI;8;eka}/nagarA{swrI;8;xvi}/nagarA{swrI;1;xvi}/nagarA{swrI;2;xvi}	nagara{napuM;7;eka}	xeSAXikaraNam,8.1	xeSAXikaraNam,8.1#viXeya_viSeRaNam,6.1#karwA_be_verbs,8.1	1	01	024	1000 @Sentences	-	-
8.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,6.1	-	1	01	024	1000 @Sentences	-	-
1.1	aXunA	-	aXunA	aXunA{avya}	aXunA{avya}	kAlAXikaraNam,3.1	kAlAXikaraNam,3.1	1	01	025	1000 @Sentences	-	-
2.1	ApaNam	-	ApaNaM	ApaNa{puM;2;eka}/ApaNa{puM;2;eka(Af_paN1;GaF;BvAxiH)}	ApaNa{puM;2;eka}	karma,3.1	karma,6.1#karma,3.1	1	01	025	1000 @Sentences	-	-
3.1	gawvA	-	gawvA	gam1{avya;kwvA;BvAxiH}	gam1{avya;kwvA;BvAxiH}	pUrvakAlaH,6.1	pUrvakAlaH,6.1	1	01	025	1000 @Sentences	-	-
4.1	wvam	-	wvaM	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,6.1;karwA,3.1	karwA,6.1;karwA,3.1	1	01	025	1000 @Sentences	-	-
5.1	kim	-	kiM	kim{avya}/kim{sarvanAma;napuM;1;eka}/kim{sarvanAma;napuM;2;eka}	kim{sarvanAma;napuM;2;eka}	karma,6.1	karma,6.1#prayojanam1,6.1	1	01	025	1000 @Sentences	-	-
6.1	krINAsi	-	krINAsi	krI1{karwari;lat;ma;eka;parasmEpaxI;kryAxiH}	krI1{karwari;lat;ma;eka;parasmEpaxI;kryAxiH}	aBihiwa_karwA,4.1;sakarmaka	-	1	01	025	1000 @Sentences	-	-
1.1	aXunA	-	aXunA	aXunA{avya}	aXunA{avya}	kAlAXikaraNam,4.1	kAlAXikaraNam,4.1	1	01	026	1000 @Sentences	-	-
2.1	buBukRA	-	buBukRA	buBukRA{swrI;1;eka}	buBukRA{swrI;1;eka}	karwA,4.1	karwA_be_verbs,4.1#karwA,4.1	1	01	026	1000 @Sentences	-	-
3.1	na	-	na	na{avya}	na{avya}	prawiReXaH,4.1	prawiReXaH,4.1	1	01	026	1000 @Sentences	-	-
4.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	-	1	01	026	1000 @Sentences	-	-
5.1	.	-	.	-	-	-	-	1	01	026	1000 @Sentences	-	-
1.1	(wvam)	-	-	yuRmax{sarvanAma;1;eka}	yuRmax{sarvanAma;1;eka}	karwA,5.1	karwA,5.1	1	01	027	1000 @Sentences	-	-
2.1	aXyApakasya	-	aXyApakasya	aXyApaka{puM;6;eka}	aXyApaka{puM;6;eka}	RaRTIsambanXaH,3.1	upa_apekRA,3.#RaRTIsambanXaH,3.1#sanxarBa_binxuH,3.1	1	01	027	1000 @Sentences	-	-
3.1	samIpam	-	samIpaM	samIpa{napuM;2;eka}	samIpa{napuM;2;eka}	karma,5.1	xeSAXikaraNam_upa,5.1#viSeRaNam,4.1#karma,5.1#xeSAXikaraNam,5.1	1	01	027	1000 @Sentences	-	-
4.1	sawvaram	-	sawvaraM	sawvara{puM;2;eka}/sawvara{napuM;1;eka}/sawvara{napuM;2;eka}	sawvara{puM;2;eka}	kriyAviSeRaNam,5.1	kriyAviSeRaNam,5.1	1	01	027	1000 @Sentences	-	-
5.1	gacCa	-	gacCa	gam1{karwari;lot;ma;eka;parasmEpaxI;BvAxiH}	gam1{karwari;lot;ma;eka;parasmEpaxI;BvAxiH}	-	-	1	01	027	1000 @Sentences	-	-
6.1	.	-	.	-	-	-	-	1	01	027	1000 @Sentences	-	-
