anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
3.1	kumAram	4.1	kumAram	kumAra{puM;2;eka}	kumAra{puM;2;eka}	karma,4.1	karmasamAnAXikaraNam,4.1#karmasamAnAXikaraNam,1.1#karma,10.1#karma,8.1#karma,4.1	1	1	02	upaniRax	kaTopaniRax	-
4.1	sanwam	5.1	sanwam	sanwa{puM;2;eka}/saw{puM;2;eka(as2;Sawq_lat;X;axAxiH)}	saw{puM;2;eka(as2;Sawq_lat;X;axAxiH)}	viSeRaNam,1.1	viSeRaNam,3.1#viSeRaNam,1.1#karmasamAnAXikaraNam,3.1#karmasamAnAXikaraNam,1.1#karma,10.1#karma,8.1	1	1	02	upaniRax	kaTopaniRax	-
5.1	xakRiNAsu	1.1	xakRiNAsu	xakRiNA{swrI;7;bahu}/xakRiNA{sarvanAma;swrI;7;bahu}	xakRiNA{swrI;7;bahu}	karwA,6.1	viSeRaNam,6.1#viRayAXikaraNam,7.1#karma,6.1#aXikaraNam,10.1#aXikaraNam,8.1#aXikaraNam,6.1#aXikaraNam,4.1#karwA,6.1	1	1	02	upaniRax	kaTopaniRax	-
6.1	nIyamAnAsu	2.1	nIyamAnAsu	nIyamAnA{swrI;7;bahu(NI1;SAnac_lat;karmaNi;BvAxiH)}	nIyamAnA{swrI;7;bahu(NI1;SAnac_lat;karmaNi;BvAxiH)}	BAvalakRaNasapwamI,8.1	viSeRaNam,5.1#viRayAXikaraNam,7.1#aXikaraNam,10.1#aXikaraNam,8.1#aXikaraNam,4.1#BAvalakRaNasapwamI,8.1	1	1	02	upaniRax	kaTopaniRax	-
7.1	SraxXA	7.1	SraxXA	SraxXA{swrI;1;eka}	SraxXA{swrI;1;eka}	karwA,8.1	karwA,10.1#karwA,8.1#karma,10.1	1	1	02	upaniRax	kaTopaniRax	-
8.1	AviveSa	8.1	AviveSa	Af_viS1{karwari;lit;pra;eka;parasmEpaxI;wuxAxiH}/Af_viS1{karwari{lit;u;eka;parasmEpaxI;wuxAxiH}	Af_viS1{karwari;lit;pra;eka;parasmEpaxI;wuxAxiH}	aBihiwa_karwA,7.1	-#aBihiwa_karwA,7.1	1	1	02	upaniRax	kaTopaniRax	-
9.1	saH	9.1	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,10.1	viXeya_viSeRaNam,7.1#karwA,10.1#karwA,8.1#karma,10.1	1	1	02	upaniRax	kaTopaniRax	-
1.1	pIwa-	1.1	pIwoxakAH	pIwa(pA1;kwa;X;BvAxiH)}/pIwa(pI1{kwa;X;xivAxiH)	pIwa(pA1;kwa;X;BvAxiH)	karmaXArayaH,1.2	karmaXArayaH_1,1.2#bahuvrIhiH,1.2#karmaXArayaH,1.2	1	1	03	upaniRax	kaTopaniRax	-
1.2	uxakAH	1.2	-	uxaka{puM;8;bahu}/uxaka{puM;1;bahu}/uxakA{swrI;8;bahu}/uxakA{swrI;1;bahu}/uxakA{swrI;2;bahu}	uxakA{swrI;2;bahu}	viSeRaNam,14.1	viSeRaNam,7.1#viSeRaNam,4.2#viSeRaNam,3.2#viSeRaNam,2.2#samboXyaH,13.1#viSeRaNam,8.1#viSeRaNam,14.1	1	1	03	upaniRax	kaTopaniRax	-
10.1	(sanwi)	13.1	-	as{karwari;lat;pra;bahu;parasmEpaxI;axAxiH}	as{karwari;lat;pra;bahu;parasmEpaxI;axAxiH}	aBihiwa_karwA,9.1	-#aBihiwa_karwA,9.1	1	1	03	upaniRax	kaTopaniRax	-
11.1	wAn	14.1	wAn	wax{sarvanAma;puM;2;bahu}	wax{sarvanAma;puM;2;bahu}	karma,13.1	karma,15.1#karma,13.1	1	1	03	upaniRax	kaTopaniRax	-
12.1	saH	7.1	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,13.1	karwA,13.1	1	1	03	upaniRax	kaTopaniRax	-
13.1	gacCawi	15.1	gacCawi	gam1{karwari;lat;pra;eka;parasmEpaxI;BvAxiH}	gam1{karwari;lat;pra;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,12.1;sakarmaka	aBihiwa_karwA,12.1;sakarmaka	1	1	03	upaniRax	kaTopaniRax	-
14.1	wAH	5.1	wAH	wax{sarvanAma;swrI;1;bahu}/wax{sarvanAma;swrI;2;bahu}	wax{sarvanAma;swrI;2;bahu}	karma,15.1	karma,15.1#karma,13.1	1	1	03	upaniRax	kaTopaniRax	-
15.1	xaxaw	6.1	xaxaw	xaxaw{puM;1;eka(xA3;Sawq_lat;X;juhowyAxiH)}/xaxaw{napuM;1;eka(xA3;Sawq_lat;X;juhowyAxiH)}/xaxaw{napuM;2;eka(xA3;Sawq_lat;X;juhowyAxiH)}	xaxaw{puM;1;eka(xA3;Sawq_lat;X;juhowyAxiH)}	varwamAnasamAnakAlaH,13.1	karma,13.1#varwamAnasamAnakAlaH,13.1	1	1	03	upaniRax	kaTopaniRax	-
2.1	jagXa-	2.1	jagXawqNAH	jagXa(ax2;kwa;X;axAxiH)	jagXa(ax2;kwa;X;axAxiH)	karmaXArayaH,2.2	karmaXArayaH_1,2.2#bahuvrIhiH,2.2#karmaXArayaH,2.2	1	1	03	upaniRax	kaTopaniRax	-
2.2	wqNAH	2.2	-	wqNa{puM;8;bahu}/wqNa{puM;1;bahu}/wqNA{swrI;8;bahu}/wqNA{swrI;1;bahu}/wqNA{swrI;2;bahu}	wqNA{swrI;2;bahu}	viSeRaNam,14.1	viSeRaNam,7.1#viSeRaNam,4.2#viSeRaNam,3.2#viSeRaNam,1.2#samboXyaH,13.1#viSeRaNam,8.1#viSeRaNam,14.1	1	1	03	upaniRax	kaTopaniRax	-
3.1	xugXa-	3.1	xugXaxohAH	xugXa}/xugXa	xugXa	bahuvrIhiH,3.2	bahuvrIhiH,3.2#RaRTI_wawpuruRaH,3.2	1	1	03	upaniRax	kaTopaniRax	-
3.2	xohAH	3.2	-	xoha{puM;1;bahu}/xoha{puM;8;bahu}/xohA{swrI;8;bahu}/xohA{swrI;1;bahu}/xohA{swrI;2;bahu}	xohA{swrI;2;bahu}	viSeRaNam,14.1	viSeRaNam,7.1#viSeRaNam,4.2#viSeRaNam,2.2#viSeRaNam,1.2#samboXyaH,13.1#viSeRaNam,8.1#viSeRaNam,14.1	1	1	03	upaniRax	kaTopaniRax	-
4.1	nir-	4.1	nirinxriyAH	nir	nir	wawpuruRaH,4.2	wawpuruRaH,4.2#bahuvrIhiH,4.2	1	1	03	upaniRax	kaTopaniRax	-
4.2	inxriyAH	4.2	-	inxriya{puM;1;bahu}/inxriya{puM;8;bahu}/inxriyA{swrI;8;bahu}/inxriyA{swrI;1;bahu}/inxriyA{swrI;2;bahu}	inxriyA{swrI;2;bahu}	viSeRaNam,14.1	viSeRaNam,7.1#viSeRaNam,3.2#viSeRaNam,2.2#viSeRaNam,1.2#kriyAviSeRaNam,15.1#kriyAviSeRaNam,13.1#kriyAviSeRaNam,2.1#karma,13.1#samboXyaH,13.1#aBexaH,8.1#aBexaH,3.2#aBexaH,2.2#aBexaH,1.2#aBexaH,7.1#viSeRaNam,14.1	1	1	03	upaniRax	kaTopaniRax	-
5.1	ananxAH	8.1	ananxAH	ananxa{puM;1;bahu}	ananxa{puM;1;bahu}	saFjFA,8.1	viSeRaNam,8.1#saFjFA,8.1	1	1	03	upaniRax	kaTopaniRax	-
6.1	nAma	9.1	nAma	nAma{napuM;1;eka}	nAma{napuM;1;eka}	saFjFA_xyowakaH,5.1	aBexaH,8.1#saFjFA_xyowakaH,8.1#saFjFA_xyowakaH,5.1	1	1	03	upaniRax	kaTopaniRax	-
7.1	we	11.1	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;6;eka}/yuRmax{sarvanAma;4;eka}	wax{sarvanAma;puM;1;bahu}	viSeRaNam,8.1	karwqsamAnAXikaraNam,10.1#sampraxAnam,15.1#prayojanam1,13.1#RaRTIsambanXaH,8.1#RaRTIsambanXaH,6.1#RaRTIsambanXaH,4.1#karma,15.1#karma,13.1#viSeRaNam,8.1#viSeRaNam,4.1	1	1	03	upaniRax	kaTopaniRax	-
8.1	lokAH	12.1	lokAH	loka{puM;1;bahu}/loka{puM;8;bahu}	loka{puM;1;bahu}	viXeya_viSeRaNam,10.1	karwA,10.1#viXeya_viSeRaNam,10.1	1	1	03	upaniRax	kaTopaniRax	-
9.1	(ye)	10.1	-	yax{sarvanAma;puM;1;bahu}/yax{sarvanAma;napuM;1;xvi}/yax{sarvanAma;napuM;2;xvi}/yax{sarvanAma;swrI;1;xvi}/yax{sarvanAma;swrI;2;xvi}/yax{sarvanAma;puM;1;xvi}	yax{sarvanAma;puM;1;bahu}	karwA,10.1;niwya_sambanXaH,11.1	karwA,10.1#niwya_sambanXaH,11.1	1	1	03	upaniRax	kaTopaniRax	-
1.1	saH	1.1	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,3.1	karwA,3.1	1	1	04	upaniRax	kaTopaniRax	-
10.1	xviwIyam	3.1	xviwIyam	xviwIya{puM;2;eka}/xviwIya{napuM;1;eka}/xviwIya{napuM;2;eka}/xviwIya{puM;2;eka}/xviwIya{napuM;1;eka}/xviwIya{napuM;2;eka}	xviwIya{puM;2;eka}	kriyAviSeRaNam,3.1	viSeRaNam,16.1#viSeRaNam,11.1#viSeRaNam,7.1#muKyakarma,14.1#muKyakarma,3.1#karmasamAnAXikaraNam,16.1#karmasamAnAXikaraNam,12.1#karmasamAnAXikaraNam,11.1#karmasamAnAXikaraNam,7.1#karmasamAnAXikaraNam,4.1#karma,17.1#karma,8.1#karwA,14.1#karwA,3.1#viSeRaNam,12.1#viSeRaNam,4.1#gONakarma,14.1#gONakarma,3.1#kriyAviSeRaNam,3.1	1	1	04	upaniRax	kaTopaniRax	-
11.1	wqwIyam	4.1	wqwIyam	wqwIya{puM;2;eka}/wqwIya{napuM;1;eka}/wqwIya{napuM;2;eka}/wqwIya{puM;2;eka}/wqwIya{napuM;1;eka}/wqwIya{napuM;2;eka}	wqwIya{puM;2;eka}	kriyAviSeRaNam,3.1	viSeRaNam,16.1#viSeRaNam,10.1#viSeRaNam,7.1#muKyakarma,14.1#karmasamAnAXikaraNam,16.1#karmasamAnAXikaraNam,12.1#karmasamAnAXikaraNam,10.1#karmasamAnAXikaraNam,7.1#karmasamAnAXikaraNam,4.1#karma,17.1#karma,8.1#karwA,14.1#viSeRaNam,12.1#viSeRaNam,4.1#gONakarma,14.1#kriyAviSeRaNam,3.1	1	1	04	upaniRax	kaTopaniRax	-
12.1	wam	11.1	wam	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	karma,14.1	viSeRaNam,16.1#viSeRaNam,11.1#viSeRaNam,10.1#viSeRaNam,7.1#viSeRaNam,4.1#muKyakarma,14.1#karma,14.1#karma,8.1#gONakarma,14.1	1	1	04	upaniRax	kaTopaniRax	-
13.1	ha	13.1	ha	ha{avya}	ha{avya}	sambanXaH,14.1	sambanXaH,12.1#sambanXaH,14.1	1	1	04	upaniRax	kaTopaniRax	-
14.1	uvAca	12.1	uvAca	vac1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}/vac1{karwari;lit;u;eka;parasmEpaxI;axAxiH}/brU1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}/brU1{karwari;lit;u;eka;parasmEpaxI;axAxiH}	vac1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA	-#aBihiwa_karwA	1	1	04	upaniRax	kaTopaniRax	-
15.1	mqwyave	15.1	mqwyave	mqwyu{puM;4;eka}	mqwyu{puM;4;eka}	sampraxAnam,17.1	viSeRaNam,6.1#sampraxAnam,17.1#sampraxAnam,14.1#sampraxAnam,8.1#sampraxAnam,3.1#prayojanam1,8.1	1	1	04	upaniRax	kaTopaniRax	-
16.1	wvA	14.1	wvA	yuRmax{sarvanAma;2;eka}	yuRmax{sarvanAma;2;eka}	karma,17.1	muKyakarma,14.1#karma,17.1#gONakarma,14.1	1	1	04	upaniRax	kaTopaniRax	-
17.1	xaxAmi	16.1	xaxAmi	xA3{karwari;lat;u;eka;parasmEpaxI;juhowyAxiH}	xA3{karwari;lat;u;eka;parasmEpaxI;juhowyAxiH}	aBihiwa_karwA	-#aBihiwa_karwA	1	1	04	upaniRax	kaTopaniRax	-
18.1	iwi	17.1	iwi	iwi{avya}	iwi{avya}	vAkyakarma_xyowakaH,17.1	vAkyakarma_xyowakaH,17.1#vAkyakarma_xyowakaH,14.1#vAkyakarma_xyowakaH,8.1#vAkyakarma_xyowakaH,3.1	1	1	04	upaniRax	kaTopaniRax	-
2.1	ha	4.1	ha	ha{avya}	ha{avya}	sambanXaH,3.1	sambanXaH,1.1#sambanXaH,5.1#sambanXaH,3.1	1	1	04	upaniRax	kaTopaniRax	-
3.1	uvAca	5.1	uvAca	vac1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}/vac1{karwari;lit;u;eka;parasmEpaxI;axAxiH}/brU1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}/brU1{karwari;lit;u;eka;parasmEpaxI;axAxiH}	vac1{karwari;lit;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,1.1	-#aBihiwa_karwA,1.1	1	1	04	upaniRax	kaTopaniRax	-
4.1	piwaram	2.1	piwaram	piwq{puM;2;eka}	piwq{puM;2;eka}	karma,3.1	karma,3.1#muKyakarma,3.1#karmasamAnAXikaraNam,16.1#karmasamAnAXikaraNam,12.1#karmasamAnAXikaraNam,11.1#karmasamAnAXikaraNam,10.1#karmasamAnAXikaraNam,7.1#karma,8.1#gONakarma,3.1#aBexaH,16.1#aBexaH,12.1#aBexaH,11.1#aBexaH,10.1#aBexaH,7.1	1	1	04	upaniRax	kaTopaniRax	-
5.1	wAwa	6.1	wAwa	wAwa{puM;8;eka}	wAwa{puM;8;eka}	samboXyaH,8.1	samboXyaH,17.1#samboXyaH,14.1#samboXyaH,8.1#samboXyaH,3.1	1	1	04	upaniRax	kaTopaniRax	-
6.1	kasmE	8.1	kasmE	kim{sarvanAma;puM;4;eka}/kim{sarvanAma;napuM;4;eka}	kim{sarvanAma;puM;4;eka}	sampraxAnam,8.1	prayojanam1,17.1#prayojanam1,14.1#prayojanam1,8.1#prayojanam1,3.1#viSeRaNam,15.1#sampraxAnam,17.1#sampraxAnam,14.1#sampraxAnam,8.1#sampraxAnam,3.1	1	1	04	upaniRax	kaTopaniRax	-
7.1	mAm	7.1	mAm	asmax{sarvanAma;2;eka}	asmax{sarvanAma;2;eka}	karma,8.1	viSeRaNam,16.1#muKyakarma,14.1#muKyakarma,3.1#karma,8.1#gONakarma,14.1#gONakarma,3.1	1	1	04	upaniRax	kaTopaniRax	-
8.1	xAsyasi	9.1	xAsyasi	xA1{karwari;lqt;ma;eka;parasmEpaxI;BvAxiH}/xA2{karwari;lqt;ma;eka;parasmEpaxI;axAxiH}/xA3{karwari;lqt;ma;eka;parasmEpaxI;juhowyAxiH}	xA1{karwari;lqt;ma;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA	-#aBihiwa_karwA	1	1	04	upaniRax	kaTopaniRax	-
9.1	iwi	10.1	iwi	iwi{avya}	iwi{avya}	vAkyakarma_xyowakaH,8.1	vAkyakarma_xyowakaH,8.1#vAkyakarma_xyowakaH,3.1	1	1	04	upaniRax	kaTopaniRax	-
1.1	bahUnAm	1.1	bahUnAm	bahu{puM;6;bahu}/bahu{napuM;6;bahu}/bahu{swrI;6;bahu}	bahu{puM;6;bahu}	nirXAraNam,3.1	viSeRaNam,4.1#karwA,10.1#karma,10.1#RaRTIsambanXaH,10.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,6.1#RaRTIsambanXaH,4.1#RaRTIsambanXaH,3.1#nirXAraNam,3.1	1	1	05	upaniRax	kaTopaniRax	-
