anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
8.1	vanxe	8.1	vanxe	vax2{karwari;lat;u;eka;AwmanepaxI;vaxiz;BvAxiH}	vax2{karwari;lat;u;eka;AwmanepaxI;vaxiz;BvAxiH}	aBihiwa_karwA,1.1;sakarmaka.1	aBihiwa_karwA,1.1;sakarmaka.1	1	01	001	raGuvaMSam	-	-
9.1	pArvawI-	6.1	pArvawIparameSvarO	pArvawI	pArvawI	xvanxvaH,9.3	xvanxvaH,9.3	1	01	001	raGuvaMSam	-	-
9.2	parama-	6.2	-	parama	parama	karmaXArayaH,9.3	karmaXArayaH,9.3	1	01	001	raGuvaMSam	-	-
9.3	ISvarO	6.3	-	ISvara{puM;8;xvi}/ISvara{puM;1;xvi}/ISvara{puM;2;xvi}	ISvara{puM;2;xvi}	karma,8.1	karma,8.1	1	01	001	raGuvaMSam	-	-
1.1	kva	3.1	kva	kva{avya}	kva{avya}	kriyAviSeRaNam,4.1	kriyAviSeRaNam,10.1#kriyAviSeRaNam,4.1	1	01	002	raGuvaMSam	-	-
10.1	(aswi)	10.1	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;axAxiH}	aBihiwa_karwA,9.1	aBihiwa_karwA,9.1	1	01	002	raGuvaMSam	-	-
2.1	sUrya-	1.1	sUryapraBavo	sUrya	sUrya	paFcamI-wawpuruRaH,2.2	paFcamI-wawpuruRaH,2.2	1	01	002	raGuvaMSam	-	-
2.2	praBavaH	1.2	-	praBu{puM;1;bahu}/praBava{puM;1;eka}	praBava{puM;1;eka}	viSeRaNam,3.1	viSeRaNam,3.1	1	01	002	raGuvaMSam	-	-
3.1	vaMSaH	2.1	vaMSaH	vaMSa{puM;1;eka}	vaMSa{puM;1;eka}	karwA,4.1	samucciwaH,9.1#karwA,4.1	1	01	002	raGuvaMSam	-	-
4.1	(aswi)	4.1	-	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;axAxiH}	aBihiwa_karwA,2.1;samucciwaH,10.1	-#aBihiwa_karwA,9.1#aBihiwa_karwA,2.1;samucciwaH,9.1#aBihiwa_karwA,2.1;samucciwaH,10.1	1	01	002	raGuvaMSam	-	-
5.1	ca	8.1	-	ca{avya}	ca{avya}	samuccaya_xyowakaH,10.1	sambanXaH,3.1#samucciwa_xyowakaH,9.1#samucciwa_xyowakaH,10.1#samuccaya_xyowakaH,10.1	1	01	002	raGuvaMSam	-	-
6.1	kva	9.1	kva	kva{avya}	kva{avya}	kriyAviSeRaNam,10.1	kriyAviSeRaNam,10.1	1	01	002	raGuvaMSam	-	-
7.1	alpa-	5.1	cAlpaviRayA	alpa	alpa	bahuvrIhiH,7.2	bahuvrIhiH,7.2	1	01	002	raGuvaMSam	-	-
7.2	viRayA	5.2	-	viRA{swrI;3;eka}/viRayA{swrI;1;eka}	viRayA{swrI;1;eka}	viSeRaNam,9.1	viSeRaNam,9.1	1	01	002	raGuvaMSam	-	-
8.1	(mama)	6.1	(mama)	asmax{sarvanAma;6;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,9.1	RaRTIsambanXaH,9.1	1	01	002	raGuvaMSam	-	-
9.1	mawiH	7.1	mawiH	mawi{swrI;1;eka}	mawi{swrI;1;eka}	karwA,10.1	karwA,10.1	1	01	002	raGuvaMSam	-	-
1.1	wiwIrRuH	16.1	wiwIrRurxuswaraM	wiwIrRu{puM;1;eka}	wiwIrRu{puM;1;eka}	viXeya_viSeRaNam,8.1	viSeRaNam,8.1#viXeya_viSeRaNam,8.1	2	01	002	raGuvaMSam	-	-
2.1	xuH-	14.1	-	xuswara	xuH	upapaxa-wawpuruRaH,2.2	upapaxa-wawpuruRaH,2.2	2	01	002	raGuvaMSam	-	-
2.2	waraM	14.2	-	wara{puM;2;eka}/xuswara{napuM;1;eka}/xuswara{napuM;2;eka}	wara{puM;2;eka}	viSeRaNam,7.1	viSeRaNam,7.1	2	01	002	raGuvaMSam	-	-
3.1	mohAw	12.1	mohAxudupenAsmi	moha{puM;5;eka}	moha{puM;5;eka}	hewuH,6.1	hewuH5,6.1;hewuH,6.1	2	01	002	raGuvaMSam	-	-
5.1	udupena	13.1	-	udupa{napuM;3;eka}	udupa{napuM;3;eka}	karaNam,6.1	karaNam,6.1	2	01	002	raGuvaMSam	-	-
6.1	asmi	17.1	-	as2{karwari;lat;u;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;u;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,8.1	aBihiwa_karwA,8.1	2	01	002	raGuvaMSam	-	-
7.1	sAgaram	15.1	sAgaram	sAgara{puM;2;eka}	sAgara{puM;2;eka}	karma,6.1	karma,6.1	2	01	002	raGuvaMSam	-	-
8.1	(aham)	11.1	(aham)	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,6.1	karwA,6.1	2	01	002	raGuvaMSam	-	-
1.1	manxaH	5.1	manxaH	manxa{puM;1;eka}	manxa{puM;1;eka}	viSeRaNam,10.1	viSeRaNam,3.2#viSeRaNam,11.1#viSeRaNam,10.1	1	01	003	raGuvaMSam	-	-
10.1	(aham)	6.1	-	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,3.1	karwA,3.1	1	01	003	raGuvaMSam	-	-
2.1	kavi-	4.1	kavi-yaSa-prArWI	kavi	kavi	RaRTI-wawpuruRaH,2.2	RaRTI-wawpuruRaH,2.2	1	01	003	raGuvaMSam	-	-
2.2	yaSa-	4.2	--	-yaSa	-yaSa	bahuvrIhiH,2.3	bahuvrIhiH,2.3	1	01	003	raGuvaMSam	-	-
2.3	prArWI	4.3	--	prArWin{puM;1;eka}	prArWin{puM;1;eka}	viSeRaNam,10.1	viXeya_viSeRaNam,3.2#viSeRaNam,11.1#viSeRaNam,10.1	1	01	003	raGuvaMSam	-	-
3.1	gamiRyAmi	11.1	gamiRyAmi	gam1{karwari;lqt;u;eka;parasmEpaxI;BvAxiH}	gam1{karwari;lqt;u;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA,10.1	aBihiwa_karwA,3.2#aBihiwa_karwA,11.1#aBihiwa_karwA,10.1	1	01	003	raGuvaMSam	-	-
4.1	upahAsyawAm	10.1	upahAsyawAm	upahAsya{wal;swrI;2;eka}	upahAsya{wal;swrI;2;eka}	karma,3.1	karma,3.1	1	01	003	raGuvaMSam	-	-
5.1	prAMSu-	1.1	prAMSu-laBye	prAMSu	prAMSu	wqwIyA-wawpuruRaH,5.2	wqwIyA-wawpuruRaH,5.2	1	01	003	raGuvaMSam	-	-
5.2	laBye	1.2	--	laBya{puM;7;eka(laB1;yaw;BvAxiH)}/laBya{napuM;1;xvi(laB1;yaw;BvAxiH)}/laBya{napuM;2;xvi(laB1;yaw;BvAxiH)}/laBya{napuM;7;eka(laB1;yaw;BvAxiH)}/laByA{swrI;1;xvi(laB1;yaw;BvAxiH)}/laByA{swrI;2;xvi(laB1;yaw;BvAxiH)}/laBya{napuM;8;xvi}/laByA{swrI;8;eka}/laByA{swrI;8;xvi}	laBya{puM;7;eka(laB1;yaw;BvAxiH)}	viSeRaNam,6.1	viSeRaNam,6.1#karma,3.1	1	01	003	raGuvaMSam	-	-
6.1	Pale	2.1	Pale	Pala{napuM;1;xvi}/Pala{napuM;2;xvi}/Pala{napuM;8;xvi}/Pala{napuM;7;eka}	Pala{napuM;7;eka}	viRayAXikaraNam,7.1	aXikaraNam,5.2#aXikaraNam,3.1#upamAnam,5.2#karma,3.1#viRayAXikaraNam,7.1	1	01	003	raGuvaMSam	-	-
7.1	loBAw	3.1	loBAw	loBa{puM;5;eka}	loBa{puM;5;eka}	hewuH,3.1	hewuH5,5.2#hewuH5,3.1#hewuH,3.1	1	01	003	raGuvaMSam	-	-
8.1	uxbAhuH	7.1	uxvAhuH	uxbAhu{puM;1;eka}	uxbAhu{puM;1;eka}	viSeRaNam,9.2	viSeRaNam,10.1#viSeRaNam,9.1#viSeRaNam,9.2	1	01	003	raGuvaMSam	-	-
9.1	vAmanaH-	8.1	vAmanaH	vAmana{puM;1;eka}	vAmana{puM;1;eka}	kevala_samAsaH,9.2	kevala_samAsaH,9.2#kevala_samAsaH,9.2	1	01	003	raGuvaMSam	-	-
9.2	iva	9.1	iva	iva{avya}	iva{avya}	upamAna_xyowakaH,10.1	upamAna_xyowakaH,10.1#upamAnam,10.1	1	01	003	raGuvaMSam	-	-
1.1	aWavA	1.1	aWavA	aWavA{avya}	aWavA{avya}	sambanXaH,11.1	sambanXaH,13.1#sambanXaH,12.1#sambanXaH,11.1	1	01	004	raGuvaMSam	-	-
10.1	gawiH	10.1	gawiH	gawi{swrI;1;eka}	gawi{swrI;1;eka}	karwA,11.1	karwA,12.1#karwA,11.1	1	01	004	raGuvaMSam	-	-
11.1	aswi	11.1	-	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;axAxiH}	aBihiwa_karwA,10.1	aBihiwa_karwA,11.1#aBihiwa_karwA,10.1	1	01	004	raGuvaMSam	-	-
2.1	pUrva-	2.1	-	pUrva	pUrva	karmaXArayaH,2.2	karmaXArayaH,2.2	1	01	004	raGuvaMSam	-	-
2.2	sUriBiH	2.2	-	sUri{puM;3;bahu}/sUrin{puM;3;bahu}/sUri{napuM;3;bahu}	sUri{napuM;3;bahu}	karwA,3.3	karwA,3.3	1	01	004	raGuvaMSam	-	-
3.1	kqwa-	3.1	kqwavAgxvAre	kqwa	kqwa	bahuvrIhiH,3.2	bahuvrIhiH,3.2	1	01	004	raGuvaMSam	-	-
3.2	vAk-	3.2	-	vAk	vAk	karmaXArayaH,3.3	karmaXArayaH,3.3	1	01	004	raGuvaMSam	-	-
3.3	xvAre	3.3	-	xvAra;puM;7;eka(kq1;kwa;kqF;BvAxiH)}/xvAra{napuM;8;xvi}/xvAra{napuM;1;xvi}/xvAra{napuM;2;xvi}/xvAra{napuM;7;eka}/xvArA{swrI;8;eka}/xvArA{swrI;8;xvi}/xvArA{swrI;1;xvi}/xvArA{swrI;2;xvi}	xvAra;puM;7;eka(kq1;kwa;kqF;BvAxiH)}	viSeRaNam,5.1	viSeRaNam,5.1	1	01	004	raGuvaMSam	-	-
4.1	asmin	4.1	4	ixam{sarvanAma;puM;7;eka}/ixam{sarvanAma;napuM;7;eka}	ixam{sarvanAma;puM;7;eka}	viSeRaNam,5.1	viSeRaNam,6.1#viSeRaNam,5.1	1	01	004	raGuvaMSam	-	-
5.1	vaMSe	5.1	vaMSeZsminpUrvasUriBiH	vaMSa{puM;7;eka}	vaMSa{puM;7;eka}	aXikaraNam,11.1	aXikaraNam,12.1#aXikaraNam,11.1	1	01	004	raGuvaMSam	-	-
6.1	vajra-	6.1	vajra	vajra	vajra	wqwIyA-wawpuruRaH,6.2	wqwIyA-wawpuruRaH,6.2	1	01	004	raGuvaMSam	-	-
6.2	samuwkIrNe	6.2	-	samuwkIrNa{puM;7;eka}	samuwkIrNa{puM;7;eka}	viSeRaNam,7.1	viSeRaNam,7.1	1	01	004	raGuvaMSam	-	-
7.1	maNO	7.1	maNO	maNi{puM;7;eka}	maNi{puM;7;eka}	upamAnam,5.1	aXikaraNam,9.1#upamAnam,5.1	1	01	004	raGuvaMSam	-	-
8.1	sUwrasya-	8.1	sUwrasyevAswi	sUwra{napuM;6;eka}	sUwra{napuM;6;eka}	kevala_samAsaH,8.2	upamAnam,11.1#kevala_samAsaH,8.2	1	01	004	raGuvaMSam	-	-
8.2	iva	8.2	-	iva{avya}	iva{avya}	upamAnam,9.1	upamAna_xyowakaH,8.1#upamAnam,10.1#upamAnam,9.1	1	01	004	raGuvaMSam	-	-
9.1	me	9.1	me	asmax{sarvanAma;6;eka}/asmax{sarvanAma;4;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,10.1	RaRTIsambanXaH,11.1#RaRTIsambanXaH,10.1	1	01	004	raGuvaMSam	-	-
1.1	saH	1.1	sohamAjanmaSuxXAnAmAmaPaloxayakarmaNAm	wax{sarva;puM;1;eka}	wax{sarva;puM;1;eka}	viSeRaNam,1.2	viXeya_viSeRaNam,1.2#viSeRaNam,1.2	1	01	005	raGuvaMSam	-	-
1.2	aham	2.1	-	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,6.1	karwA,6.1	1	01	005	raGuvaMSam	-	-
2.1	A-	4.1	-	A	A	avyayIBAvaH,2.2	avyayIBAvaH,2.2	1	01	005	raGuvaMSam	-	-
2.2	Pala-	4.2	-	Pala	Pala	RaRTI-wawpuruRaH,2.3	RaRTI-wawpuruRaH,2.3	1	01	005	raGuvaMSam	-	-
2.3	uxaya-	4.3	-	uxaya	uxaya	bahuvrIhiH,2.4	bahuvrIhiH,2.4	1	01	005	raGuvaMSam	-	-
2.4	karmaNAm	4.4	-	karman{napuM;6;bahu}	karman{napuM;6;bahu}	viSeRaNam,7.1	viSeRaNam,7.1	1	01	005	raGuvaMSam	-	-
3.1	A-	5.1	AsamuxrakRiwISAnAmAnAkaraWavarwmanAm	A	A	avyayIBAvaH,3.2	avyayIBAvaH,3.2	1	01	005	raGuvaMSam	-	-
3.2	samuxra-	5.2	-	samuxra	samuxra	bahuvrIhiH,3.3	bahuvrIhiH,3.3	1	01	005	raGuvaMSam	-	-
3.3	kRiwi-	5.3	-	kRiwi	kRiwi	RaRTI-wawpuruRaH,3.4	RaRTI-wawpuruRaH,3.4	1	01	005	raGuvaMSam	-	-
3.4	ISAnAm	5.4	-	ISa{napuM;6;bahu}/ISa{puM;6;bahu}/ISA{swrI;6;bahu}	ISa{puM;6;bahu}	viSeRaNam,7.1	viSeRaNam,7.1	1	01	005	raGuvaMSam	-	-
4.1	A-	3.1	-	A	A	avyayIBAvaH,4.2	avyayIBAvaH,4.2	1	01	005	raGuvaMSam	-	-
4.2	janma-	3.2	-	janma	janma	bahuvrIhiH,4.3	bahuvrIhiH,4.3	1	01	005	raGuvaMSam	-	-
4.3	SuxXAnAm	3.3	-	SuxXa{puM;6;bahu}/SuxXa{napuM;6;bahu}/A	SuxXa{puM;6;bahu}	viSeRaNam,7.1	viSeRaNam,7.1	1	01	005	raGuvaMSam	-	-
5.1	A-	6.1	-	A-	A-	avyayIBAvaH,5.2	avyayIBAvaH,5.2	1	01	005	raGuvaMSam	-	-
5.2	nAka-	6.2	-	nAka	nAka	bahuvrIhiH,5.4	bahuvrIhiH,5.4	1	01	005	raGuvaMSam	-	-
5.3	raWa-	6.3	-	raWa	raWa	RaRTI-wawpuruRaH,5.4	RaRTI-wawpuruRaH,5.4	1	01	005	raGuvaMSam	-	-
5.4	varwmanAm	6.4	-	varwman{napuM;6;bahu}	varwman{napuM;6;bahu}	viSeRaNam,7.1	viSeRaNam,7.1	1	01	005	raGuvaMSam	-	-
6.1	(vakRye)	9.1	(vakRye)	brU1{karwari;lqt;u;eka;AwmanepaxI;brUF;axAxiH}	brU1{karwari;lqt;u;eka;AwmanepaxI;brUF;axAxiH}	aBihiwa_karwA,1.2;sakarmaka.1	aBihiwa_karwA,1.2;sakarmaka.1	1	01	005	raGuvaMSam	-	-
7.1	(raGUNAm)	7.1	(raGUNAm)	raGu{puM;6;bahu}	raGu{puM;6;bahu}	RaRTIsambanXaH,8.1	RaRTIsambanXaH,8.1	1	01	005	raGuvaMSam	-	-
8.1	(anvayaM)	8.1	(anvayaM)	anvaya{puM;2;eka}/anvaya{puM;2;eka(i1;GaF;iN;axAxiH)}	anvaya{puM;2;eka}	karma,6.1	karma,6.1	1	01	005	raGuvaMSam	-	-
1.1	(aham)	1.1	(aham)	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,8.1	karwA,8.1	1	01	006	raGuvaMSam	-	-
2.1	yaWA-	2.1	yaWAviXihuwAgnInAM	yaWA	yaWA	avyayIBAvaH,2.2	avyayIBAvaH,2.2	1	01	006	raGuvaMSam	-	-
2.2	viXi-	2.2	-	viXi	viXi	bahuvrIhiH,2.3	bahuvrIhiH,2.3	1	01	006	raGuvaMSam	-	-
2.3	huwAgnInAm	2.3	-	agni{puM;6;bahu}/agni{napuM;6;bahu}	agni{puM;6;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	006	raGuvaMSam	-	-
3.1	yaWA-	3.1	yaWAkAmArciwArWinAm	yaWA	yaWA	avyayIBAvaH,3.2	avyayIBAvaH,3.2	1	01	006	raGuvaMSam	-	-
3.2	kAma-	3.2	-	kAma	kAma	bahuvrIhiH,3.3	bahuvrIhiH,3.3	1	01	006	raGuvaMSam	-	-
3.3	arciwArWinAm	3.3	-	arWin{puM;6;bahu}/arWin{napuM;6;bahu}	arWin{puM;6;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	006	raGuvaMSam	-	-
4.1	yaWA-	4.1	yaWAparAXaxaNdAnAM	yaWA	yaWA	avyayIBAvaH,4.2	avyayIBAvaH,4.2	1	01	006	raGuvaMSam	-	-
4.2	aparAXa-	4.2	-	aparAXa-	aparAXa-	bahuvrIhiH,4.3	bahuvrIhiH,4.3	1	01	006	raGuvaMSam	-	-
4.3	xaNdAnAm	4.3	-	xaNda{puM;6;bahu}/xaNda{napuM;6;bahu}/xaNdA{swrI;6;bahu}	xaNda{puM;6;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	006	raGuvaMSam	-	-
5.1	yaWA-	5.1	yaWAkAlapraboXinAm	yaWA	yaWA	avyayIBAvaH,5.2	avyayIBAvaH,5.2	1	01	006	raGuvaMSam	-	-
5.2	kAla-	5.2	-	kAla	kAla	bahuvrIhiH,5.3	bahuvrIhiH,5.3	1	01	006	raGuvaMSam	-	-
5.3	praboXinAm	5.3	-	praboXin{puM;6;bahu}	praboXin{puM;6;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	006	raGuvaMSam	-	-
6.1	(raGUNAm)	6.1	(raGUNAm)	raGu{puM;6;bahu}	raGu{puM;6;bahu}	RaRTIsambanXaH,7.1	RaRTIsambanXaH,7.1	1	01	006	raGuvaMSam	-	-
7.1	(anvayaM)	7.1	(anvayaM)	anvaya{puM;2;eka}/anvaya{puM;2;eka(i1;GaF;iN;axAxiH)}	anvaya{puM;2;eka(i1;GaF;iN;axAxiH)}	karma,8.1	karma,8.1	1	01	006	raGuvaMSam	-	-
8.1	(vakRye)	8.1	(vakRye)	brU1{karwari;lqt;u;eka;AwmanepaxI;brUF;axAxiH}	brU1{karwari;lqt;u;eka;AwmanepaxI;brUF;axAxiH}	aBihiwa_karwA,1.1;sakarmaka.1	aBihiwa_karwA,1.1;sakarmaka.1	1	01	006	raGuvaMSam	-	-
1.1	(aham)	1.1	(aham)	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,12.1	karwA,12.1	1	01	007	raGuvaMSam	-	-
10.1	sawyAya	4.1	sawyAya	sawya{puM;4;eka}/sawya{napuM;4;eka}	sawya{napuM;4;eka}	prayojanam,11.2	prayojanam,11.2	1	01	007	raGuvaMSam	-	-
11.1	miwa-	5.1	miwaBARiNAm	miwa	miwa	bahuvrIhiH,11.2	bahuvrIhiH,11.2	1	01	007	raGuvaMSam	-	-
11.2	BARiNAm	5.2	-	BARin{puM;6;bahu}	BARin{puM;6;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	007	raGuvaMSam	-	-
12.1	(vakRye)	12.1	(vakRye)	brU1{karwari;lqt;u;eka;AwmanepaxI;brUF;axAxiH}	brU1{karwari;lqt;u;eka;AwmanepaxI;brUF;axAxiH}	aBihiwa_karwA,12.1;sakarmaka.1	aBihiwa_karwA,12.1;sakarmaka.1	1	01	007	raGuvaMSam	-	-
2.1	yaSase	6.1	yaSase	yaSas{napuM;4;eka}	yaSas{napuM;4;eka}	prayojanam,3.1	prayojanam,3.1	1	01	007	raGuvaMSam	-	-
3.1	vijigIRUNAm	7.1	vijigIRUNAM	vijigIRu{puM;6;bahu}	vijigIRu{puM;6;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	007	raGuvaMSam	-	-
4.1	prajAyE	8.1	prajAyE	prajA{swrI;4;eka}/pra_jan2{karwari;lot;u;eka;AwmanepaxI;janIz;xivAxiH}/pra_jan2{BAve;lot;u;eka;AwmanepaxI;janIz;xivAxiH}	prajA{swrI;4;eka}	prayojanam,5.2	prayojanam,5.2	1	01	007	raGuvaMSam	-	-
5.1	gqha-	9.1	gqhameXinAm	gqha	gqha	upapaxa-wawpuruRaH,5.2	upapaxa-wawpuruRaH,5.2	1	01	007	raGuvaMSam	-	-
5.2	meXinAm	9.2	-	meXi{napuM;6;eka}/meXi{puM;6;eka}	meXi{puM;6;eka}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	007	raGuvaMSam	-	-
6.1	(raGUNAm)	10.1	-	raGu{puM;6;bahu}	raGu{puM;6;bahu}	RaRTIsambanXaH,7.1	RaRTIsambanXaH,7.1	1	01	007	raGuvaMSam	-	-
7.1	(anvayam)	11.1	-	anvaya{puM;2;eka}/anvaya{puM;2;eka(i1;GaF;iN;axAxiH)}	anvaya{puM;2;eka}	karma,12.1	karma,12.1	1	01	007	raGuvaMSam	-	-
8.1	samBqwa-	3.1	samBqwArWAnAM	samBqwa	samBqwa	bahuvrIhiH,8.2	bahuvrIhiH,8.2	1	01	007	raGuvaMSam	-	-
8.2	arWAnAm	3.2	-	arWa{puM;6;bahu}/arWa{napuM;6;bahu}/arWA{swrI;6;bahu}	arWa{puM;6;bahu}	viSeRaNam,6.1	viSeRaNam,6.1	1	01	007	raGuvaMSam	-	-
9.1	wyAgAya	2.1	wyAgAya	wyAga{puM;4;eka}	wyAga{puM;4;eka}	prayojanam,8.2	prayojanam,8.2	1	01	007	raGuvaMSam	-	-
1.1	(ahaM)	1.1	(ahaM)	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,13.1	karwA,13.1	1	01	008	raGuvaMSam	-	-
10.1	wanu-	10.1	wanuwyajAm	wanu	wanu	upapaxa-wawpuruRaH,10.2	upapaxa-wawpuruRaH,13.2#upapaxa-wawpuruRaH,10.2	1	01	008	raGuvaMSam	-	-
10.2	wyajAm	10.2	-	wyaj{puM;6;bahu}/wyaj{napuM;6;bahu}	wyaj{puM;6;bahu}	viSeRaNam,11.1	viSeRaNam,11.1	1	01	008	raGuvaMSam	-	-
11.1	(raGUNAm)	11.1	(raGUNAm)	raGu{puM;6;bahu}	raGu{puM;6;bahu}	RaRTIsambanXaH,12.1	RaRTIsambanXaH,12.1	1	01	008	raGuvaMSam	-	-
12.1	(anvayaM)	12.1	(anvayaM)	anvaya{puM;2;eka}/anvaya{puM;2;eka(i1;GaF;iN;axAxiH)}	anvaya{puM;2;eka(i1;GaF;iN;axAxiH)}	karma,13.1	karma,13.1	1	01	008	raGuvaMSam	-	-
13.1	(vakRye)	13.1	(vakRye)	brU1{karwari;lqt;u;eka;AwmanepaxI;brUF;axAxiH}	brU1{karwari;lqt;u;eka;AwmanepaxI;brUF;axAxiH}	aBihiwa_karwA,1.1;sakarmaka.1	aBihiwa_karwA,1.1;sakarmaka.1	1	01	008	raGuvaMSam	-	-
2.1	SESave	2.1	SESaveByaswavixyAnAM	SESava{napuM;1;xvi}/SESava{napuM;2;xvi}/SESava{napuM;8;xvi}/SESava{napuM;7;eka}	SESava{napuM;7;eka}	aXikaraNam,3.2	aXikaraNam,3.2	1	01	008	raGuvaMSam	-	-
3.1	aByaswa-	3.1	-	aByaswa	aByaswa	bahuvrIhiH,3.2	bahuvrIhiH,3.2	1	01	008	raGuvaMSam	-	-
3.2	vixyAnAm	3.2	-	vixyA{swrI;6;bahu}/vixya{puM;6;bahu}/vixya{napuM;6;bahu}	vixya{puM;6;bahu}	viSeRaNam,11.1	viSeRaNam,11.1	1	01	008	raGuvaMSam	-	-
4.1	yOvane	4.1	yOvane	yOvana{napuM;1;xvi}/yOvana{napuM;2;xvi}/yOvana{napuM;8;xvi}/yOvana{napuM;7;eka}	yOvana{napuM;7;eka}	aXikaraNam,5.2	aXikaraNam,5.2	1	01	008	raGuvaMSam	-	-
5.1	viRaya-	5.1	viRayeRiNAm	viRaya	viRaya	upapaxa-wawpuruRaH,5.2	upapaxa-wawpuruRaH,5.2	1	01	008	raGuvaMSam	-	-
5.2	eRiNAm	5.2	-	eRin{puM;6;bahu}/eRin{napuM;6;bahu}	eRin{puM;6;bahu}	viSeRaNam,11.1	viSeRaNam,11.1	1	01	008	raGuvaMSam	-	-
6.1	vArxXake	6.1	vArxXake	vArxXaka{napuM;1;xvi}/vArxXaka{napuM;2;xvi}/vArxXaka{napuM;8;xvi}/vArxXaka{napuM;7;eka}	vArxXaka{napuM;7;eka}	aXikaraNam,7.2	aXikaraNam,10.1#aXikaraNam,7.2	1	01	008	raGuvaMSam	-	-
7.1	muni-	7.1	munivqwwInAM	muni	muni	bahuvrIhiH,7.2	bahuvrIhiH,7.2	1	01	008	raGuvaMSam	-	-
7.2	vqwwInAM	7.2	-	vqwwi{swrI;6;bahu}/vqwwi{puM;6;bahu}/vqwwi{napuM;6;bahu}	vqwwi{puM;6;bahu}	viSeRaNam,11.1	viSeRaNam,11.1	1	01	008	raGuvaMSam	-	-
