anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
5.1	waxA	1.1	waxA	waxA{avya}	waxA{avya}	kAlAXikaraNam,15.1	kAlAXikaraNam,15.1	1	01	001	mahABArawam	uxyogaparvaH	-
6.1	aBimanyoH	4.1	aBimanyoH	aBimanyu{puM;6;eka}	aBimanyu{puM;6;eka}	RaRTIsambanXaH,2.1	RaRTIsambanXaH,2.1	1	01	001	mahABArawam	uxyogaparvaH	-
7.1	muxiwa-	7.1	muxiwa-sva-pakRa	muxiwa	muxiwa	bahuvrIhiH,7.3	karmaXArayaH_1,7.3#bahuvrIhiH,7.3	1	01	001	mahABArawam	uxyogaparvaH	-
7.2	sva-	7.2	--	sva	sva	RaRTI_wawpuruRaH,7.3	bahuvrIhiH,7.3#RaRTI_wawpuruRaH,7.3	1	01	001	mahABArawam	uxyogaparvaH	-
7.3	pakRAH	7.3	--	pakRa{puM;1;bahu}/pakRa{puM;8;bahu}/pakRA{swrI;8;bahu}/pakRA{swrI;1;bahu}/pakRA{swrI;2;bahu}	pakRa{puM;1;bahu}	viXeya_viSeRaNam,4.2	viSeRaNam,11.1#viSeRaNam,4.2#karma,14.1#viXeya_viSeRaNam,4.2	1	01	001	mahABArawam	uxyogaparvaH	-
8.1	viSramya	10.1	viSramya	vi_Sram1{avya;lyap;xivAxiH}	vi_Sram1{avya;lyap;xivAxiH}	pUrvakAlaH,15.1	pUrvakAlaH,15.1#pUrvakAlaH,14.1#pUrvakAlaH,11.1	1	01	001	mahABArawam	uxyogaparvaH	-
9.1	cawvAri	8.1	cawvAri	cawur{saMKyeyam;napuM;1;bahu}/cawur{saMKyeyam;napuM;2;bahu}/cawur{saMKyA;napuM;1;bahu}/cawur{saMKyA;napuM;2;bahu}	cawur{saMKyeyam;napuM;1;bahu}	viSeRaNam,10.1	karma,15.1#karma,14.1#karwA,15.1#viSeRaNam,10.1	1	01	001	mahABArawam	uxyogaparvaH	-
1.1	saBA	3.1	saBA	saBA{swrI;1;eka}	saBA{swrI;1;eka}	karwA,10.1	karwA,10.1	1	01	002	mahABArawam	uxyogaparvaH	-
10.1	(AsIw)	10.1	-	as2{karwari;laf;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,1.1	aBihiwa_karwA,1.1	1	01	002	mahABArawam	uxyogaparvaH	-
2.1	wu	4.1	wu	wu{avya}	wu{avya}	sambanXaH,1.1	sambanXaH,1.1	1	01	002	mahABArawam	uxyogaparvaH	-
3.1	sA	1.1	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	viSeRaNam,1.1	viSeRaNam,9.1#viSeRaNam,8.1#viSeRaNam,7.2#viSeRaNam,6.5#viSeRaNam,5.1#viSeRaNam,1.1	1	01	002	mahABArawam	uxyogaparvaH	-
4.1	mawsya-	2.1	mawsya-paw1	mawsya	mawsya	RaRTI_wawpuruRaH,4.2	bahuvrIhiH,4.2#RaRTI_wawpuruRaH,4.2	1	01	002	mahABArawam	uxyogaparvaH	-
4.2	paweH	2.2	--	paw1{karwari;viXilif;ma;eka;parasmEpaxI;BvAxiH}/pawi{puM;5;eka}/kAlAXikaraNam,15.1	pawi{puM;6;eka}	RaRTIsambanXaH,1.1	aBexaH,12.1#RaRTIsambanXaH,13.3#RaRTIsambanXaH,9.1#RaRTIsambanXaH,8.1#RaRTIsambanXaH,7.2#RaRTIsambanXaH,5.1#hewuH5,11.1#RaRTIsambanXaH,1.1	1	01	002	mahABArawam	uxyogaparvaH	-
5.1	samqxXA	5.1	samqxXA	samqxXA{swrI;1;eka}	samqxXA{swrI;1;eka}	viXeya_viSeRaNam,10.1	viXeya_viSeRaNam,1.1#viXeya_viSeRaNam,10.1	1	01	002	mahABArawam	uxyogaparvaH	-
6.1	maNi-	6.1	maNi-praveka-uwwama-rawna-ciwrA	maNi	maNi	sapwamI_wawpuruRaH,6.2	sapwamI_wawpuruRaH,6.3#RaRTI_wawpuruRaH,6.4#sapwamI_wawpuruRaH,6.2	1	01	002	mahABArawam	uxyogaparvaH	-
6.2	praveka-	6.2	--	praveka	praveka	xvanxvaH,6.4	sapwamI_wawpuruRaH,6.3#RaRTI_wawpuruRaH,6.5#xvanxvaH,6.4	1	01	002	mahABArawam	uxyogaparvaH	-
6.3	uwwama-	6.3	--	uwwama	uwwama	karmaXArayaH_1,6.4	karmaXArayaH_1,6.5#karmaXArayaH_1,6.4	1	01	002	mahABArawam	uxyogaparvaH	-
6.4	rawna-	6.4	--	rawna	rawna	wqwayA_wawpuruRaH,6.5	sapwamI_wawpuruRaH,6.3#RaRTI_wawpuruRaH,6.5#wqwayA_wawpuruRaH,6.5	1	01	002	mahABArawam	uxyogaparvaH	-
6.5	ciwrA	6.5	--	ciwrA{swrI;1;eka}	ciwrA{swrI;1;eka}	viXeya_viSeRaNam,10.1	viSeRaNam,9.1#viSeRaNam,8.1#viSeRaNam,7.2#viSeRaNam,5.1#viSeRaNam,3.1#viSeRaNam,1.1#viSeRaNam,10.1#viXeya_viSeRaNam,10.1	1	01	002	mahABArawam	uxyogaparvaH	-
7.1	nyaswa-	7.1	nyaswa-AsanA	nyaswa	nyaswa	bahuvrIhiH,7.2	RaRTI_wawpuruRaH,7.2#bahuvrIhiH,7.2	1	01	002	mahABArawam	uxyogaparvaH	-
7.2	AsanA	7.2	--	AsanA{swrI;1;eka}	AsanA{swrI;1;eka}	viXeya_viSeRaNam,10.1	viSeRaNam,9.1#viSeRaNam,8.1#viSeRaNam,6.5#viSeRaNam,5.1#viSeRaNam,3.1#viSeRaNam,1.1#viSeRaNam,10.1#viXeya_viSeRaNam,10.1	1	01	002	mahABArawam	uxyogaparvaH	-
8.1	mAlyavawI	8.1	mAlyavawI	mAlyavawI{swrI;1;eka}	mAlyavawI{swrI;1;eka}	viXeya_viSeRaNam,10.1	viSeRaNam,10.1#viXeya_viSeRaNam,10.1	1	01	002	mahABArawam	uxyogaparvaH	-
9.1	suganXA	9.1	suganXA	suganXA{swrI;1;eka}	suganXA{swrI;1;eka}	viXeya_viSeRaNam,10.1	viSeRaNam,10.1#viXeya_viSeRaNam,10.1	1	01	002	mahABArawam	uxyogaparvaH	-
1.1	wAm	12.1	wAm	wax{sarvanAma;swrI;2;eka}	wax{sarvanAma;swrI;2;eka}	karma,2.1	viSeRaNam,1.1#karma,2.1	2	01	002	mahABArawam	uxyogaparvaH	-
14.1	.	-	.	-	-	-	-	2	01	002	mahABArawam	uxyogaparvaH	-
2.1	aByayuH	13.1	aByayuH	aBi_yA1{karwari;laf;pra;bahu;parasmEpaxI;axAxiH}	aBi_yA1{karwari;laf;pra;bahu;parasmEpaxI;axAxiH}	aBihiwa_karwA,6.1	aBihiwa_karwA,6.1	2	01	002	mahABArawam	uxyogaparvaH	-
3.1	we	6.1	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;6;eka}/yuRmax{sarvanAma;4;eka}	wax{sarvanAma;puM;1;bahu}	viSeRaNam,6.3	prayojanam1,11.1#prayojanam1,4.2#RaRTIsambanXaH,13.3#RaRTIsambanXaH,9.1#RaRTIsambanXaH,8.1#RaRTIsambanXaH,7.2#RaRTIsambanXaH,5.1#RaRTIsambanXaH,4.2#viSeRaNam,6.3#karwA,11.1	2	01	002	mahABArawam	uxyogaparvaH	-
4.1	nara-	7.1	nara-rAjan-varI	nara	nara	RaRTI_wawpuruRaH,4.2	bahuvrIhiH,13.3#RaRTI_wawpuruRaH,13.3#RaRTI_wawpuruRaH,4.2	2	01	002	mahABArawam	uxyogaparvaH	-
4.2	rAja-	7.2	--	rAjan	rAjan	RaRTI_wawpuruRaH,4.3	bahuvrIhiH,13.3#RaRTI_wawpuruRaH,4.3	2	01	002	mahABArawam	uxyogaparvaH	-
4.3	varyAH	7.3	--	varI{swrI;5;eka}/varI{swrI;6;eka}/varya{puM;8;bahu}/varyA{swrI;8;bahu}/varya{puM;1;bahu}/varyA{swrI;1;bahu}/varyA{swrI;2;bahu}	varya{puM;1;bahu}	karwA,2.1	karwA,2.1#viSeRaNam,12.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,8.1#RaRTIsambanXaH,7.2#RaRTIsambanXaH,5.1#RaRTIsambanXaH,4.2#RaRTIsambanXaH,1.1#hewuH5,11.1#hewuH5,4.2#apAxAnam,4.2	2	01	002	mahABArawam	uxyogaparvaH	-
1.1	aWa	1.1	aWa	aWa{avya}	aWa{avya}	kAlAXikaraNam,3.1	sup_samuccaya_xyowakaH,12.1#sup_samuccaya_xyowakaH,10.1#sup_samuccaya_xyowakaH,8.1#sup_samuccaya_xyowakaH,7.2#sup_samuccaya_xyowakaH,6.2#sup_samuccaya_xyowakaH,5.1#sambanXaH,3.1#kAla_xyowakaH,3.10#kAlAXikaraNam,3.1	1	01	003	mahABArawam	uxyogaparvaH	-
10.1	mAnyaH	4.1	mAnyaH	mAnya{puM;1;eka(man2;Nyaw;wanAxiH)}	mAnya{puM;1;eka(man2;Nyaw;wanAxiH)}	viSeRaNam,12.1	viSeRaNam,12.1#viSeRaNam,8.1#sup_samucciwaH,8.1	1	01	003	mahABArawam	uxyogaparvaH	-
11.1	pqWivI-	3.1	pqWivI-pawi	pqWivI	pqWivI	RaRTI_wawpuruRaH,11.2	bahuvrIhiH,11.2#RaRTI_wawpuruRaH,11.2	1	01	003	mahABArawam	uxyogaparvaH	-
11.2	pawInAm	3.2	--	pawi{puM;6;bahu}/pawi{napuM;6;bahu}	pawi{puM;6;bahu}	RaRTIsambanXaH,10.1	viSeRaNam,3.1#RaRTIsambanXaH,13.3#RaRTIsambanXaH,12.1#RaRTIsambanXaH,7.2#RaRTIsambanXaH,6.2#RaRTIsambanXaH,2.1#nirXAraNam,12.1#RaRTIsambanXaH,10.1	1	01	003	mahABArawam	uxyogaparvaH	-
12.1	piwAmahaH	7.1	piwAmahaH	piwAmaha{puM;1;eka}	piwAmaha{puM;1;eka}	karwA,3.1	sup_samucciwaH,8.1#karma,10.1#karwA,3.1	1	01	003	mahABArawam	uxyogaparvaH	-
13.1	rAma-	8.1	rAma-jana-arxanA	rAma	rAma	xvanxvaH,13.3	RaRTI_wawpuruRaH,13.3#xvanxvaH,13.3	1	01	003	mahABArawam	uxyogaparvaH	-
13.2	jana-	8.2	--	jana	jana	upapaxa_wawpuruRaH,13.3	upapaxa_wawpuruRaH,13.3#RaRTI_wawpuruRaH,13.3	1	01	003	mahABArawam	uxyogaparvaH	-
13.3	arxanAByAm	8.3	--	arxanA{swrI;3;xvi}/arxanA{swrI;4;xvi}/arxanA{swrI;5;xvi}/arxana{napuM;3;xvi}/arxana{napuM;4;xvi}/arxana{napuM;5;xvi}/arxana{puM;3;xvi}/arxana{puM;4;xvi}/arxana{puM;5;xvi}	arxanA{swrI;3;xvi}	sahArWaH,3.1	hewuH5,10.1#hewuH5,3.1#prayojanam1,10.1#prayojanam1,3.1#karwA,10.1#hewuH,10.1#hewuH,3.1#sahArWaH,3.1	1	01	003	mahABArawam	uxyogaparvaH	-
14.1	saha	9.1	.	saha{avya}	saha{avya}	sahArWa_xyowakaH,13.3	sahArWa_xyowakaH,13.3	1	01	003	mahABArawam	uxyogaparvaH	-
2.1	AsanAni	13.1	AsanAni	Asana{napuM;1;bahu}/Asana{napuM;2;bahu}	Asana{napuM;1;bahu}	karma,3.1	sup_samucciwaH,7.2#sup_samucciwaH,6.2#sup_samucciwaH,5.1#karma,3.1#sup_samucciwaH,12.1#sup_samucciwaH,10.1#sup_samucciwaH,8.1	1	01	003	mahABArawam	uxyogaparvaH	-
3.1	AviSawAm	14.1	AviSawAm	Af_viS1{karwari;lot;pra;xvi;parasmEpaxI;wuxAxiH}/Af_viS1{karwari{laf;pra;xvi;parasmEpaxI;wuxAxiH}/AviSaw{puM;6;bahu(Af_viS1;Sawq_lat;wuxAxiH)}/AviSaw{napuM;6;bahu(Af_viS1;Sawq_lat;wuxAxiH)}	Af_viS1{karwari;lot;pra;xvi;parasmEpaxI;wuxAxiH}	aBihiwa_karwA,12.1	viSeRaNam,11.2#upa_apekRA,4.1#nirXAraNam,11.2#karwA,10.1#karma,10.1#RaRTIsambanXaH,13.3#RaRTIsambanXaH,12.1#RaRTIsambanXaH,11.2#RaRTIsambanXaH,7.2#RaRTIsambanXaH,6.2#RaRTIsambanXaH,2.1#nirXAraNam,12.1	1	01	003	mahABArawam	uxyogaparvaH	-
4.1	puraswAw	2.1	puraswAw	puraswAw{avya}	puraswAw{avya}	xeSAXikaraNam,3.1	xeSAXikaraNam_upa,10.1#xeSAXikaraNam,3.1	1	01	003	mahABArawam	uxyogaparvaH	-
5.1	uBO	10.1	uBO	uBa{sarvanAma;puM;1;xvi}/uBa{sarvanAma;puM;2;xvi}/uBa{puM;8;xvi}	uBa{sarvanAma;puM;1;xvi}	viSeRaNam,6.2	viSeRaNam,7.2#viSeRaNam,6.2#karma,3.1#sup_samucciwaH,8.1#karwA,3.1#karma,10.1	1	01	003	mahABArawam	uxyogaparvaH	-
6.1	virAta-	12.1	virAta-xrupaxa	virAta-	virAta-	xvanxvaH,6.2	RaRTI_wawpuruRaH,6.2#xvanxvaH,6.2	1	01	003	mahABArawam	uxyogaparvaH	-
6.2	xrupaxO	12.2	--	xrupaxa{puM;1;xvi}/xrupaxa{puM;2;xvi}/xrupaxa{puM;8;xvi}	xrupaxa{puM;1;xvi}	muKyakarma,3.1	viSeRaNam,7.2#viSeRaNam,5.1#karma,3.1#sup_samucciwaH,8.1#karwA,3.1#karma,10.1#muKyakarma,3.1	1	01	003	mahABArawam	uxyogaparvaH	-
7.1	nara-	11.1	nara-inxra	nara	nara	sapwamI_wawpuruRaH,7.2	sapwamI_wawpuruRaH,7.2	1	01	003	mahABArawam	uxyogaparvaH	-
7.2	inxrO	11.2	--	inxra{puM;1;xvi}/inxra{puM;2;xvi}/inxra{puM;8;xvi}	inxra{puM;1;xvi}	viSeRaNam,6.2	viSeRaNam,6.2#viSeRaNam,5.1#karma,3.1#sup_samucciwaH,8.1#karwA,3.1#karma,10.1#viSeRaNam,7.2	1	01	003	mahABArawam	uxyogaparvaH	-
8.1	vqxXaH	5.1	vqxXaH	vqxXa{puM;1;eka}	vqxXa{puM;1;eka}	sup_samucciwaH,10.1	viSeRaNam,12.1#viSeRaNam,10.1#karwA,3.1#karma,10.1#sup_samucciwaH,10.1	1	01	003	mahABArawam	uxyogaparvaH	-
9.1	ca	6.1	ca	ca{avya}	ca{avya}	sup_samuccaya_xyowakaH,10.1	sup_samuccaya_xyowakaH,8.1#sambanXaH,8.1#sup_samuccaya_xyowakaH,10.1	1	01	003	mahABArawam	uxyogaparvaH	-
1.1	pAFcAla-	4.1	pAFcAla-rAja	pAFcAla	pAFcAla	bahuvrIhiH,1.2	bahuvrIhiH,1.2	1	01	004	mahABArawam	uxyogaparvaH	-
1.2	rAjasya	4.2	--	rAja{napuM;6;eka}/rAja{puM;6;eka}	rAja{puM;6;eka}	RaRTIsambanXaH,2.1	viSeRaNam,7.1#viSeRaNam,6.1#RaRTIsambanXaH,13.1#RaRTIsambanXaH,10.2#RaRTIsambanXaH,7.1#RaRTIsambanXaH,6.1#RaRTIsambanXaH,5.2#RaRTIsambanXaH,4.2#RaRTIsambanXaH,2.1	1	01	004	mahABArawam	uxyogaparvaH	-
10.1	jana-	10.1	jana-arxana	jana	jana	upapaxa_wawpuruRaH,10.2	upapaxa_wawpuruRaH,10.2	1	01	004	mahABArawam	uxyogaparvaH	-
10.2	arxanaH	10.2	--	arxana{puM;1;eka}	arxana{puM;1;eka}	samucciwaH,13.1	viSeRaNam,13.1#viSeRaNam,5.2#viSeRaNam,4.2#sup_samucciwaH,13.1#karwA,15.1	1	01	004	mahABArawam	uxyogaparvaH	-
11.1	ca	12.1	ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,10.2	sup_samuccaya_xyowakaH,10.2#sambanXaH,10.2	1	01	004	mahABArawam	uxyogaparvaH	-
12.1	eva	11.1	eva	eva{avya}	eva{avya}	sambanXaH,11.1	sambanXaH,11.1	1	01	004	mahABArawam	uxyogaparvaH	-
13.1	yuXiRTiraH	13.1	yuXiRTiraH	yuXiRTira{puM;1;eka}	yuXiRTira{puM;1;eka}	karwA,15.1	sup_samucciwaH,10.2#karwA,15.1	1	01	004	mahABArawam	uxyogaparvaH	-
14.1	ca	14.1	ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,13.1	sup_samuccaya_xyowakaH,13.1#sambanXaH,13.1	1	01	004	mahABArawam	uxyogaparvaH	-
15.1	(AswAm)	15.1	AswAm	As1{karwari;lot;pra;eka;AwmanepaxI;axAxiH}/as2{karwari;laf;pra;xvi;parasmEpaxI;axAxiH}	As1{karwari;lot;pra;eka;AwmanepaxI;axAxiH}	aBihiwa_karwA,13.1	aBihiwa_karwA,13.1	1	01	004	mahABArawam	uxyogaparvaH	-
16.1	.	-	.	-	-	-	-	1	01	004	mahABArawam	uxyogaparvaH	-
2.1	samIpawaH	5.1	samIpawaH	samIpa{avya;wasil}	samIpa{avya;wasil}	kriyAviSeRaNam,15.1	kriyAviSeRaNam,15.1	1	01	004	mahABArawam	uxyogaparvaH	-
3.1	wu	3.1	wu	wu{avya}	wu{avya}	sambanXaH,2.1	sambanXaH,2.1	1	01	004	mahABArawam	uxyogaparvaH	-
4.1	Sini-	1.1	Sini-pravIra	Sini	Sini	RaRTI_wawpuruRaH,4.2	RaRTI_wawpuruRaH,4.2	1	01	004	mahABArawam	uxyogaparvaH	-
4.2	pravIraH	1.2	--	pravIra{puM;1;eka}	pravIra{puM;1;eka}	viSeRaNam,5.2	viSeRaNam,13.1#viSeRaNam,10.2#viSeRaNam,5.2#sup_samucciwaH,13.1#sup_samucciwaH,10.2	1	01	004	mahABArawam	uxyogaparvaH	-
5.1	saha-	2.1	saha-rOhiNeya	saha{avya}	saha{avya}	RaRTI_wawpuruRaH,5.2	RaRTI_wawpuruRaH,5.2	1	01	004	mahABArawam	uxyogaparvaH	-
5.2	rOhiNeyaH	2.2	--	rOhiNeya{puM;1;eka}	rOhiNeya{puM;1;eka}	samucciwaH,13.1	viSeRaNam,13.1#viSeRaNam,10.2#viSeRaNam,4.2#sup_samucciwaH,13.1#sup_samucciwaH,10.2	1	01	004	mahABArawam	uxyogaparvaH	-
6.1	mawsyasya	6.1	mawsyasya	mawsya{puM;6;eka}	mawsya{puM;6;eka}	RaRTIsambanXaH,7.1	RaRTIsambanXaH,13.1#RaRTIsambanXaH,10.2#RaRTIsambanXaH,7.1#RaRTIsambanXaH,5.2#RaRTIsambanXaH,4.2	1	01	004	mahABArawam	uxyogaparvaH	-
7.1	rAjFaH	7.1	rAjFaH	rAjan{puM;2;bahu}/rAjan{puM;5;eka}/rAjan{puM;6;eka}	rAjan{puM;6;eka}	RaRTIsambanXaH,6.1	RaRTIsambanXaH,13.1#RaRTIsambanXaH,10.2#RaRTIsambanXaH,6.1#RaRTIsambanXaH,5.2#RaRTIsambanXaH,4.2#hewuH5,15.1	1	01	004	mahABArawam	uxyogaparvaH	-
8.1	wu	8.1	wu	wu{avya}	wu{avya}	sambanXaH,7.1	sambanXaH,7.1	1	01	004	mahABArawam	uxyogaparvaH	-
9.1	susannikqRtO	9.1	susannikqRtO	susannikqRta{puM;1;eka}	susannikqRta{puM;1;eka}	aBihiwa_karwA,7.1	aBihiwa_karwA,7.1	1	01	004	mahABArawam	uxyogaparvaH	-
1.1	suwAH	4.1	suwAH	suwa{puM;1;bahu}/suwa{puM;1;bahu(Ru2;kwa;axAxiH)}/suwA{swrI;1;bahu(Ru2;kwa;axAxiH)}/suwA{swrI;2;bahu(Ru2;kwa;axAxiH)}/suwa{puM;1;bahu(Ru3;kwa;svAxiH)}/suwA{swrI;1;bahu(Ru3;kwa;svAxiH)}/suwA{swrI;2;bahu(Ru3;kwa;svAxiH)}	suwa{puM;1;bahu}	sup_samucciwaH,13.2	sup_samucciwaH,9.2#sup_samucciwaH,7.2#sup_samucciwaH,13.2#viSeRaNam,3.1#karwA,16.1	1	01	005	mahABArawam	uxyogaparvaH	-
10.1	ca	10.1	ca	ca{avya}	ca{avya}	sambanXaH,9.2	sup_samuccaya_xyowakaH,9.2#sambanXaH,9.2	1	01	005	mahABArawam	uxyogaparvaH	-
11.1	yuXi	11.1	yuXi	yuX{swrI;7;eka}	yuX{swrI;7;eka}	aXikaraNam,12.1	sup_samucciwaH,7.2#aXikaraNam,#aXikaraNam,7.2#aXikaraNam,12.1	1	01	005	mahABArawam	uxyogaparvaH	-
12.1	pravIrO	12.1	pravIrO	pravIra{puM;1;xvi}/pravIra{puM;2;xvi}/pravIra{puM;8;xvi}	pravIra{puM;1;xvi}	sup_samucciwaH,13.2	sup_samucciwaH,9.2#sup_samucciwaH,7.2#sup_samucciwaH,13.2#karwA_be_verbs,	1	01	005	mahABArawam	uxyogaparvaH	-
13.1	virAta-	15.1	virAta-puwra	virAta	virAta	RaRTI_wawpuruRaH,13.2	RaRTI_wawpuruRaH,13.2	1	01	005	mahABArawam	uxyogaparvaH	-
13.2	puwraH	15.2	--	puwra{puM;1;eka}	puwra{puM;1;eka}	karwA,16.1	sup_samucciwaH,9.2#sup_samucciwaH,7.2#karwA,16.1	1	01	005	mahABArawam	uxyogaparvaH	-
14.1	ca	13.1	ca	ca{avya}	ca{avya}	sup_samuccaya_xyowakaH,13.2	sup_samuccaya_xyowakaH,13.2#sambanXaH,13.2	1	01	005	mahABArawam	uxyogaparvaH	-
15.1	saha-	14.1	saha-	saha	saha	bahuvrIhiH,15.2	bahuvrIhiH,15.2	1	01	005	mahABArawam	uxyogaparvaH	-
15.2	aBimanyuH	14.2	--	aBimanyu{puM;1;eka}	aBimanyu{puM;1;eka}	viSeRaNam,13.2	viSeRaNam,13.2	1	01	005	mahABArawam	uxyogaparvaH	-
16.1	(AsIw)	16.1	.	as2{karwari;laf;pra;xvi;parasmEpaxI;axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,13.2	aBihiwa_karwA,13.2	1	01	005	mahABArawam	uxyogaparvaH	-
2.1	ca	5.1	ca	ca{avya}	ca{avya}	sambanXaH,1.1	sambanXaH,1.1	1	01	005	mahABArawam	uxyogaparvaH	-
3.1	sarve	3.1	sarve	sarva{sarvanAma;puM;1;bahu}/sarva{sarvanAma;napuM;1;xvi}/sarva{sarvanAma;napuM;2;xvi}/sarvA{sarvanAma;swrI;1;xvi}/sarvA{sarvanAma;swrI;2;xvi}	sarva{sarvanAma;puM;1;bahu}	viSeRaNam,1.1	sup_samucciwaH,9.2#sup_samucciwaH,7.2#karma,1.1#sup_samucciwaH,13.2#viSeRaNam,1.1	1	01	005	mahABArawam	uxyogaparvaH	-
4.1	xrupaxasya	1.1	xrupaxasya	xrupaxa{puM;6;eka}	xrupaxa{puM;6;eka}	RaRTIsambanXaH,5.1	RaRTIsambanXaH,13.2#RaRTIsambanXaH,12.1#RaRTIsambanXaH,11.1#RaRTIsambanXaH,9.2#RaRTIsambanXaH,7.2#RaRTIsambanXaH,6.1#RaRTIsambanXaH,5.1	1	01	005	mahABArawam	uxyogaparvaH	-
5.1	rAjFaH	2.1	rAjFaH	rAjan{puM;2;bahu}/rAjan{puM;5;eka}/rAjan{puM;6;eka}	rAjan{puM;6;eka}	viSeRaNam,4.1	RaRTIsambanXaH,13.2#RaRTIsambanXaH,12.1#RaRTIsambanXaH,11.1#RaRTIsambanXaH,9.2#RaRTIsambanXaH,7.2#RaRTIsambanXaH,6.1#RaRTIsambanXaH,4.1#hewuH5,#hewuH5,7.2#sup_samucciwaH,9.2#sup_samucciwaH,7.2#karma,1.1#viSeRaNam,4.1	1	01	005	mahABArawam	uxyogaparvaH	-
