anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	sentno	chaptno	slokano	book	part1	part2
12.1	wena	-	wena	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanAxiH}	wax{sarvanAma;puM;3;eka}	viSeRaNam,13.1	viSeRaNam,11.1#karwA,2.1#karaNam,2.1#hewuH,3.1#hewuH,2.1	2	1	01	upaniRax	ISAvAsyopaniRax	-
13.1	wyakwena	-	wyakwena	wyakwa{puM;3;eka(wyaj1;kwa;BvAxiH)}/wyakwa{napuM;3;eka(wyaj1;kwa;BvAxiH)}	wyakwa{puM;3;eka(wyaj1;kwa;BvAxiH)}	karaNam,14.1	viSeRaNam,1.1#hewuH,3.1#hewuH,1.1#karaNam,14.1	2	1	01	upaniRax	ISAvAsyopaniRax	-
14.1	BuFjIWAH	-	BuFjIWAH	Buj2{karwari;viXilif;ma;eka;AwmanepaxI;ruXAxiH}	Buj2{karwari;viXilif;ma;eka;AwmanepaxI;ruXAxiH}	-	-	2	1	01	upaniRax	ISAvAsyopaniRax	-
15.1	[wvam]	-	wvam	-	-	karwA,14.1	karwA,3.1#karwA,14.1	2	1	01	upaniRax	ISAvAsyopaniRax	-
1.1	mA	-	mA	mA{avya}	mA{avya}	prawiReXaH,2.1	prawiReXaH,2.1	3	1	01	upaniRax	ISAvAsyopaniRax	-
2.1	gqXaH	-	gqXaH	gqX1{karwari;luf;ma;eka;parasmEpaxI;xivAxiH}	gqX1{karwari;luf;ma;eka;parasmEpaxI;xivAxiH}	aBihiwa_karwA	-	3	1	01	upaniRax	ISAvAsyopaniRax	-
3.1	kasya	-	kasya	kim{sarvanAma;puM;6;eka}/kim{sarvanAma;napuM;6;eka}	kim{sarvanAma;puM;6;eka}	RaRTIsambanXaH,5.1	RaRTIsambanXaH,5.1	3	1	01	upaniRax	ISAvAsyopaniRax	-
4.1	sviw	-	sviw	sviw{avy}	sviw{avy}	sambanXaH,5.1	sambanXaH,2.1	3	1	01	upaniRax	ISAvAsyopaniRax	-
5.1	Xanam	-	Xanam	Xana{napuM;1;eka}/Xana{napuM;2;eka}	Xana{napuM;2;eka}	karma,2.1	karma,2.1	3	1	01	upaniRax	ISAvAsyopaniRax	-
1.1	kurvan	-	kurvan	kurvaw{puM;8;eka}/kurvaw{puM;1;eka(kq3;Sawq_lat;wanAxiH)}	kurvaw{puM;1;eka(kq3;Sawq_lat;wanAxiH)}	varwamAnasamAnakAlaH,5.1	varwamAnasamAnakAlaH,5.1#karwA,5.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
10.1	na	-	na	na{avya}	na{avya}	prawiReXaH,13.1	prawiReXaH,12.1#prawiReXaH,6.1#prawiReXaH,5.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
11.1	anyaWA	-	anyaWA	anyaWA{avya}	anyaWA{avya}	karwA,13.1	karwA,12.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
12.1	iwaH	-	iwaH	iwaH{avya}/i1{karwari;lat;pra;xvi;parasmEpaxI;axAxiH}/iwa{puM;1;eka(i1;kwa;axAxiH)}	iwaH{wasil;avya}	sanxarBa_binxuH,7.1	karwA_be_verbs,6.1#karma,8.1#viBakwam,4.1#sanxarBa_binxuH,7.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
13.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,7.1	-	1	1	02	upaniRax	ISAvAsyopaniRax	-
14.1	na	-	na	na{avya}	na{avya}	prawiReXaH,16.1	prawiReXaH,16.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
15.1	karma	-	karma	karman{napuM;1;eka}/karman{napuM;2;eka}	karman{napuM;1;eka}	karma,16.1	karma,16.1#karwA_be_verbs,6.1#karma,9.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
16.1	lipyawe	-	lipyawe	lip1{karmaNi;lat;pra;eka;AwmanepaxI;wuxAxiH}	lip1{karmaNi;lat;pra;eka;AwmanepaxI;wuxAxiH}	aBihiwa_karma,8.1;sakarmaka	-	1	1	02	upaniRax	ISAvAsyopaniRax	-
17.1	nare	-	nare	nara{puM;7;eka}	nara{puM;7;eka}	viRayAXikaraNam,16.1	viSeRaNam,2.1#aXikaraNam,8.1#aXikaraNam,6.1#aXikaraNam,5.1#viRayAXikaraNam,16.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
2.1	eva	-	eva	eva{avya}	eva{avya}	sambanXaH,1.1	sambanXaH,1.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
3.1	iha	-	iha	iha{avya}	iha{avya}	xeSAXikaraNam,5.1	xeSAXikaraNam,5.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
4.1	karmANi	-	karmANi	karman{napuM;1;bahu}/karman{napuM;2;bahu}/karman{napuM;8;bahu}	karman{napuM;2;bahu}	karma,1.1	karma,1.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
5.1	jijIviRew	-	jijIviRew	jIv1{sananwa;karwari;viXilif;pra;eka;parasmEpaxI;BvAxiH}	jIv1{sananwa;karwari;viXilif;pra;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA	-	1	1	02	upaniRax	ISAvAsyopaniRax	-
6.1	SawaM	-	SawaM	Sawa{napuM;1;eka}/Sawa{napuM;2;eka}/Sawa{saMKyeyam;napuM;1;eka}/Sawa{saMKyeyam;napuM;2;eka}/Sawa{saMKyA;napuM;1;eka}/Sawa{saMKyA;napuM;2;eka}	Sawa{napuM;2;eka}	viSeRaNam,7.1	karma,1.1#karwA,5.1#viSeRaNam,15.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
7.1	samAH	-	samAH	sama{puM;1;bahu}/samA{sarvanAma;swrI;1;bahu}/samA{sarvanAma;swrI;2;bahu}/sama{puM;8;bahu}/samA{swrI;8;bahu}	samA{swrI;2;bahu}	karma,5.1	karma,11.1#awyanwasaMyoga_sambanXaH,5.1#awyanwasaMyoga_sambanXaH,1.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
8.1	evaM	-	evaM	evam{avya}	evam{avya}	sambanXaH,13.1	kriyAviSeRaNam,8.1#kriyAviSeRaNam,6.1#kriyAviSeRaNam,5.1#sambanXaH,17.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
9.1	wvayi	-	wvayi	yuRmax{sarvanAma;7;eka}	yuRmax{sarvanAma;7;eka}	viSeRaNam,13.1	xeSAXikaraNam,16.1#xeSAXikaraNam,6.1#xeSAXikaraNam,5.1#viSeRaNam,17.1	1	1	02	upaniRax	ISAvAsyopaniRax	-
1.1	asuryAH	-	asuryAH	asuryA{swrI;1;bahu}/asuryA{swrI;2;bahu}	asuryA{swrI;1;bahu}	saMjFA,4.1	karma,7.1#saMjFA,4.1	1	1	03	upaniRax	ISAvAsyopaniRax	-
2.1	nAma	-	nAma	nAma{avya}	nAma{avya}	saMjFA_xyowakaH,1.1	saMjFA_xyowakaH,1.1	1	1	03	upaniRax	ISAvAsyopaniRax	-
3.1	we	-	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;6;eka}/yuRmax{sarvanAma;4;eka}	wax{sarvanAma;puM;1;bahu}	viSeRaNam,4.1	prayojanam1,7.1#karwA,7.1#karma,7.1#RaRTIsambanXaH,7.1#RaRTIsambanXaH,4.1#RaRTIsambanXaH,1.1#viSeRaNam,7.1#viSeRaNam,4.1	1	1	03	upaniRax	ISAvAsyopaniRax	-
4.1	lokAH	-	lokAH	loka{puM;1;bahu}/loka{puM;8;bahu}	loka{puM;1;bahu}	karma,7.1	karma,7.1	1	1	03	upaniRax	ISAvAsyopaniRax	-
5.1	anXena	-	anXena	anXa{puM;3;eka}/anXa{napuM;3;eka}	anXa{puM;3;eka}	viSeRaNam,6.1	viSeRaNam,6.1#karwA,7.1#karaNam,7.1#hewuH,7.1	1	1	03	upaniRax	ISAvAsyopaniRax	-
6.1	wamasA	-	wamasA	wamas{napuM;3;eka}	wamas{napuM;3;eka}	karwA,7.1	viSeRaNam,5.1#karwA,7.1#karaNam,7.1#hewuH,7.1	1	1	03	upaniRax	ISAvAsyopaniRax	-
7.1	AvqwAH	-	AvqwAH	Avqwa{puM;1;bahu(Af_vqw1;GaF;BvAxiH)}/Avqwa{puM;1;bahu(Af_vq1;kwa;svAxiH)}/AvqwA{swrI;1;bahu(Af_vq1;kwa;svAxiH)}/AvqwA{swrI;2;bahu(Af_vq1;kwa;svAxiH)}	Avqwa{puM;1;bahu(Af_vq1;kwa;svAxiH)}	-	-	1	1	03	upaniRax	ISAvAsyopaniRax	-
10.1	prewya	-	prewya	pra_i1{avya;lyap;axAxiH}	pra_i1{avya;lyap;axAxiH}	pUrvakAlaH,11.1	pUrvakAlaH,11.1#kriyAviSeRaNam,10.1	2	1	03	upaniRax	ISAvAsyopaniRax	-
11.1	aBigacCanwi	-	aBigacCanwi	aBi_gam1{karwari;lat;pra;bahu;parasmEpaxI;BvAxiH}/aBigacCaw{napuM;1;bahu(aBi_gam1;Sawq_lat;BvAxiH)}/aBigacCaw{napuM;2;bahu(aBi_gam1;Sawq_lat;BvAxiH)}	aBi_gam1{karwari;lat;pra;bahu;parasmEpaxI;BvAxiH}	aBihiwa_karwA,9.1;sakarmaka	karma,9.1	2	1	03	upaniRax	ISAvAsyopaniRax	-
12.1	ye	-	ye	yax{sarvanAma;puM;1;bahu}/yax{sarvanAma;napuM;1;xvi}/yax{sarvanAma;napuM;2;xvi}/yax{sarvanAma;swrI;1;xvi}/yax{sarvanAma;swrI;2;xvi}	yax{sarvanAma;puM;1;bahu}	viSeRaNam,16.1	viSeRaNam,16.1#karwA_be_verbs,16.1	2	1	03	upaniRax	ISAvAsyopaniRax	-
13.1	ke	-	ke	kim{sarvanAma;puM;1;bahu}/kim{sarvanAma;napuM;1;xvi}/kim{sarvanAma;napuM;2;xvi}/kim{sarvanAma;swrI;1;xvi}/kim{sarvanAma;swrI;2;xvi}	kim{sarvanAma;puM;1;bahu}	viSeRaNam,16.1	viSeRaNam,12.1#karwA,17.1#viXeya_viSeRaNam,17.1#viSeRaNam,12.1#karwA_be_verbs,17.1	2	1	03	upaniRax	ISAvAsyopaniRax	-
14.1	ca	-	ca	ca{avya}	ca{avya}	sambanXaH,13.1	sambanXaH,13.1	2	1	03	upaniRax	ISAvAsyopaniRax	-
15.1	Awma-	-	Awma-hanaH	Awman	Awman	upapaxa-wawpuruRaH,15.2	samAsaH,15.2	2	1	03	upaniRax	ISAvAsyopaniRax	-
15.2	hanaH	-	hanaH	hana{puM;1;bahu}	hana{puM;1;bahu}	viSeRaNam,16.1	viSeRaNam,16.1	2	1	03	upaniRax	ISAvAsyopaniRax	-
16.1	janAH	-	janAH	jana{puM;1;bahu}/jana{puM;8;bahu}	jana{puM;1;bahu}	karwA,17.1	karwA_be_verbs,17.1	2	1	03	upaniRax	ISAvAsyopaniRax	-
17.1	[sanwi]	-	[sanwi]	as2{karwari;lat;pra;bahu;parasmEpaxI;axAxiH}/saw{napuM;8;bahu}	as2{karwari;lat;pra;bahu;parasmEpaxI;axAxiH}	aBihiwa_karwA,16.1	-	2	1	03	upaniRax	ISAvAsyopaniRax	-
8.1	wAn	-	wAn	wax{sarvanAma;puM;2;bahu}	wax{sarvanAma;puM;2;bahu}	karma,11.1	karma,11.1#karma,10.1	2	1	03	upaniRax	ISAvAsyopaniRax	-
9.1	we	-	we	wax{sarvanAma;puM;1;bahu}/wax{sarvanAma;napuM;1;xvi}/wax{sarvanAma;napuM;2;xvi}/wax{sarvanAma;swrI;1;xvi}/wax{sarvanAma;swrI;2;xvi}/yuRmax{sarvanAma;6;eka}/yuRmax{sarvanAma;4;eka}	wax{sarvanAma;puM;1;bahu}	karwA,11.1;niwya_sambanXaH,12.1	prayojanam1,11.1#prayojanam1,10.1#karma,11.1#karma,9.1#karwA,10.1	2	1	03	upaniRax	ISAvAsyopaniRax	-
1.1	an-	-	an-	na	na	naFa-wawpuruRaH,1.2	naFa-wawpuruRaH,1.2	1	1	04	upaniRax	ISAvAsyopaniRax	-
1.2	ejaw	-	ejaw	ejq{Sawq;napuM;}	ejq{Sawq;napuM;1;eka}	viXeya_viSeRaNam,2.1	viSeRaNam,4.1#viXeya_viSeRaNam,2.1	1	1	04	upaniRax	ISAvAsyopaniRax	-
2.1	ekaM	-	ekaM	eka{saMKyeyam;puM;2;eka}/eka{saMKyeyam;napuM;1;eka}/eka{saMKyeyam;napuM;2;eka}/eka{saMKyA;napuM;1;eka}/eka{saMKyA;napuM;2;eka}	eka{saMKyeyam;napuM;1;eka}	karwA,5.1	viSeRaNam,4.1#karwA,5.1	1	1	04	upaniRax	ISAvAsyopaniRax	-
3.1	manasaH	-	manasaH	manas{napuM;5;eka}/manas{napuM;6;eka}	manas{napuM;5;eka}	wulanAbinxuH,4.1	wulanAbinxuH,4.1	1	1	04	upaniRax	ISAvAsyopaniRax	-
4.1	javIyaH	-	javIyaH	javIyas{napuM;1;eka}	javIyas{napuM;1;eka}	viXeya_viSeRaNam,2.1	karwA,5.1#viXeya_viSeRaNam,2.1	1	1	04	upaniRax	ISAvAsyopaniRax	-
5.1	[aswi]	-	[aswi]	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,2.1	-	1	1	04	upaniRax	ISAvAsyopaniRax	-
1.1	na	-	na	na{avya}	na{avya}	prawiReXaH,4.1	prawiReXaH,4.1	2	1	04	upaniRax	ISAvAsyopaniRax	-
2.1	enaw	-	enaw	ixam{sarvanAma;napuM;2;eka}/ewax{sarvanAma;napuM;2;eka}	ixam{sarvanAma;napuM;2;eka}	karma,4.1	viSeRaNam,5.1#karma,4.1	2	1	04	upaniRax	ISAvAsyopaniRax	-
3.1	xevAH	-	xevAH	xeva{puM;1;bahu}/xeva{puM;8;bahu}	xeva{puM;1;bahu}	karwA,4.1	karwA,4.1	2	1	04	upaniRax	ISAvAsyopaniRax	-
4.1	Apnuvan	-	Apnuvan	Ap1{karwari;laf;pra;bahu;parasmEpaxI;svAxiH}/Apnuvaw{puM;1;eka(Ap1;Sawq_lat;svAxiH)}	Ap1{karwari;laf;pra;bahu;parasmEpaxI;svAxiH}	aBihiwa_karwA,3.1;sakarmaka	-	2	1	04	upaniRax	ISAvAsyopaniRax	-
5.1	pUrvam	-	pUrvam	pUrva{puM;2;eka}/pUrva{sarvanAma;puM;2;eka}/pUrva{sarvanAma;napuM;1;eka}/pUrva{sarvanAma;napuM;2;eka}	pUrva{puM;2;eka}	kAlAXikaraNam,6.1	viSeRaNam,2.1#karma,4.1#kAlAXikaraNam,4.1	2	1	04	upaniRax	ISAvAsyopaniRax	-
6.1	arRaw(ArRa)	-	arRaw	qR{Sawq;puM;2;eka}	qR{Sawq;puM;2;eka}	viSeRaNam,2.1	varwamAnasamAnakAlaH,4.1	2	1	04	upaniRax	ISAvAsyopaniRax	-
1.1	waw	-	waw	wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	karwA,4.1	viSeRaNam,5.1#karma,4.1#karma,2.1#karwA,4.1	3	1	04	upaniRax	ISAvAsyopaniRax	-
2.1	XAvawaH	-	XAvawaH	XAv1{karwari;lat;pra;xvi;parasmEpaxI;BvAxiH}/XAvaw{puM;2;bahu(XAv1;Sawq_lat;BvAxiH)}/XAvaw{puM;5;eka(XAv1;Sawq_lat;BvAxiH)}/XAvaw{puM;6;eka(XAv1;Sawq_lat;BvAxiH)}/XAvaw{napuM;5;eka(XAv1;Sawq_lat;BvAxiH)}/XAvaw{napuM;6;eka(XAv1;Sawq_lat;BvAxiH)}	XAvaw{puM;2;bahu(XAv1;Sawq_lat;BvAxiH)}	viSeRaNam,3.1	wulanA_binxuH,3.1#hewuH5,5.1#hewuH5,4.1#viSeRaNam,3.1#karma,4.1	3	1	04	upaniRax	ISAvAsyopaniRax	-
3.1	anyAn	-	anyAn	anya{sarvanAma;puM;2;bahu}	anya{sarvanAma;puM;2;bahu}	karma,4.1	viSeRaNam,2.1#karma,4.1#karma,2.1	3	1	04	upaniRax	ISAvAsyopaniRax	-
4.1	awyewi	-	awyewi	awi_i1{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	awi_i1{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA	-	3	1	04	upaniRax	ISAvAsyopaniRax	-
5.1	wiRTaw	-	wiRTaw	wiRTaw{napuM;1;eka(RWA1;Sawq_lat;BvAxiH)}/wiRTaw{napuM;2;eka(RWA1;Sawq_lat;BvAxiH)}	wiRTaw{napuM;1;eka(RWA1;Sawq_lat;BvAxiH)}	varwamAnasamAnakAlaH,4.1	viSeRaNam,1.1#karma,4.1#karma,2.1#varwamAnasamAnakAlaH,4.1#karwA,4.1	3	1	04	upaniRax	ISAvAsyopaniRax	-
6.1	.	-	.	-	-	-	-	3	1	04	upaniRax	ISAvAsyopaniRax	-
1.1	wasmin	-	wasmin	wax{sarvanAma;puM;7;eka}/wax{sarvanAma;napuM;7;eka}	wax{sarvanAma;puM;7;eka}	BAvalakRaNasapwamI_samAnakAlaH,4.1	aXikaraNam,4.1#BAvalakRaNasapwamI_samAnakAlaH,4.1	4	1	04	upaniRax	ISAvAsyopaniRax	-
2.1	apaH	-	apaH	ap{swrI;1;bahu}	ap{swrI;1;bahu}	karwA,5.1	karwA,5.1	4	1	04	upaniRax	ISAvAsyopaniRax	-
3.1	mAwariSvA	-	mAwariSvA	mAwariSvan{puM;1;eka}	mAwariSvan{puM;1;eka}	karwA,4.1	karwA,4.1	4	1	04	upaniRax	ISAvAsyopaniRax	-
4.1	xaXAwi	-	xaXAwi	XA1{karwari;lat;pra;eka;parasmEpaxI;juhowyAxiH}	XA1{karwari;lat;pra;eka;parasmEpaxI;juhowyAxiH}	aBihiwa_karwA	-	4	1	04	upaniRax	ISAvAsyopaniRax	-
5.1	(xaXAwi)	-	xaXAwi	XA1{karwari;lat;pra;eka;parasmEpaxI;juhowyAxiH}	XA1{karwari;lat;pra;eka;parasmEpaxI;juhowyAxiH}	aBihiwa_karwA	-	4	1	04	upaniRax	ISAvAsyopaniRax	-
6.1	(karmANi)	-	karmANi	karman{napu;2;eka}	karman{napu;2;eka}	karma,5.1	karma,5.1	4	1	04	upaniRax	ISAvAsyopaniRax	-
7.1	(karmANi)	-	karmANi	karman{napu;2;eka}	karman{napu;2;eka}	karma,4.1	karma,4.1	4	1	04	upaniRax	ISAvAsyopaniRax	-
1.1	waw	-	waw	wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	karwA,2.1	karwA,2.1	1	1	05	upaniRax	ISAvAsyopaniRax	-
2.1	ejawi	-	ejawi	ej1{karwari;lat;pra;eka;parasmEpaxI;BvAxiH}	ej1{karwari;lat;pra;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA	-	1	1	05	upaniRax	ISAvAsyopaniRax	-
3.1	.	-	.	-	-	-	-	1	1	05	upaniRax	ISAvAsyopaniRax	-
1.1	waw	-	waw	wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	karwA,3.1	karwA,3.1	2	1	05	upaniRax	ISAvAsyopaniRax	-
2.1	na	-	na	na{avya}	na{avya}	prawiReXaH,3.1	prawiReXaH,3.1	2	1	05	upaniRax	ISAvAsyopaniRax	-
3.1	ejawi	-	ejawi	ej1{karwari;lat;pra;eka;parasmEpaxI;BvAxiH}	ej1{karwari;lat;pra;eka;parasmEpaxI;BvAxiH}	aBihiwa_karwA	-	2	1	05	upaniRax	ISAvAsyopaniRax	-
4.1	.	-	.	-	-	-	-	2	1	05	upaniRax	ISAvAsyopaniRax	-
1.1	waw	-	waw	wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	karwA,3.1	karwA,3.1	3	1	05	upaniRax	ISAvAsyopaniRax	-
2.1	xUre	-	xUre	xUra{puM;7;eka}/xUra{napuM;7;eka}	xUra{puM;7;eka}	aXikaraNam,3.1	xeSAXikaraNam_upa,3.1#aXikaraNam,3.1	3	1	05	upaniRax	ISAvAsyopaniRax	-
3.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,1.1	-	3	1	05	upaniRax	ISAvAsyopaniRax	-
4.1	.	-	.	-	-	-	-	3	1	05	upaniRax	ISAvAsyopaniRax	-
1.1	waw	-	waw	wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	karwA,4.1	karwA,4.1	4	1	05	upaniRax	ISAvAsyopaniRax	-
2.1	u	-	u	u{avya}	u{avya}	sambanXaH,3.1	sambanXaH,3.1	4	1	05	upaniRax	ISAvAsyopaniRax	-
3.1	anwike	-	anwike	anwikA{swrI;8;eka}/anwika{puM;7;eka}	anwika{puM;7;eka}	aXikaraNam,4.1	xeSAXikaraNam_upa,4.1#kriyAviSeRaNam,4.1#aXikaraNam,4.1	4	1	05	upaniRax	ISAvAsyopaniRax	-
4.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,1.1	-	4	1	05	upaniRax	ISAvAsyopaniRax	-
5.1	.	-	.	-	-	-	-	4	1	05	upaniRax	ISAvAsyopaniRax	-
1.1	waw	-	waw	wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	karwA,5.1	karma,3.1#karwA,5.1	5	1	05	upaniRax	ISAvAsyopaniRax	-
2.1	anwaH	-	anwaH	anwaH{avya}/anwa{puM;1;eka}	anwaH{avya}	aXikaraNam,5.1	viXeya_viSeRaNam,5.1#karwA_be_verbs,5.1#xeSAXikaraNam_upa,5.1#xeSAXikaraNam_upa,3.1#aXikaraNam,5.1	5	1	05	upaniRax	ISAvAsyopaniRax	-
3.1	asya	-	asya	ixam{sarvanAma;puM;6;eka}/ixam{sarvanAma;napuM;6;eka}/as3{karwari;lot;ma;eka;parasmEpaxI;xivAxiH}	ixam{sarvanAma;puM;6;eka}	viSeRaNam,4.1	viSeRaNam,4.1#RaRTIsambanXaH,2.1	5	1	05	upaniRax	ISAvAsyopaniRax	-
4.1	sarvasya	-	sarvasya	sarva{sarvanAma;puM;6;eka}/sarva{sarvanAma;napuM;6;eka}	sarva{sarvanAma;puM;6;eka}	RaRTIsambanXaH,2.1	RaRTIsambanXaH,2.1	5	1	05	upaniRax	ISAvAsyopaniRax	-
5.1	aswi	-	aswi	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;axAxiH}	aBihiwa_karwA,1.1	-	5	1	05	upaniRax	ISAvAsyopaniRax	-
6.1	.	-	.	-	-	-	-	5	1	05	upaniRax	ISAvAsyopaniRax	-
1.1	waw	-	waw	wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	karwA,6.1	karma,4.1#karwA,6.1	6	1	05	upaniRax	ISAvAsyopaniRax	-
2.1	u	-	u	u{avya}	u{avya}	sambanXaH,5.1	sambanXaH,5.1	6	1	05	upaniRax	ISAvAsyopaniRax	-
3.1	sarvasya	-	sarvasya	sarva{sarvanAma;puM;6;eka}/sarva{sarvanAma;napuM;6;eka}	sarva{sarvanAma;puM;6;eka}	RaRTIsambanXaH,5.1	RaRTIsambanXaH,5.1	6	1	05	upaniRax	ISAvAsyopaniRax	-
4.1	asya	-	asya	ixam{sarvanAma;puM;6;eka}/ixam{sarvanAma;napuM;6;eka}/as3{karwari;lot;ma;eka;parasmEpaxI;xivAxiH}	ixam{sarvanAma;puM;6;eka}	viSeRaNam,3.1	viSeRaNam,3.1	6	1	05	upaniRax	ISAvAsyopaniRax	-
5.1	bAhyawaH	-	bAhyawaH	bAhya{wasil;avya}	bAhya{wasil;avya}	aXikaraNam,6.1	viXeya_viSeRaNam,6.1#aXikaraNam,6.1	6	1	05	upaniRax	ISAvAsyopaniRax	-
