8.2	aparO	-	--	apara{puM;1;xvi}/apara{puM;2;xvi}/apara{sarvanAma;puM;1;xvi}/apara{sarvanAma;puM;2;xvi}/apara{puM;8;xvi}	apara{puM;2;xvi}	viSeRaNam,9.2	viSeRaNam,9.2#karma,10.1	1	01	001	kumArasamBavam",@null,@null}
9.1	woya-	-	woya-niXI	woya	woya	RaRTI_wawpuruRaH,9.2	RaRTI_wawpu_ruRaH,9.2#RaRTI_wawpuruRaH,9.2	1	01	001	kumArasamBavam",@null,@null}
9.2	niXI	-	--	niXi{puM;1;xvi}/niXi{puM;2;xvi}/niXi{puM;8;xvi}	niXi{puM;2;xvi}	karma,10.1	karma,10.1	1	01	001	kumArasamBavam",@null,@null}
1.1	yam	-	yam	yax{sarvanAma;puM;2;eka}	yax{sarvanAma;puM;2;eka}	viSeRaNam,4.1	viSeRaNam,4.1#sup_samucciwaH,11.2#karma,7.1	1	01	002	kumArasamBavam",@null,@null}
10.1	rawnAni	-	rawnAni	rawna{napuM;1;bahu}/rawna{napuM;2;bahu}/rawna{napuM;8;bahu}	rawna{napuM;2;bahu}	samucciwaH,11.2	sup_samucciwaH,11.2#muKyakarma,14.1#karwA,14.1	1	01	002	kumArasamBavam",@null,@null}
11.1	mahA-	-	mahA-ORaXIH	mahaw	mahaw	karmaXAraya_wawpuruRaH,11.2	samAsaH,11.2#karmaXAraya_wawpuruRaH,11.2	1	01	002	kumArasamBavam",@null,@null}
11.2	ORaXIH	-	--	ORaXi{swrI;2;bahu}/ORaXI{swrI;1;eka}/ORaXI{swrI;8;eka}	ORaXi{swrI;2;bahu}	karma,14.1	karwA,14.1#muKyakarma,14.1#gONakarma,14.1#karma,14.1	1	01	002	kumArasamBavam",@null,@null}
12.1	ca	-	ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,11.2	sup_samuccaya_xyowakaH,11.2#sambanXaH,11.2	1	01	002	kumArasamBavam",@null,@null}
13.1	pqWu-	-	pqWu-upaxiRtAm	pqWu	pqWu	wqwIyA_wawpuruRaH,13.2	samAsaH,13.2#wqwIyA_wawpuruRaH,13.2	1	01	002	kumArasamBavam",@null,@null}
13.2	upaxiRtAm	-	--	upaxiRtA{swrI;2;eka(upa_xiS1;kwa;wuxAxiH)}	upaxiRtA{swrI;2;eka(upa_xiS1;kwa;wuxAxiH)}	viSeRaNam,15.1	viSeRaNam,15.1#muKyakarma,14.1#gONakarma,14.1	1	01	002	kumArasamBavam",@null,@null}
14.1	xuxuhuH	-	xuxuhuH	xuh2{karwari;lit;pra;bahu;parasmEpaxI;axAxiH}	xuh2{karwari;lit;pra;bahu;parasmEpaxI;axAxiH}	aBihiwa_karwA	-	1	01	002	kumArasamBavam",@null,@null}
15.1	XariwrIm	-	XariwrIm	XariwrI{swrI;2;eka}	XariwrI{swrI;2;eka}	gONakarma,14.1	gONakarma,14.1	1	01	002	kumArasamBavam",@null,@null}
2.1	sarva-	-	sarva-SElAH	sarva	sarva	karmaXAraya_wawpuruRaH,2.2	samAsaH,2.2#karmaXAraya_wawpuruRaH,2.2	1	01	002	kumArasamBavam",@null,@null}
2.2	SElAH	-	--	SEla{puM;1;bahu}/SEla{puM;8;bahu}/SElA{swrI;8;bahu}/SElA{swrI;1;bahu}/SElA{swrI;2;bahu}	SEla{puM;1;bahu}	karwA,14.1	viSeRaNam,11.2#sup_samucciwaH,11.2#karma,7.1#karwA,14.1	1	01	002	kumArasamBavam",@null,@null}
3.1	parikalpya	-	parikalpya	pari_kqp1{avya;lyap}	pari_kqp1{avya;lyap}	pUrvakAlaH,14.1	pUrvakAlaH,14.1	1	01	002	kumArasamBavam",@null,@null}
4.1	vawsam	-	vawsam	vawsa{puM;2;eka}/vawsa{napuM;1;eka}/vawsa{napuM;2;eka}	vawsa{puM;2;eka}	karma,3.1	sup_samucciwaH,11.2#karma,7.1#karma,3.1	1	01	002	kumArasamBavam",@null,@null}
5.1	merO	-	merO	meru{puM;7;eka}	meru{puM;7;eka}	karwA,6.1	viRayAXikaraNam,8.2#aXikaraNam,14.1#aXikaraNam,13.2#aXikaraNam,8.2#aXikaraNam,7.1#aXikaraNam,6.1#BkarwA,6.1#karwA,6.1	1	01	002	kumArasamBavam",@null,@null}
6.1	sWiwe	-	sWiwe	sWiwi{swrI;8;eka}/sWiwa{puM;7;eka(RWA1;kwa;BvAxiH)}/sWiwa{napuM;7;eka(RWA1;kwa;BvAxiH)}	sWiwa{puM;7;eka(RWA1;kwa;BvAxiH)}	BAvalakRaNasapwamI_samAnakAlaH,14.1	viSeRaNam,8.2#viSeRaNam,7.1#viRayAXikaraNam,8.2#BAvalakRaNasapwamI_pUrvakAlaH,14.1#BAvalakRaNasapwamI_pUrvakAlaH,8.2#BAvalakRaNasapwamI_samAnakAlaH,14.1	1	01	002	kumArasamBavam",@null,@null}
7.1	xogXari	-	xogXari	xogXq{puM;7;eka(xuh2;wqc;axAxiH)}/xogXq{napuM;7;eka(xuh2;wqc;axAxiH)}	xogXq{puM;7;eka(xuh2;wqc;axAxiH)}	viSeRaNam,5.1	viSeRaNam,8.2#viRayAXikaraNam,8.2#aXikaraNam,14.1#aXikaraNam,13.2#aXikaraNam,8.2#viSeRaNam,5.1	1	01	002	kumArasamBavam",@null,@null}
8.1	xoha-	-	xoha-xakRe	xoha	xoha	wqwIyA_wawpuruRaH,8.2	samAsaH,8.2#wqwIyA_wawpuruRaH,8.2	1	01	002	kumArasamBavam",@null,@null}
8.2	xakRe	-	--	xakRA{swrI;1;xvi}/xakRA{swrI;2;xvi}/xakR1{karwari;lat;u;eka;AwmanepaxI;BvAxiH}/xakRa{puM;7;eka}/xakRa{napuM;8;xvi}/xakRa{napuM;1;xvi}/xakRa{napuM;2;xvi}/xakRa{napuM;7;eka}/xakRA{swrI;8;eka}/xakRA{swrI;8;xvi}	xakRa{puM;7;eka}	viSeRaNam,5.1	viSeRaNam,11.2#aXikaraNam,14.1#aXikaraNam,13.2#sup_samucciwaH,11.2#muKyakarma,14.1#gONakarma,14.1#viSeRaNam,5.1	1	01	002	kumArasamBavam",@null,@null}
9.1	BAsvanwi	-	BAsvanwi	BAs{mawup;napuM;1;bahu}/BAs{mawup;napuM;2;bahu}	BAs{mawup;napuM;2;bahu}	viSeRaNam,10.1	viSeRaNam,10.1#sup_samucciwaH,11.2#muKyakarma,14.1#karwA,14.1	1	01	002	kumArasamBavam",@null,@null}
1.1	ananwa-	-	ananwa-rawna-praBavasya	ananwa	ananwa	karmaXAraya_wawpuruRaH,1.2	samAsaH,1.2#karmaXAraya_wawpuruRaH,1.2	1	01	003	kumArasamBavam",@null,@null}
1.2	rawna-	-	--	rawna	rawna	RaRTI_wawpuruRaH,1.3	samAsaH,1.3#RaRTI_wawpuruRaH,1.3	1	01	003	kumArasamBavam",@null,@null}
1.3	praBavasya	-	--	praBava{puM;6;eka}/praBava{napuM;6;eka}	praBava{puM;6;eka}	RaRTIsambanXaH,5.1	viSeRaNam,2.1#RaRTIsambanXaH,15.1#RaRTIsambanXaH,13.1#RaRTIsambanXaH,12.1#RaRTIsambanXaH,10.2#RaRTIsambanXaH,9.1#RaRTIsambanXaH,7.1#RaRTIsambanXaH,6.1#RaRTIsambanXaH,3.1#BkarwA,11.1#viSeRaNam,12.1#viSeRaNam,9.1#RaRTIsambanXaH,5.1	1	01	003	kumArasamBavam",@null,@null}
10.1	guNa-	-	guNa-sannipAwe	guNa	guNa	RaRTI_wawpuruRaH,10.2	samAsaH,10.2#RaRTI_wawpuruRaH,10.2	1	01	003	kumArasamBavam",@null,@null}
10.2	sannipAwe	-	--	sannipAwa{puM;7;eka}/sannipAwa{napuM;8;xvi}/sannipAwa{napuM;1;xvi}/sannipAwa{napuM;2;xvi}/sannipAwa{napuM;7;eka}/sannipAwA{swrI;8;eka}/sannipAwA{swrI;8;xvi}/sannipAwA{swrI;1;xvi}/sannipAwA{swrI;2;xvi}	sannipAwa{puM;7;eka}	BAvalakRaNasapwamI_samAnakAlaH,11.1	viSeRaNam,11.1#aXikaraNam,11.1#BAvalakRaNasapwamI_samAnakAlaH,11.1	1	01	003	kumArasamBavam",@null,@null}
11.1	nimajjawi	-	nimajjawi	ni_masj1{karwari;lat;pra;eka;parasmEpaxI;wuxAxiH}/nimajjaw{puM;7;eka(ni_masj1;Sawq_lat;wuxAxiH)}/nimajjaw{napuM;7;eka(ni_masj1;Sawq_lat;wuxAxiH)}	ni_masj1{karwari;lat;pra;eka;parasmEpaxI;wuxAxiH}	aBihiwa_karwA	BAvalakRaNasapwamI_samAnakAlaH,6.1#BAvalakRaNasapwamI_samAnakAlaH,2.1	1	01	003	kumArasamBavam",@null,@null}
12.1	inxoH	-	inxoH	inxu{puM;5;eka}/inxu{puM;6;eka}	inxu{puM;6;eka}	RaRTIsambanXaH,13.1	RaRTIsambanXaH,15.1#RaRTIsambanXaH,13.1#RaRTIsambanXaH,10.2#RaRTIsambanXaH,9.1#RaRTIsambanXaH,7.1#RaRTIsambanXaH,6.1#RaRTIsambanXaH,3.1	1	01	003	kumArasamBavam",@null,@null}
13.1	kiraNeRu	-	kiraNeRu	kiraNa{puM;7;bahu}	kiraNa{puM;7;bahu}	aXikaraNam,11.1	upamAnam,10.2#aXikaraNam,11.1	1	01	003	kumArasamBavam",@null,@null}
14.1	iva	-	iva	iva{avya}	iva{avya}	upamAna_xyowakaH,15.1	upamAnam_rahiwa_upamAna_xyowakaH,15.1#upamAna_xyowakaH,13.1#upamAna_xyowakaH,15.1	1	01	003	kumArasamBavam",@null,@null}
15.1	afkaH	-	afkaH	afka{puM;1;eka}	afka{puM;1;eka}	upamAnam,9.1	upamAnam,10.2#upamAnam,9.1	1	01	003	kumArasamBavam",@null,@null}
16.1	.	-	.	-	-	-	-	1	01	003	kumArasamBavam",@null,@null}
2.1	yasya	-	yasya	yax{sarvanAma;puM;6;eka}/yax{sarvanAma;napuM;6;eka}/yas1{karwari;lot;ma;eka;parasmEpaxI;xivAxiH}	yax{sarvanAma;puM;6;eka}	viSeRaNam,1.3	RaRTIsambanXaH,15.1#RaRTIsambanXaH,13.1#RaRTIsambanXaH,12.1#RaRTIsambanXaH,10.2#RaRTIsambanXaH,9.1#RaRTIsambanXaH,7.1#RaRTIsambanXaH,6.1#RaRTIsambanXaH,3.1#BkarwA,11.1#viSeRaNam,12.1#viSeRaNam,9.1#viSeRaNam,1.3	1	01	003	kumArasamBavam",@null,@null}
3.1	himam	-	himam	hima{napuM;1;eka}/hima{napuM;2;eka}	hima{napuM;1;eka}	karwA,6.1	karwA,6.1	1	01	003	kumArasamBavam",@null,@null}
4.1	na	-	na	na{avya}	na{avya}	prawiReXaH,6.1	prawiReXaH,11.1#prawiReXaH,6.1	1	01	003	kumArasamBavam",@null,@null}
5.1	sOBAgya-	-	sOBAgya-vilopi	sOBAgya	sOBAgya	upapaxa_wawpuruRaH,5.2	upapaxa_wawpuruRaH,5.2	1	01	003	kumArasamBavam",@null,@null}
5.2	vilopi	-	--	vilopin{napu;1;eka}	vilopin{napu;1;eka}	karwqsamAnAXikaraNam,6.1	karwqsamAnAXikaraNam,6.1	1	01	003	kumArasamBavam",@null,@null}
6.1	jAwam	-	jAwam	jAwa{napuM;1;eka}/jAwa{napuM;2;eka}/jAwa{puM;2;eka(jan2;kwa;xivAxiH)}/jAwa{napuM;1;eka(jan2;kwa;xivAxiH)}/jAwa{napuM;2;eka(jan2;kwa;xivAxiH)}	jAwa{napuM;1;eka(jan2;kwa;xivAxiH)}	aBihiwa_karwA	viSeRaNam,9.1#karwA,11.1	1	01	003	kumArasamBavam",@null,@null}
7.1	ekaH	-	ekaH	eka{saMKyeyam;puM;1;eka}	eka{saMKyeyam;puM;1;eka}	viSeRaNam,9.1	viSeRaNam,15.1#viSeRaNam,9.1#karwA,11.1	1	01	003	kumArasamBavam",@null,@null}
8.1	hi	-	hi	hi{avya}	hi{avya}	sambanXaH,11.1	sambanXaH,11.1#sambanXaH,6.1#sambanXaH,2.1	1	01	003	kumArasamBavam",@null,@null}
9.1	xoRaH	-	xoRaH	xos{puM;1;bahu}/xos{puM;2;bahu}/xos{puM;5;eka}/xos{puM;6;eka}/xoRa{puM;1;eka}/xoRas{napuM;1;eka}/xoRas{napuM;2;eka}/xoRas{napuM;8;eka}	xoRa{puM;1;eka}	karwA,11.1	karwA,11.1#RaRTIsambanXaH,15.1#RaRTIsambanXaH,13.1#RaRTIsambanXaH,12.1#RaRTIsambanXaH,10.2#RaRTIsambanXaH,7.1#RaRTIsambanXaH,6.1#RaRTIsambanXaH,3.1#hewuH5,11.1	1	01	003	kumArasamBavam",@null,@null}
1.1	yaH	-	yaH	yax{sarvanAma;puM;1;eka}	yax{sarvanAma;puM;1;eka}	karwA,6.1	karwA,6.1	1	01	004	kumArasamBavam",@null,@null}
10.1	XAwumawwAm	-	XAwumawwAm	XAwumawwA{mawup(swrI;2;eka)}	XAwumawwA{mawup(swrI;2;eka)}	karma,6.1	karma,6.1	1	01	004	kumArasamBavam",@null,@null}
11.1	.	-	.	-	-	-	-	1	01	004	kumArasamBavam",@null,@null}
2.1	ca	-	ca	ca{avya}	ca{avya}	sambanXaH,6.1	sambanXaH,1.1#sambanXaH,6.1	1	01	004	kumArasamBavam",@null,@null}
3.1	apsaraH-	-	apsaraH-viBrama-maNdanAnAm	apsaraH	apsaraH	RaRTI_wawpuruRaH,3.2	RaRTI_wawpuruRaH,3.2	1	01	004	kumArasamBavam",@null,@null}
3.2	viBrama-	-	--	viBrama(vi_Bram1;GaF;BvAxiH)}/viBrama(vi_Bram2{GaF;xivAxiH)	viBrama(vi_Bram1;GaF;BvAxiH)	wqwIyA_wawpuruRaH,3.3	wqwIyA_wawpuruRaH,3.3	1	01	004	kumArasamBavam",@null,@null}
3.3	maNdanAnAm	-	--	maNdana{napuM;6;bahu(mad1;lyut;BvAxiH)}/maNdana{puM;6;bahu}/maNdanA{swrI;6;bahu}	maNdana{napuM;6;bahu(mad1;lyut;BvAxiH)}	RaRTIsambanXaH,4.1	RaRTIsambanXaH,8.2#RaRTIsambanXaH,7.4#RaRTIsambanXaH,5.1#RaRTIsambanXaH,4.1	1	01	004	kumArasamBavam",@null,@null}
4.1	sampAxayiwrIm	-	sampAxayiwrIm	sampAxayiwq{swrI;2;eka}	sampAxayiwq{swrI;2;eka}	viSeRaNam,10.1	viSeRaNam,10.1	1	01	004	kumArasamBavam",@null,@null}
5.1	SiKarEH	-	SiKarEH	SiKara{napuM;3;bahu}	SiKara{napuM;3;bahu}	karaNam,6.1	prayojakakarwA,7.3#hewuH,7.3#hewuH,6.1#karaNam,6.1	1	01	004	kumArasamBavam",@null,@null}
6.1	biBarwi	-	biBarwi	Bq2{karwari;lat;pra;eka;parasmEpaxI;juhowyAxiH}	Bq2{karwari;lat;pra;eka;parasmEpaxI;juhowyAxiH}	aBihiwa_karwA	-	1	01	004	kumArasamBavam",@null,@null}
7.1	balAhaka-	-	balAhaka-Cexa-viBakwa-rAgAm	balAhaka	balAhaka	RaRTI_wawpuruRaH,7.2	RaRTI_wawpuruRaH,7.2	1	01	004	kumArasamBavam",@null,@null}
7.2	Cexa-	-	--	Cexa	Cexa	sapwamI_wawpuruRaH,7.3	sapwamI_wawpuruRaH,7.3	1	01	004	kumArasamBavam",@null,@null}
7.3	viBakwa-	-	--	viBakwa(vi_Baj1;kwa;BvAxiH)	viBakwa(vi_Baj1;kwa;BvAxiH)	bahuvrIhiH,7.4	bahuvrIhiH,7.4	1	01	004	kumArasamBavam",@null,@null}
7.4	rAgAm	-	--	rAgA{swrI;2;eka}	rAgA{swrI;2;eka}	viSeRaNam,10.1	viSeRaNam,8.2#viSeRaNam,10.1	1	01	004	kumArasamBavam",@null,@null}
8.1	akAla-	-	akAla-sanXyAm	akAla	akAla	sapwamI_wawpuruRaH,8.2	sapwamI_wawpuruRaH,8.2	1	01	004	kumArasamBavam",@null,@null}
8.2	sanXyAm	-	--	sanXyA{swrI;2;eka}	sanXyA{swrI;2;eka}	upamAnam,10.1	upamAnam,7.4#upamAnam,10.1	1	01	004	kumArasamBavam",@null,@null}
9.1	iva	-	iva	iva{avya}	iva{avya}	upamAna_xyowakaH,8.2	upamAna_xyowakaH,8.2	1	01	004	kumArasamBavam",@null,@null}
1.1	AmeKalam	-	AmeKalam	AmeKala{pu;2;eka}	AmeKala{pu;2;eka}	karma,2.1	karma,2.1	1	01	005	kumArasamBavam",@null,@null}
10.1	ASrayanwe	-	ASrayanwe	Af_Sri1{karwari;lat;pra;bahu;AwmanepaxI;BvAxiH}	Af_Sri1{karwari;lat;pra;bahu;AwmanepaxI;BvAxiH}	aBihiwa_karwA	-	1	01	005	kumArasamBavam",@null,@null}
11.1	SqfgANi	-	SqfgANi	SqfgANi{napu21;bahu}	SqfgANi{napu;2;bahu}	karma,10.1	karma,10.1	1	01	005	kumArasamBavam",@null,@null}
12.1	yasya	-	yasya	yax{sarvanAma;puM;6;eka}/yax{sarvanAma;napuM;6;eka}/yas1{karwari;lot;ma;eka;parasmEpaxI;xivAxiH}	yax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,13.1	RaRTIsambanXaH,13.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,4.1#RaRTIsambanXaH,3.1	1	01	005	kumArasamBavam",@null,@null}
13.1	Awapavanwi	-	Awapavanwi	Awapa{mawup;napuM;1;bahu}/Awapa{mawup;napuM;2;bahu}	Awapa{mawup;napuM;2;bahu}	viSeRaNam,11.1	viSeRaNam,11.1	1	01	005	kumArasamBavam",@null,@null}
14.1	sixXAH	-	sixXAH	sixXa{puM;1;bahu(RiX2;kwa;BvAxiH)}/sixXA{swrI;1;bahu(RiX2;kwa;BvAxiH)}/sixXA{swrI;2;bahu(RiX2;kwa;BvAxiH)}/sixXa{puM;1;bahu(RiX3;kwa;xivAxiH)}/sixXA{swrI;1;bahu(RiX3;kwa;xivAxiH)}/sixXA{swrI;2;bahu(RiX3;kwa;xivAxiH)}	sixXa{puM;1;bahu(RiX2;kwa;BvAxiH)}	karwA,10.1	karwA,10.1	1	01	005	kumArasamBavam",@null,@null}
15.1	.	-	.	-	-	-	-	1	01	005	kumArasamBavam",@null,@null}
2.1	saFcarawAm	-	saFcarawAm	sam_car1{karwari;lot;pra;xvi;parasmEpaxI;BvAxiH}/saFcaraw{puM;6;bahu(sam_car1;Sawq_lat;BvAxiH)}/saFcaraw{napuM;6;bahu(sam_car1;Sawq_lat;BvAxiH)}/saFcarawA{sam_car1(Sawq;pu;6;bahu)}	saFcarawA{sam_car1(Sawq;pu;6;bahu)}	viSeRaNam,3.1	viSeRaNam,3.1#RaRTIsambanXaH,13.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,4.1#RaRTIsambanXaH,3.1	1	01	005	kumArasamBavam",@null,@null}
3.1	GanAnAm	-	GanAnAm	Gana{puM;6;bahu}/Gana{napuM;6;bahu}/GanA{swrI;6;bahu}	Gana{puM;6;bahu}	RaRTIsambanXaH,4.1	upa_apekRA,5.1#RaRTIsambanXaH,13.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,4.1	1	01	005	kumArasamBavam",@null,@null}
4.1	CAyAm	-	CAyAm	CAyA{swrI;2;eka}	CAyA{swrI;2;eka}	karma,7.1	karma,7.1	1	01	005	kumArasamBavam",@null,@null}
5.1	aXaH	-	aXaH	aXaH{avya}	aXaH{avya}	sambanXaH,6.2	xeSAXikaraNam_upa,14.1#xeSAXikaraNam_upa,12.1#xeSAXikaraNam_upa,10.1#xeSAXikaraNam_upa,6.2#xeSAXikaraNam,14.1#xeSAXikaraNam,12.1#xeSAXikaraNam,10.1#xeSAXikaraNam,6.2#sambanXaH,6.2	1	01	005	kumArasamBavam",@null,@null}
6.1	sa-	-	sa-anugawAm	sa	sa	bahuvrIhiH,6.2	samAsaH,6.2#bahuvrIhiH,6.2	1	01	005	kumArasamBavam",@null,@null}
6.2	anugawAm	-	--	anuga{wal;swrI;2;eka}/anugawA{swrI;2;eka(anu_gam1;kwa;BvAxiH)}	anuga{wal;swrI;2;eka}	viSeRaNam,4.1	karma,10.1#viSeRaNam,4.1	1	01	005	kumArasamBavam",@null,@null}
7.1	niRevya	-	niRevya	{ni_sev1(avya;lyap)}	{ni_sev1(avya;lyap)}	pUrvakAlaH,10.1	pUrvakAlaH,10.1	1	01	005	kumArasamBavam",@null,@null}
8.1	uxvejiwAH	-	uxvejiwAH	uxvejiwa{pu;1;bahu}/uxvejiwa{kwa;puM;1;bahu}	uxvejiwa{kwa;puM;1;bahu}	viSeRaNam,14.1	viSeRaNam,14.1	1	01	005	kumArasamBavam",@null,@null}
9.1	vqRtiBiH	-	vqRtiBiH	vqRti{swrI;3;bahu}	vqRti{swrI;3;bahu}	karwA,8.1	karwA,14.1#hewuH,14.1#hewuH,12.1#hewuH,10.1#karwA,8.1	1	01	005	kumArasamBavam",@null,@null}
1.1	paxam	-	paxam	pax{puM;2;eka}/paxa{napuM;1;eka}/paxa{napuM;2;eka}	pax{napuM;2;eka}	karma,5.1	karma,8.1#karma,5.1#karma,2.3	1	01	006	kumArasamBavam",@null,@null}
10.1	naKa-	-	naKa-ranXra-mukwEH	naKa	naKa	RaRTI_wawpuruRaH,10.2	RaRTI_wawpuruRaH,10.2	1	01	006	kumArasamBavam",@null,@null}
10.2	ranXra-	-	--	ranXra	ranXra	wqwIyA_wawpuruRaH,10.3	wqwIyA_wawpuruRaH,10.3	1	01	006	kumArasamBavam",@null,@null}
10.3	mukwEH	-	--	mukwa{puM;3;bahu(muc2;kwa;wuxAxiH)}/mukwa{napuM;3;bahu(muc2;kwa;wuxAxiH)}	mukwa{puM;3;bahu(muc2;kwa;wuxAxiH)}	viSeRaNam,11.1	viSeRaNam,11.1	1	01	006	kumArasamBavam",@null,@null}
11.1	mukwAPalEH	-	mukwAPalEH	mukwAPala{puM;3;bahu}/mukwAPala{napuM;3;bahu}	mukwAPala{puM;3;bahu}	karaNam,8.1	karaNam,8.1	1	01	006	kumArasamBavam",@null,@null}
12.1	kesariNAm	-	kesariNAm	kesarin{puM;6;bahu}	kesarin{puM;6;bahu}	RaRTIsambanXaH,9.1	RaRTIsambanXaH,13.1#RaRTIsambanXaH,11.1#RaRTIsambanXaH,9.1#RaRTIsambanXaH,7.2	1	01	006	kumArasamBavam",@null,@null}
13.1	kirAwAH	-	kirAwAH	kirAwa{puM;1;bahu}/kirAwa{puM;8;bahu}	kirAwa{puM;1;bahu}	karwA,8.1	karwA,8.1	1	01	006	kumArasamBavam",@null,@null}
14.1	.	-	.	-	-	-	-	1	01	006	kumArasamBavam",@null,@null}
2.1	wuRAra-	-	wuRAra-sruwi-XOwa-rakwam	wuRAra	wuRAra	RaRTI_wawpuruRaH,2.2	RaRTI_wawpuruRaH,2.2	1	01	006	kumArasamBavam",@null,@null}
2.2	sruwi-	-	--	sruwi	sruwi	wqwIyA_wawpuruRaH,2.3	wqwIyA_wawpuruRaH,2.3	1	01	006	kumArasamBavam",@null,@null}
2.3	XOwa-	-	--	XOwa(XAv1;kwa;BvAxiH)	XOwa(XAv1;kwa;BvAxiH)	karmaXAraya_wawpuruRaH,2.4	samAsaH,2.4#karmaXAraya_wawpuruRaH,2.4	1	01	006	kumArasamBavam",@null,@null}
2.4	rakwam	-	--	rakwa{puM;2;eka}/rakwa{napuM;1;eka}/rakwa{napuM;2;eka}	rakwa{napuM;2;eka}	viSeRaNam,1.1	karmasamAnAXikaraNam,1.1#karma,8.1#karma,5.1#viSeRaNam,9.1#viSeRaNam,1.1	1	01	006	kumArasamBavam",@null,@null}
3.1	yasmin	-	yasmin	yax{sarvanAma;puM;7;eka}/yax{sarvanAma;napuM;7;eka}	yax{sarvanAma;puM;7;eka}	xeSAXikaraNam,5.1	aXikaraNam,5.1#xeSAXikaraNam,5.1	1	01	006	kumArasamBavam",@null,@null}
